,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
601,Jack Johnson,2024-25,CBJ,L,D,34,0,5,5,-6,2,0.15,0,5,0,0,0,0,0,0,18,0.0,12:46,--
602,Jacob Moverare,2024-25,LAK,L,D,36,1,4,5,+5,8,0.14,1,5,0,0,0,0,0,0,24,4.2,11:44,--
603,Albert Johansson,2024-25,DET,L,D,36,1,4,5,-5,12,0.14,1,5,0,0,0,0,0,1,26,3.9,15:57,--
604,Mathew Dumba,2024-25,DAL,R,D,38,0,5,5,-2,52,0.13,0,5,0,0,0,0,0,0,30,0.0,15:15,--
605,Sam Lafferty,2024-25,BUF,R,C,39,2,3,5,-6,22,0.13,2,5,0,0,0,0,0,0,29,6.9,9:49,50.6
606,Nils Lundkvist,2024-25,DAL,R,D,39,0,5,5,+4,20,0.13,0,5,0,0,0,0,0,0,52,0.0,15:01,--
607,Justin Dowling,2024-25,NJD,L,C,40,2,3,5,-1,4,0.13,2,5,0,0,0,0,0,0,22,9.1,9:52,47.5
608,Henri Jokiharju,2024-25,BUF,R,D,40,2,3,5,+5,12,0.13,2,5,0,0,0,0,0,1,43,4.7,16:26,--
609,Juuso Välimäki,2024-25,UTA,L,D,43,2,3,5,-5,14,0.12,2,5,0,0,0,0,0,0,40,5.0,16:33,--
610,Kevin Rooney,2024-25,CGY,L,C,45,4,1,5,-7,12,0.11,4,5,0,0,0,0,0,0,34,11.8,9:21,46.8
611,Justin Holl,2024-25,DET,R,D,49,1,4,5,-7,12,0.10,1,5,0,0,0,0,0,0,21,4.8,14:50,--
612,Luke Schenn,2024-25,NSH,R,D,56,1,4,5,-9,41,0.09,1,5,0,0,0,0,0,0,59,1.7,15:25,--
613,Rory Kerins,2024-25,CGY,L,C,5,0,4,4,+3,0,0.80,0,3,0,1,0,0,0,0,3,0.0,12:14,33.3
614,Drew Doughty,2024-25,LAK,R,D,7,1,3,4,+2,8,0.57,1,3,0,1,0,0,0,0,12,8.3,26:12,--
615,Logan Mailloux,2024-25,MTL,R,D,7,2,2,4,-5,6,0.57,2,4,0,0,0,0,0,0,10,20.0,16:12,--
616,Arthur Kaliyev,2024-25,NYR,L,R,13,3,1,4,+2,2,0.31,3,4,0,0,0,0,0,0,20,15.0,11:28,--
617,Colton Dach,2024-25,CHI,L,C,13,1,3,4,0,4,0.31,1,4,0,0,0,0,0,0,19,5.3,11:35,42.9
618,Marc Gatcomb,2024-25,NYI,R,C,13,3,1,4,0,9,0.31,3,4,0,0,0,0,0,0,13,23.1,8:52,33.3
619,Nick DeSimone,2024-25,UTA,R,D,14,0,4,4,0,0,0.29,0,4,0,0,0,0,0,0,16,0.0,15:30,--
620,Fraser Minten,2024-25,TOR,L,C,15,2,2,4,-4,0,0.27,2,3,0,1,0,0,0,1,16,12.5,12:14,47.8
621,Vincent Hinostroza,2024-25,"NSH, MIN",R,C,16,2,2,4,0,6,0.25,1,3,1,1,0,0,0,1,20,10.0,11:59,40.0
622,Matthew Highmore,2024-25,OTT,L,C,17,1,3,4,-4,4,0.24,1,4,0,0,0,0,0,1,20,5.0,12:22,33.3
623,Juha Jaaska,2024-25,CAR,L,L,17,0,4,4,+3,9,0.24,0,3,0,0,0,1,0,0,11,0.0,8:45,51.6
624,Ivan Miroshnichenko,2024-25,WSH,R,L,18,1,3,4,+1,0,0.22,1,3,0,1,0,0,0,0,14,7.1,9:21,--
625,David Perron,2024-25,OTT,R,L,19,1,3,4,-9,2,0.21,0,1,1,3,0,0,0,0,37,2.7,13:09,25.0
626,Kaedan Korczak,2024-25,VGK,R,D,19,0,4,4,+4,0,0.21,0,4,0,0,0,0,0,0,15,0.0,14:25,--
627,Tyler Tucker,2024-25,STL,L,D,20,2,2,4,-1,30,0.20,2,4,0,0,0,0,0,0,19,10.5,13:04,--
628,Denton Mateychuk,2024-25,CBJ,L,D,20,2,2,4,-2,2,0.20,2,4,0,0,0,0,0,0,21,9.5,18:23,--
629,Liam Ohgren,2024-25,MIN,L,L,20,1,3,4,-5,2,0.20,1,3,0,1,0,0,0,1,26,3.9,10:59,--
630,Dennis Gilbert,2024-25,BUF,L,D,21,0,4,4,-2,50,0.19,0,4,0,0,0,0,0,0,5,0.0,9:57,--
631,Aatu Raty,2024-25,VAN,L,C,21,2,2,4,-2,8,0.19,2,4,0,0,0,0,0,0,14,14.3,9:30,56.0
632,Ryan Shea,2024-25,PIT,L,D,23,2,2,4,-6,6,0.17,2,3,0,1,0,0,0,0,12,16.7,15:30,--
633,Philippe Myers,2024-25,TOR,R,D,23,1,3,4,-7,4,0.17,1,4,0,0,0,0,0,0,31,3.2,16:20,--
634,Louis Crevier,2024-25,CHI,R,D,23,3,1,4,-1,10,0.17,3,4,0,0,0,0,0,0,23,13.0,17:48,--
635,Brendan Smith,2024-25,DAL,L,D,24,0,4,4,-4,31,0.17,0,4,0,0,0,0,0,0,22,0.0,12:44,--
636,Jacob Bernard-Docker,2024-25,OTT,R,D,25,1,3,4,+2,4,0.16,1,4,0,0,0,0,0,0,18,5.6,13:06,--
637,Klim Kostin,2024-25,SJS,L,C,26,1,3,4,-4,25,0.15,1,4,0,0,0,0,0,0,19,5.3,10:32,42.9
638,Joel Hanley,2024-25,CGY,L,D,28,1,3,4,+4,6,0.14,1,4,0,0,0,0,0,1,22,4.6,16:53,--
639,Jordan Harris,2024-25,CBJ,L,D,29,1,3,4,-5,6,0.14,1,4,0,0,0,0,0,0,13,7.7,11:07,--
640,Tyler Motte,2024-25,DET,L,C,30,2,2,4,-11,2,0.13,2,4,0,0,0,0,0,0,34,5.9,11:47,38.5
641,Curtis Lazar,2024-25,NJD,R,C,33,1,3,4,+1,12,0.12,1,4,0,0,0,0,0,0,20,5.0,10:32,51.8
642,Jacob Bryson,2024-25,BUF,L,D,33,0,4,4,-2,10,0.12,0,4,0,0,0,0,0,0,12,0.0,13:57,--
643,Ross Johnston,2024-25,ANA,L,L,37,1,3,4,-2,68,0.11,1,4,0,0,0,0,0,1,9,11.1,8:31,0.0
644,Zack Ostapchuk,2024-25,OTT,L,C,43,1,3,4,-7,26,0.09,1,4,0,0,0,0,0,0,20,5.0,9:20,49.1
645,Jon Merrill,2024-25,MIN,L,D,48,1,3,4,-2,16,0.08,1,4,0,0,0,0,0,0,34,2.9,14:38,--
646,Simon Benoit,2024-25,TOR,L,D,53,0,4,4,+2,37,0.08,0,4,0,0,0,0,0,0,31,0.0,16:22,--
647,Tyler Kleven,2024-25,OTT,L,D,57,2,2,4,-5,18,0.07,2,4,0,0,0,0,0,1,54,3.7,14:32,--
648,Nikita Chibrikov,2024-25,WPG,L,R,4,2,1,3,+1,0,0.75,2,2,0,1,0,0,0,0,6,33.3,11:24,--
649,Sean Durzi,2024-25,UTA,R,D,6,0,3,3,+2,7,0.50,0,3,0,0,0,0,0,0,9,0.0,20:58,--
650,Jonathan Lekkerimaki,2024-25,VAN,R,R,11,2,1,3,-6,2,0.27,2,3,0,0,0,0,0,0,16,12.5,13:47,--
651,David Jiricek,2024-25,"CBJ, MIN",R,D,12,1,2,3,0,6,0.25,1,3,0,0,0,0,0,0,9,11.1,12:07,--
652,Tyson Barrie,2024-25,CGY,R,D,13,1,2,3,-7,4,0.23,1,1,0,2,0,0,0,0,19,5.3,15:48,--
653,Collin Graf,2024-25,SJS,R,R,14,1,2,3,-5,0,0.21,1,2,0,1,0,0,0,0,12,8.3,15:04,100.0
654,Maveric Lamoureux,2024-25,UTA,R,D,15,1,2,3,+3,42,0.20,1,3,0,0,0,0,0,0,17,5.9,16:07,--
655,Andre Lee,2024-25,LAK,L,L,19,1,2,3,-5,11,0.16,1,3,0,0,0,0,0,1,18,5.6,9:10,--
656,Zack MacEwen,2024-25,OTT,R,R,21,2,1,3,0,21,0.14,2,3,0,0,0,0,0,0,26,7.7,7:46,42.9
657,Marc Del Gaizo,2024-25,NSH,L,D,21,0,3,3,0,17,0.14,0,3,0,0,0,0,0,0,28,0.0,15:39,--
658,Erik Johnson,2024-25,PHI,R,D,22,1,2,3,-3,11,0.14,1,2,0,0,0,1,0,0,14,7.1,13:18,--
659,Akil Thomas,2024-25,LAK,R,C,22,1,2,3,-3,7,0.14,1,3,0,0,0,0,0,0,19,5.3,9:49,38.9
660,Matt Rempe,2024-25,NYR,R,C,22,1,2,3,+2,41,0.14,1,3,0,0,0,0,0,0,15,6.7,7:31,0.0
661,Walker Duehr,2024-25,"CGY, SJS",R,R,24,2,1,3,-11,0,0.13,2,3,0,0,0,0,0,0,15,13.3,8:48,11.1
662,Miles Wood,2024-25,COL,L,L,25,2,1,3,-5,44,0.12,2,3,0,0,0,0,0,1,44,4.6,11:36,33.3
663,Owen Pickering,2024-25,PIT,L,D,25,1,2,3,-5,6,0.12,1,3,0,0,0,0,0,0,15,6.7,14:49,--
664,Mitchell Stephens,2024-25,SEA,R,C,27,1,2,3,-6,6,0.11,1,3,0,0,0,0,0,0,18,5.6,9:15,54.2
665,Matthew Kessel,2024-25,STL,R,D,27,0,3,3,-3,10,0.11,0,3,0,0,0,0,0,0,17,0.0,13:05,--
666,Samuel Helenius,2024-25,LAK,L,C,27,1,2,3,-2,14,0.11,1,3,0,0,0,0,0,0,16,6.3,8:37,47.2
667,Connor Dewar,2024-25,TOR,L,C,29,0,3,3,-2,5,0.10,0,2,0,0,0,1,0,0,27,0.0,10:07,42.9
668,Matt Nieto,2024-25,PIT,L,L,31,1,2,3,-8,2,0.10,1,2,0,1,0,0,0,0,30,3.3,12:14,40.0
669,Devin Shore,2024-25,MIN,L,C,35,1,2,3,-3,2,0.09,1,3,0,0,0,0,0,0,25,4.0,8:30,50.0
670,Wyatt Kaiser,2024-25,CHI,L,D,35,1,2,3,-3,14,0.09,1,3,0,0,0,0,0,0,43,2.3,17:39,--
671,Vincent Desharnais,2024-25,"VAN, PIT",R,D,39,0,3,3,-6,38,0.08,0,3,0,0,0,0,0,0,20,0.0,15:50,--
672,P.O Joseph,2024-25,"STL, PIT",L,D,45,0,3,3,-18,45,0.07,0,3,0,0,0,0,0,0,40,0.0,15:26,--
673,Travis Hamonic,2024-25,OTT,R,D,46,0,3,3,-12,17,0.07,0,3,0,0,0,0,0,0,56,0.0,17:05,--
674,Zemgus Girgensons,2024-25,TBL,L,C,56,1,2,3,-5,31,0.05,1,3,0,0,0,0,0,1,62,1.6,11:24,40.5
675,Michael Sgarbossa,2024-25,WSH,L,C,3,1,1,2,+2,2,0.67,1,2,0,0,0,0,0,0,1,100.0,9:20,45.0
676,Alex Steeves,2024-25,TOR,L,C,6,1,1,2,+3,0,0.33,1,2,0,0,0,0,0,0,7,14.3,10:36,--
677,Marc-Edouard Vlasic,2024-25,SJS,L,D,7,0,2,2,-2,0,0.29,0,1,0,0,0,1,0,0,5,0.0,14:48,--
678,John Klingberg,2024-25,EDM,R,D,7,1,1,2,+2,2,0.29,1,2,0,0,0,0,0,0,9,11.1,17:21,--
679,John Hayden,2024-25,SEA,R,C,7,1,1,2,+1,2,0.29,1,2,0,0,0,0,0,0,6,16.7,8:01,100.0
680,Nikita Nesterenko,2024-25,ANA,L,C,7,1,1,2,0,0,0.29,1,2,0,0,0,0,0,0,5,20.0,9:33,0.0
681,Vinni Lettieri,2024-25,BOS,R,C,8,2,0,2,0,4,0.25,2,2,0,0,0,0,0,0,12,16.7,12:05,50.0
682,Ty Smith,2024-25,CAR,L,D,8,1,1,2,+1,4,0.25,0,1,1,1,0,0,0,0,14,7.1,13:40,--
683,John Ludvig,2024-25,COL,L,D,8,0,2,2,-4,6,0.25,0,2,0,0,0,0,0,0,9,0.0,12:57,--
684,Landon Slaggert,2024-25,CHI,L,L,8,2,0,2,-2,11,0.25,2,2,0,0,0,0,0,1,13,15.4,13:01,0.0
685,Nils Aman,2024-25,VAN,L,C,8,0,2,2,-3,0,0.25,0,2,0,0,0,0,0,0,4,0.0,10:31,37.0
686,Tyler Johnson,2024-25,BOS,R,C,9,0,2,2,-1,10,0.22,0,1,0,1,0,0,0,0,6,0.0,13:05,63.6
687,Rodrigo Abols,2024-25,PHI,L,C,9,1,1,2,-3,2,0.22,1,2,0,0,0,0,0,0,13,7.7,10:19,54.4
688,Oliver Kylington,2024-25,COL,L,D,10,1,1,2,-3,4,0.20,1,2,0,0,0,0,0,0,2,50.0,12:26,--
689,Valtteri Puustinen,2024-25,PIT,R,R,10,1,1,2,-4,4,0.20,0,1,1,1,0,0,0,0,6,16.7,9:53,--
690,Dylan McIlrath,2024-25,WSH,R,D,11,0,2,2,+1,14,0.18,0,2,0,0,0,0,0,0,4,0.0,10:54,--
691,Noah Philp,2024-25,EDM,R,C,12,0,2,2,+1,2,0.17,0,2,0,0,0,0,0,0,12,0.0,8:40,40.8
692,Oliver Kapanen,2024-25,MTL,R,C,12,0,2,2,-4,2,0.17,0,1,0,1,0,0,0,0,13,0.0,11:38,46.0
693,Marc McLaughlin,2024-25,BOS,R,C,12,2,0,2,-1,0,0.17,2,2,0,0,0,0,0,0,13,15.4,9:12,42.9
694,Grant Hutton,2024-25,NYI,R,D,13,0,2,2,+1,4,0.15,0,2,0,0,0,0,0,0,10,0.0,13:28,--
695,Shakir Mukhamadullin,2024-25,SJS,L,D,14,1,1,2,0,2,0.14,1,2,0,0,0,0,0,0,12,8.3,14:50,--
696,Robert Bortuzzo,2024-25,UTA,R,D,16,0,2,2,-2,22,0.13,0,2,0,0,0,0,0,0,7,0.0,10:53,--
697,Tyson Jost,2024-25,CAR,L,C,17,2,0,2,+2,12,0.12,2,2,0,0,0,0,0,0,17,11.8,10:08,48.5
698,Cole Reinhardt,2024-25,OTT,L,L,17,1,1,2,-4,15,0.12,1,2,0,0,0,0,0,0,13,7.7,8:12,100.0
699,Nicolas Aube-Kubel,2024-25,BUF,R,R,19,1,1,2,-4,17,0.11,1,2,0,0,0,0,0,0,18,5.6,9:32,66.7
700,Jonah Gadjovich,2024-25,FLA,L,L,23,2,0,2,-6,14,0.09,2,2,0,0,0,0,0,1,20,10.0,8:02,75.0
701,Kyle Burroughs,2024-25,LAK,R,D,27,0,2,2,+3,31,0.07,0,2,0,0,0,0,0,0,5,0.0,7:51,--
702,Keaton Middleton,2024-25,COL,L,D,28,0,2,2,0,17,0.07,0,2,0,0,0,0,0,0,30,0.0,10:45,--
703,Parker Wotherspoon,2024-25,BOS,L,D,31,1,1,2,-6,8,0.06,1,2,0,0,0,0,0,0,26,3.9,17:52,--
704,Ryan Reaves,2024-25,TOR,R,R,33,0,2,2,-2,28,0.06,0,2,0,0,0,0,0,0,14,0.0,7:43,0.0
705,Boone Jenner,2024-25,CBJ,L,C,1,0,1,1,+2,0,1.00,0,1,0,0,0,0,0,0,1,0.0,16:56,50.0
706,Dylan Duke,2024-25,TBL,L,L,2,1,0,1,0,0,0.50,1,1,0,0,0,0,0,0,1,100.0,7:52,--
707,Matt Savoie,2024-25,EDM,R,C,2,0,1,1,0,0,0.50,0,1,0,0,0,0,0,0,1,0.0,11:50,0.0
708,Andrew Poturalski,2024-25,SJS,R,C,3,0,1,1,-1,2,0.33,0,1,0,0,0,0,0,0,5,0.0,14:27,48.8
709,Isaak Phillips,2024-25,CHI,L,D,3,1,0,1,0,0,0.33,1,1,0,0,0,0,0,0,3,33.3,11:54,--
710,Declan Carlile,2024-25,TBL,L,D,3,1,0,1,+2,0,0.33,1,1,0,0,0,0,0,0,3,33.3,13:00,--
711,Georgii Merkulov,2024-25,BOS,L,C,3,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,4,0.0,13:44,0.0
712,Parker Ford,2024-25,WPG,R,C,3,1,0,1,+1,2,0.33,1,1,0,0,0,0,0,0,2,50.0,7:50,--
713,Dominik Shine,2024-25,DET,R,R,4,0,1,1,-1,0,0.25,0,1,0,0,0,0,0,0,2,0.0,8:44,--
714,Chad Ruhwedel,2024-25,NYR,R,D,5,0,1,1,+2,0,0.20,0,1,0,0,0,0,0,0,1,0.0,14:06,--
715,Brad Lambert,2024-25,WPG,R,C,5,0,1,1,0,2,0.20,0,1,0,0,0,0,0,0,1,0.0,11:36,33.3
716,Justin Hryckowian,2024-25,DAL,L,C,5,0,1,1,+1,0,0.20,0,1,0,0,0,0,0,0,3,0.0,7:53,60.0
717,Arttu Hyry,2024-25,DAL,R,R,5,0,1,1,0,0,0.20,0,1,0,0,0,0,0,0,5,0.0,9:05,68.8
718,Kevin Gravel,2024-25,NSH,L,D,6,0,1,1,+3,0,0.17,0,1,0,0,0,0,0,0,6,0.0,17:50,--
719,Clark Bishop,2024-25,CGY,L,C,6,1,0,1,-2,0,0.17,1,1,0,0,0,0,0,0,4,25.0,7:15,38.9
720,Sam Poulin,2024-25,PIT,L,R,6,0,1,1,+1,2,0.17,0,1,0,0,0,0,0,0,2,0.0,10:06,--
721,Helge Grans,2024-25,PHI,R,D,6,0,1,1,0,2,0.17,0,1,0,0,0,0,0,0,5,0.0,14:28,--
722,Ethan Cardwell,2024-25,SJS,R,R,6,1,0,1,-2,2,0.17,1,1,0,0,0,0,0,0,5,20.0,11:32,50.0
723,Drake Caggiula,2024-25,EDM,L,L,7,0,1,1,0,5,0.14,0,1,0,0,0,0,0,0,6,0.0,7:18,100.0
724,Cale Fleury,2024-25,SEA,R,D,7,0,1,1,+2,0,0.14,0,1,0,0,0,0,0,0,7,0.0,12:20,--
725,Matj Blümel,2024-25,DAL,L,R,7,1,0,1,-1,0,0.14,1,1,0,0,0,0,0,0,10,10.0,8:26,--
726,Callahan Burke,2024-25,VGK,R,C,7,1,0,1,+2,2,0.14,1,1,0,0,0,0,0,0,12,8.3,10:50,100.0
727,Ethan Del Mastro,2024-25,CHI,L,D,7,0,1,1,-2,2,0.14,0,1,0,0,0,0,0,0,3,0.0,15:13,--
728,Lucas Condotta,2024-25,MTL,L,L,7,1,0,1,-2,0,0.14,1,1,0,0,0,0,0,0,5,20.0,8:12,58.6
729,Calum Ritchie,2024-25,COL,R,C,7,1,0,1,-7,0,0.14,1,1,0,0,0,0,0,0,11,9.1,12:47,42.9
730,T.J. Tynan,2024-25,COL,R,C,8,0,1,1,-1,4,0.13,0,1,0,0,0,0,0,0,4,0.0,7:56,38.9
731,Joshua Brown,2024-25,EDM,R,D,8,0,1,1,-1,9,0.13,0,1,0,0,0,0,0,0,5,0.0,11:29,--
732,Tanner Laczynski,2024-25,VGK,R,C,8,1,0,1,-1,6,0.13,1,1,0,0,0,0,0,0,2,50.0,8:36,43.2
733,Ryan Winterton,2024-25,SEA,R,C,8,0,1,1,-7,0,0.13,0,1,0,0,0,0,0,0,8,0.0,10:22,0.0
734,Elias Pettersson,2024-25,VAN,L,D,8,0,1,1,+1,2,0.13,0,1,0,0,0,0,0,0,7,0.0,13:11,--
735,Linus Karlsson,2024-25,VAN,R,C,9,1,0,1,+1,0,0.11,1,1,0,0,0,0,0,1,8,12.5,9:59,50.0
736,Nicolas Deslauriers,2024-25,PHI,L,L,10,0,1,1,+1,10,0.10,0,1,0,0,0,0,0,0,6,0.0,6:13,100.0
737,Danil Gushchin,2024-25,SJS,L,L,10,0,1,1,-2,6,0.10,0,1,0,0,0,0,0,0,13,0.0,12:07,100.0
738,Tyson Kozak,2024-25,BUF,L,C,11,1,0,1,-2,0,0.09,1,1,0,0,0,0,0,0,6,16.7,10:25,48.1
739,Sam Colangelo,2024-25,ANA,R,R,12,1,0,1,-7,0,0.08,1,1,0,0,0,0,0,0,16,6.3,10:58,22.2
740,Arshdeep Bains,2024-25,VAN,L,L,12,1,0,1,-4,0,0.08,1,1,0,0,0,0,0,1,7,14.3,10:38,75.0
741,Simon Nemec,2024-25,NJD,R,D,12,0,1,1,-2,6,0.08,0,0,0,1,0,0,0,0,9,0.0,15:48,--
742,Adam Klapka,2024-25,CGY,R,R,12,1,0,1,+1,15,0.08,1,1,0,0,0,0,0,0,16,6.3,8:12,37.5
743,Andreas Englund,2024-25,"LAK, NSH",L,D,13,1,0,1,-3,12,0.08,1,1,0,0,0,0,0,0,6,16.7,10:59,--
744,Ville Heinola,2024-25,WPG,L,D,17,0,1,1,+7,4,0.06,0,1,0,0,0,0,0,0,11,0.0,13:58,--
745,Joey Anderson,2024-25,CHI,R,R,18,0,1,1,-2,0,0.06,0,1,0,0,0,0,0,0,17,0.0,12:24,60.0
746,Jack St. Ivany,2024-25,PIT,R,D,19,0,1,1,-3,17,0.05,0,1,0,0,0,0,0,0,12,0.0,16:22,--
747,Liam O'Brien,2024-25,UTA,L,C,20,0,1,1,0,38,0.05,0,1,0,0,0,0,0,0,26,0.0,9:32,0.0
748,Matt Martin,2024-25,NYI,L,L,24,0,1,1,-2,10,0.04,0,1,0,0,0,0,0,0,12,0.0,7:47,50.0
749,Chris Wagner,2024-25,COL,R,R,24,1,0,1,-7,9,0.04,1,1,0,0,0,0,0,0,25,4.0,6:55,46.2
750,Jeremy Lauzon,2024-25,NSH,L,D,28,0,1,1,-4,37,0.04,0,1,0,0,0,0,0,0,25,0.0,17:58,--
751,Joseph LaBate,2024-25,CBJ,L,C,1,0,0,0,+1,5,0.00,0,0,0,0,0,0,0,0,0,--,7:19,--
752,Scott Sabourin,2024-25,SJS,R,R,1,0,0,0,-2,0,0.00,0,0,0,0,0,0,0,0,0,--,10:27,--
753,Steven Santini,2024-25,TBL,R,D,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,1,0.0,11:37,--
754,Dakota Mermis,2024-25,UTA,L,D,1,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,2,0.0,10:47,--
755,Dryden Hunt,2024-25,CGY,L,L,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,12:33,--
756,Kyle Capobianco,2024-25,DAL,L,D,1,0,0,0,-2,4,0.00,0,0,0,0,0,0,0,0,0,--,11:23,--
757,Julien Gauthier,2024-25,NYI,R,R,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,7:42,--
758,Riley Stillman,2024-25,CAR,L,D,1,0,0,0,0,5,0.00,0,0,0,0,0,0,0,0,1,0.0,7:40,--
759,Nathan Clurman,2024-25,PIT,R,D,1,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,4,0.0,11:05,--
760,Jeffrey Viel,2024-25,BOS,L,L,1,0,0,0,0,7,0.00,0,0,0,0,0,0,0,0,0,--,8:29,--
761,Grigori Denisenko,2024-25,VGK,R,L,1,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,0,--,8:27,0.0
762,Adam Ginning,2024-25,PHI,L,D,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,12:48,--
763,Jan Jenik,2024-25,OTT,L,C,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,7:32,--
764,Rafael Harvey-Pinard,2024-25,MTL,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,8:54,--
765,Mason Morelli,2024-25,VGK,L,L,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,7:31,--
766,Daniil Misyul,2024-25,NJD,L,D,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,12:23,--
767,Samuel Bolduc,2024-25,NYI,L,D,1,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,5:56,--
768,Jack Finley,2024-25,TBL,R,C,1,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,8:25,60.0
769,Daemon Hunt,2024-25,MIN,L,D,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,2,0.0,8:01,--
770,Mike Hardman,2024-25,NJD,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,8:24,0.0
771,Fabian Lysell,2024-25,BOS,R,R,1,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,0,--,11:32,--
772,Michael Milne,2024-25,MIN,L,L,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,6:34,--
773,Owen Sillinger,2024-25,CBJ,L,C,1,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,0,--,13:09,40.0
774,Jacob Quillan,2024-25,TOR,L,C,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,5:21,--
775,Austin Watson,2024-25,DET,R,L,2,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,1,0.0,7:00,--
776,Jani Hakanpää,2024-25,TOR,R,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,14:05,--
777,Robert Hagg,2024-25,VGK,L,D,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,11:09,--
778,Patrick Brown,2024-25,BOS,R,C,2,0,0,0,-1,2,0.00,0,0,0,0,0,0,0,0,3,0.0,11:02,40.0
779,William Lagesson,2024-25,DET,L,D,2,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,2,0.0,15:57,--
780,Rasmus Asplund,2024-25,FLA,L,C,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,1,0.0,7:32,0.0
781,Alex Barré-Boulet,2024-25,MTL,L,C,2,0,0,0,-2,2,0.00,0,0,0,0,0,0,0,0,0,--,10:10,--
782,Emil Bemstrom,2024-25,PIT,R,C,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,12:14,--
783,Liam Foudy,2024-25,NYI,L,C,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,7:27,--
784,Nolan Foote,2024-25,NJD,L,L,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,10:46,--
785,Ryan Suzuki,2024-25,CAR,L,C,2,0,0,0,+1,0,0.00,0,0,0,0,0,0,0,0,0,--,6:36,57.1
786,Connor Mackey,2024-25,NYR,L,D,2,0,0,0,0,5,0.00,0,0,0,0,0,0,0,0,1,0.0,16:08,--
787,Donovan Sebrango,2024-25,OTT,L,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,10:19,--
788,Ilya Solovyov,2024-25,CGY,L,D,2,0,0,0,-2,0,0.00,0,0,0,0,0,0,0,0,4,0.0,19:24,--
789,Chase Bradley,2024-25,COL,L,L,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,5:35,--
790,Scott Morrow,2024-25,CAR,R,D,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,3,0.0,11:27,--
791,Oskar Olausson,2024-25,COL,L,R,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,3,0.0,6:49,--
792,James Malatesta,2024-25,CBJ,L,L,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,0,--,10:34,100.0
793,Isak Rosen,2024-25,BUF,L,R,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,1,0.0,9:08,--
794,Joakim Kemell,2024-25,NSH,R,R,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,8,0.0,10:21,--
795,Brian Halonen,2024-25,NJD,R,L,2,0,0,0,-1,0,0.00,0,0,0,0,0,0,0,0,2,0.0,13:54,--
796,Jason Polin,2024-25,COL,R,R,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,3,0.0,5:11,100.0
797,Alexander Petrovic,2024-25,DAL,R,D,3,0,0,0,-3,2,0.00,0,0,0,0,0,0,0,0,1,0.0,11:44,--
798,Erik Gudbranson,2024-25,CBJ,R,D,3,0,0,0,0,2,0.00,0,0,0,0,0,0,0,0,1,0.0,15:46,--
799,Travis Boyd,2024-25,MIN,R,C,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,--,7:48,--
800,Sonny Milano,2024-25,WSH,L,L,3,0,0,0,-3,0,0.00,0,0,0,0,0,0,0,0,4,0.0,7:13,--
