,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
1,Nathan MacKinnon,2024-25,COL,R,C,59,21,66,87,+18,29,1.47,16,61,5,26,0,0,1,3,238,8.8,22:59,49.3
2,Leon Draisaitl,2024-25,EDM,L,C,57,42,44,86,+25,20,1.51,30,62,12,24,0,0,4,9,190,22.1,21:38,54.9
3,Nikita Kucherov,2024-25,TBL,L,R,53,26,57,83,+13,35,1.57,22,51,4,32,0,0,1,7,182,14.3,21:43,0.0
4,Connor McDavid,2024-25,EDM,L,C,51,22,50,72,+4,29,1.41,14,48,8,24,0,0,0,3,157,14.0,22:07,47.7
5,Mitch Marner,2024-25,TOR,R,R,56,16,55,71,+10,12,1.27,10,45,5,24,1,2,1,5,127,12.6,21:27,23.5
6,Kyle Connor,2024-25,WPG,L,L,57,30,40,70,+9,21,1.23,19,45,9,23,2,2,1,6,187,16.0,20:07,12.5
7,Jack Eichel,2024-25,VGK,R,C,56,19,50,69,+30,6,1.23,15,44,3,23,1,2,0,1,175,10.9,21:02,46.1
8,David Pastrnak,2024-25,BOS,R,R,58,28,41,69,-1,30,1.19,22,53,6,16,0,0,3,4,233,12.0,20:03,42.9
9,Jesper Bratt,2024-25,NJD,L,L,59,17,51,68,+11,14,1.15,12,40,4,26,1,2,0,1,133,12.8,18:48,0.0
10,Jack Hughes,2024-25,NJD,L,C,59,26,42,68,+12,12,1.15,19,39,6,27,1,2,2,7,220,11.8,20:54,37.4
11,Mikko Rantanen,2024-25,"COL, CAR",L,R,56,26,41,67,+12,32,1.20,18,48,8,19,0,0,0,5,157,16.6,22:12,53.0
12,Brandon Hagel,2024-25,TBL,L,L,56,27,37,64,+26,40,1.14,24,50,0,7,3,7,0,3,161,16.8,21:12,31.8
13,Mark Scheifele,2024-25,WPG,R,C,57,31,33,64,+5,41,1.12,22,44,9,20,0,0,1,8,124,25.0,20:18,48.2
14,Martin Necas,2024-25,"CAR, COL",R,C,59,20,44,64,+4,12,1.08,12,40,8,24,0,0,0,7,143,14.0,18:54,37.8
15,Cale Makar,2024-25,COL,R,D,59,22,42,64,+16,12,1.08,11,36,9,26,2,2,0,3,183,12.0,25:46,--
16,Clayton Keller,2024-25,UTA,L,R,57,20,43,63,-8,16,1.11,14,37,6,26,0,0,1,4,156,12.8,19:15,31.0
17,Lucas Raymond,2024-25,DET,R,L,57,22,41,63,-4,16,1.11,15,33,6,29,1,1,1,3,133,16.5,18:59,0.0
18,Zach Werenski,2024-25,CBJ,L,D,56,18,44,62,+12,29,1.11,13,40,5,20,0,2,2,4,205,8.8,26:49,--
19,Sam Reinhart,2024-25,FLA,R,C,58,31,31,62,+12,27,1.07,17,36,9,20,5,6,0,3,151,20.5,20:19,40.1
20,Travis Konecny,2024-25,PHI,R,R,58,22,40,62,-4,45,1.07,13,44,8,15,1,3,0,3,131,16.8,20:41,33.8
21,Sidney Crosby,2024-25,PIT,L,C,57,18,42,60,-19,21,1.05,12,43,6,17,0,0,3,5,163,11.0,20:24,56.1
22,Quinn Hughes,2024-25,VAN,L,D,47,14,45,59,+15,27,1.26,11,37,3,22,0,0,0,3,136,10.3,25:18,--
23,Brayden Point,2024-25,TBL,R,C,51,31,28,59,+6,2,1.16,18,36,13,23,0,0,2,6,131,23.7,19:40,51.0
24,Artemi Panarin,2024-25,NYR,R,L,55,23,36,59,-9,16,1.07,15,39,8,20,0,0,0,1,164,14.0,19:42,0.0
25,Matt Duchene,2024-25,DAL,L,C,57,23,36,59,+12,6,1.04,17,39,6,20,0,0,1,6,107,21.5,17:20,54.3
26,William Nylander,2024-25,TOR,R,R,57,33,25,58,+4,14,1.02,25,37,8,21,0,0,1,7,189,17.5,19:50,47.8
27,Dylan Strome,2024-25,WSH,L,C,57,18,40,58,+15,22,1.02,12,34,6,24,0,0,0,2,105,17.1,17:30,55.6
28,Tim Stützle,2024-25,OTT,L,C,57,18,40,58,0,28,1.02,15,35,3,23,0,0,0,0,115,15.7,19:54,42.8
29,Matthew Tkachuk,2024-25,FLA,L,L,52,22,35,57,-3,54,1.10,11,34,11,23,0,0,0,2,156,14.1,18:14,20.0
30,Kirill Marchenko,2024-25,CBJ,R,R,54,21,35,56,+32,12,1.04,19,40,2,16,0,0,1,2,145,14.5,18:45,31.4
31,Sebastian Aho,2024-25,CAR,L,C,56,20,36,56,0,40,1.00,16,35,2,17,2,4,4,6,149,13.4,20:13,55.5
32,Jake Guentzel,2024-25,TBL,L,C,55,27,27,54,+9,16,0.98,14,35,13,19,0,0,0,2,147,18.4,19:58,47.6
33,Nick Suzuki,2024-25,MTL,R,C,57,15,39,54,+4,6,0.95,13,37,2,17,0,0,4,5,115,13.0,19:29,50.4
34,Jason Robertson,2024-25,DAL,L,L,57,23,31,54,+4,10,0.95,15,39,8,15,0,0,0,4,156,14.7,17:46,35.3
35,Filip Forsberg,2024-25,NSH,R,L,56,21,32,53,-14,28,0.95,14,35,7,18,0,0,0,2,201,10.5,18:47,10.0
36,Dylan Larkin,2024-25,DET,L,C,57,24,29,53,-3,36,0.93,11,31,13,22,0,0,0,2,184,13.0,20:03,55.9
37,Gabriel Vilardi,2024-25,WPG,R,C,57,26,27,53,+6,12,0.93,15,31,11,22,0,0,0,5,108,24.1,17:58,50.0
38,Kirill Kaprizov,2024-25,MIN,L,L,37,23,29,52,+19,14,1.41,20,40,3,12,0,0,1,4,128,18.0,22:25,0.0
39,Aleksander Barkov,2024-25,FLA,L,C,48,14,38,52,+2,12,1.08,7,28,6,20,1,4,1,2,107,13.1,20:19,59.4
40,Tage Thompson,2024-25,BUF,R,C,49,28,23,51,+6,15,1.04,24,39,4,12,0,0,0,2,152,18.4,18:41,41.8
41,Cole Caufield,2024-25,MTL,R,R,57,27,23,50,-3,14,0.88,19,38,8,12,0,0,0,4,173,15.6,17:52,28.6
42,Matt Boldy,2024-25,MIN,L,L,57,21,29,50,+8,39,0.88,15,36,6,14,0,0,1,8,198,10.6,19:55,45.4
43,Aliaksei Protas,2024-25,WSH,L,C,57,23,27,50,+32,16,0.88,22,47,0,1,1,2,1,5,106,21.7,16:30,27.3
44,Wyatt Johnston,2024-25,DAL,R,C,57,17,33,50,+11,12,0.88,11,32,3,15,3,3,1,2,154,11.0,19:10,49.3
45,Mark Stone,2024-25,VGK,R,R,43,14,35,49,+19,6,1.14,10,27,4,21,0,1,0,2,86,16.3,19:52,33.3
46,Nikolaj Ehlers,2024-25,WPG,L,L,48,18,31,49,+14,6,1.02,14,31,4,18,0,0,1,3,120,15.0,15:47,20.0
47,Alex DeBrincat,2024-25,DET,R,R,57,26,23,49,-12,12,0.86,16,26,10,23,0,0,1,4,157,16.6,17:36,50.0
48,Marco Rossi,2024-25,MIN,L,C,57,20,29,49,+17,24,0.86,15,39,5,10,0,0,1,2,101,19.8,18:12,47.8
49,Connor Bedard,2024-25,CHI,R,C,57,16,33,49,-26,30,0.86,9,26,7,23,0,0,0,4,136,11.8,20:10,35.9
50,Mikael Granlund,2024-25,"SJS, DAL",L,C,58,15,34,49,-5,22,0.84,9,33,5,15,1,1,0,1,133,11.3,20:30,48.4
51,Rickard Rakell,2024-25,PIT,R,R,58,25,24,49,-19,10,0.84,20,37,5,12,0,0,1,1,152,16.5,19:15,52.2
52,John Tavares,2024-25,TOR,L,C,50,22,26,48,+9,28,0.96,14,38,8,10,0,0,1,7,136,16.2,18:21,57.4
53,Shea Theodore,2024-25,VGK,L,D,55,7,41,48,+10,20,0.87,5,29,2,19,0,0,0,2,111,6.3,22:03,--
54,Pierre-Luc Dubois,2024-25,WSH,L,L,57,13,35,48,+23,40,0.84,11,39,2,9,0,0,1,3,94,13.8,17:06,49.8
55,Auston Matthews,2024-25,TOR,L,C,42,21,26,47,+3,20,1.12,15,32,5,14,1,1,1,1,167,12.6,20:25,56.9
56,Adam Fox,2024-25,NYR,R,D,57,5,42,47,+5,26,0.82,3,29,1,16,1,2,0,2,100,5.0,23:20,--
57,Alex Ovechkin,2024-25,WSH,R,L,41,29,17,46,+22,10,1.12,22,33,7,13,0,0,1,6,154,18.8,17:37,0.0
58,Rasmus Dahlin,2024-25,BUF,L,D,47,9,37,46,+8,30,0.98,5,30,4,15,0,1,1,1,123,7.3,24:18,--
59,Nico Hischier,2024-25,NJD,L,C,53,24,22,46,+13,16,0.87,15,26,9,19,0,1,0,2,144,16.7,20:18,55.1
60,Anze Kopitar,2024-25,LAK,L,C,54,13,33,46,+11,2,0.85,10,31,3,14,0,1,0,5,71,18.3,19:17,56.0
61,Adrian Kempe,2024-25,LAK,L,R,54,25,21,46,+14,22,0.85,20,36,4,9,1,1,1,3,165,15.2,19:25,43.8
62,Josh Morrissey,2024-25,WPG,L,D,56,7,39,46,+8,22,0.82,6,28,1,18,0,0,1,1,114,6.1,23:55,--
63,Drake Batherson,2024-25,OTT,R,R,57,16,30,46,-11,14,0.81,7,22,9,24,0,0,0,2,128,12.5,18:28,47.4
64,Jordan Kyrou,2024-25,STL,R,C,58,23,23,46,+11,10,0.79,17,34,6,12,0,0,0,4,161,14.3,17:56,30.8
65,Robert Thomas,2024-25,STL,R,C,46,15,30,45,+5,18,0.98,13,36,1,8,1,1,0,2,107,14.0,20:02,56.6
66,Seth Jarvis,2024-25,CAR,R,C,50,22,23,45,+2,12,0.90,13,27,6,13,3,5,0,1,131,16.8,19:24,34.5
67,Jonathan Marchessault,2024-25,NSH,R,R,56,18,27,45,-16,31,0.80,14,28,4,17,0,0,1,3,165,10.9,18:16,25.5
68,Tom Wilson,2024-25,WSH,R,R,57,26,19,45,+17,50,0.79,15,28,10,15,1,2,1,3,128,20.3,18:42,25.0
69,Brad Marchand,2024-25,BOS,L,L,58,20,25,45,-7,60,0.78,16,33,4,11,0,1,2,5,164,12.2,18:34,36.4
70,Logan Cooley,2024-25,UTA,L,C,51,16,28,44,+5,28,0.86,9,28,7,16,0,0,0,1,112,14.3,17:42,44.2
71,Jason Zucker,2024-25,BUF,L,L,53,18,26,44,+4,53,0.83,9,28,9,16,0,0,0,3,97,18.6,16:06,38.9
72,Victor Hedman,2024-25,TBL,L,D,54,8,36,44,+7,24,0.81,7,26,1,18,0,0,0,1,126,6.4,23:31,--
73,Brady Tkachuk,2024-25,OTT,L,L,56,21,23,44,-2,101,0.79,10,26,11,18,0,0,3,4,234,9.0,18:37,50.2
74,Evan Bouchard,2024-25,EDM,R,D,57,9,35,44,+17,22,0.77,9,28,0,16,0,0,0,1,169,5.3,23:37,--
75,Nick Schmaltz,2024-25,UTA,R,C,58,11,33,44,-13,8,0.76,6,25,5,19,0,0,0,1,123,8.9,18:57,47.5
76,Dylan Guenther,2024-25,UTA,R,R,46,21,22,43,+4,18,0.93,12,23,9,20,0,0,3,6,126,16.7,16:41,41.2
77,J.T. Miller,2024-25,"VAN, NYR",L,C,47,13,30,43,-5,37,0.91,10,25,3,18,0,0,1,2,95,13.7,17:56,58.1
78,Anthony Cirelli,2024-25,TBL,L,C,54,20,23,43,+20,18,0.80,13,32,3,5,4,6,0,1,111,18.0,18:56,50.6
79,Alex Tuch,2024-25,BUF,R,R,55,19,24,43,+15,29,0.78,16,34,0,5,3,4,0,2,127,15.0,19:21,40.7
80,Tomas Hertl,2024-25,VGK,L,C,57,22,21,43,-12,18,0.75,12,25,10,18,0,0,0,3,144,15.3,17:11,56.4
81,Connor McMichael,2024-25,WSH,L,C,57,20,23,43,+21,24,0.75,16,32,4,10,0,1,0,4,124,16.1,17:11,44.1
82,Carter Verhaeghe,2024-25,FLA,L,C,58,15,28,43,-13,32,0.74,10,27,5,16,0,0,0,4,178,8.4,18:05,32.3
83,Jared McCann,2024-25,SEA,L,L,59,15,28,43,+6,14,0.73,13,32,2,10,0,1,1,2,138,10.9,17:23,45.7
84,Bryan Rust,2024-25,PIT,R,R,48,20,22,42,-21,14,0.88,17,32,3,10,0,0,2,4,122,16.4,19:32,66.7
85,JJ Peterka,2024-25,BUF,L,R,53,15,27,42,-3,10,0.79,12,32,3,10,0,0,0,3,117,12.8,17:56,33.3
86,Nazem Kadri,2024-25,CGY,L,C,56,20,22,42,-15,57,0.75,16,27,4,15,0,0,0,2,189,10.6,19:02,46.9
87,Jonathan Huberdeau,2024-25,CGY,L,L,56,21,21,42,-7,26,0.75,12,25,7,14,2,3,1,5,105,20.0,19:08,29.2
88,Andrei Svechnikov,2024-25,CAR,L,R,56,18,24,42,-6,38,0.75,9,26,9,16,0,0,0,2,156,11.5,17:33,25.0
89,Lane Hutson,2024-25,MTL,L,D,57,3,39,42,-18,32,0.74,3,24,0,18,0,0,0,0,66,4.6,22:27,--
90,Sean Monahan,2024-25,CBJ,L,C,41,14,27,41,+17,14,1.00,10,30,4,9,0,2,0,2,106,13.2,19:27,51.5
91,Macklin Celebrini,2024-25,SJS,L,C,46,18,23,41,-19,20,0.89,12,28,6,13,0,0,1,4,156,11.5,19:43,49.1
92,Troy Terry,2024-25,ANA,R,R,51,16,25,41,+3,16,0.80,12,32,4,9,0,0,1,3,122,13.1,18:57,29.2
93,William Eklund,2024-25,SJS,L,L,53,11,30,41,-4,22,0.77,6,27,5,12,0,2,1,1,97,11.3,19:36,31.0
94,Bo Horvat,2024-25,NYI,L,C,55,19,22,41,+10,6,0.75,15,35,3,5,1,1,2,5,161,11.8,20:04,60.3
95,Anders Lee,2024-25,NYI,L,L,56,23,18,41,+15,20,0.73,19,35,4,6,0,0,0,2,160,14.4,17:20,33.3
96,Teuvo Teravainen,2024-25,CHI,L,C,57,13,28,41,-17,6,0.72,7,22,6,18,0,1,0,0,88,14.8,16:47,42.4
97,Dylan Holloway,2024-25,STL,L,L,58,17,24,41,+9,10,0.71,14,32,3,9,0,0,1,4,133,12.8,16:36,42.8
98,Chandler Stephenson,2024-25,SEA,L,C,58,10,30,40,-12,22,0.69,8,22,1,17,1,1,0,1,58,17.2,19:39,51.8
99,Erik Karlsson,2024-25,PIT,R,D,59,6,34,40,-19,18,0.68,5,29,1,11,0,0,0,0,146,4.1,23:09,--
100,Dougie Hamilton,2024-25,NJD,R,D,59,9,31,40,+10,28,0.68,4,25,5,15,0,0,0,3,174,5.2,19:58,--
101,Jakob Chychrun,2024-25,WSH,L,D,52,17,22,39,+24,36,0.75,12,25,5,14,0,0,1,5,126,13.5,20:59,--
102,Matvei Michkov,2024-25,PHI,L,R,56,17,22,39,-10,38,0.70,11,25,6,14,0,0,3,3,119,14.3,16:01,47.4
103,Mika Zibanejad,2024-25,NYR,R,C,57,12,27,39,-23,18,0.68,8,22,4,15,0,2,0,0,128,9.4,18:22,52.7
104,Kent Johnson,2024-25,CBJ,L,C,43,19,19,38,-2,10,0.88,15,25,3,11,1,2,0,3,83,22.9,17:32,0.0
105,Roman Josi,2024-25,NSH,L,D,52,9,29,38,-26,18,0.73,7,21,2,17,0,0,0,1,149,6.0,25:13,--
106,Roope Hintz,2024-25,DAL,L,C,53,22,16,38,+8,16,0.72,16,27,5,9,1,2,0,5,119,18.5,16:54,54.7
107,Tyler Toffoli,2024-25,SJS,R,C,55,21,17,38,-17,10,0.69,17,26,4,12,0,0,0,1,159,13.2,16:38,50.0
108,Ryan Donato,2024-25,CHI,L,C,55,19,19,38,-8,30,0.69,17,29,2,9,0,0,0,2,127,15.0,15:10,45.7
109,Kyle Palmieri,2024-25,NYI,R,C,56,17,21,38,-5,14,0.68,15,31,2,6,0,1,0,1,105,16.2,18:17,38.5
110,Pavel Buchnevich,2024-25,STL,L,L,56,12,26,38,+1,17,0.68,10,29,2,8,0,1,0,0,105,11.4,18:59,36.7
111,John Carlson,2024-25,WSH,R,D,57,4,34,38,+23,18,0.67,3,27,1,11,0,0,0,0,119,3.4,23:46,--
112,Vincent Trocheck,2024-25,NYR,R,C,57,17,21,38,-4,38,0.67,12,27,4,10,1,1,0,3,146,11.6,21:14,60.1
113,Timo Meier,2024-25,NJD,L,R,58,15,23,38,+11,52,0.66,12,30,3,8,0,0,0,2,164,9.2,17:25,36.8
114,Dmitri Voronkov,2024-25,CBJ,L,L,48,19,18,37,+15,41,0.77,12,27,7,10,0,0,0,1,106,17.9,17:28,41.2
115,Evgeni Malkin,2024-25,PIT,L,C,49,10,27,37,-19,26,0.76,8,26,2,11,0,0,0,2,83,12.1,17:54,42.3
116,Kevin Fiala,2024-25,LAK,L,L,53,22,15,37,-7,32,0.70,15,23,7,14,0,0,0,4,159,13.8,18:34,44.4
117,Ryan Nugent-Hopkins,2024-25,EDM,L,C,56,16,21,37,+4,18,0.66,10,21,6,16,0,0,1,4,109,14.7,19:00,50.0
118,Claude Giroux,2024-25,OTT,R,R,57,11,26,37,-1,16,0.65,9,25,2,11,0,1,0,2,107,10.3,18:46,61.1
119,Jamie Benn,2024-25,DAL,L,L,57,14,23,37,+5,60,0.65,13,30,1,7,0,0,1,4,103,13.6,15:43,56.2
120,Anton Lundell,2024-25,FLA,L,C,57,13,24,37,+11,24,0.65,9,29,2,6,2,2,0,1,114,11.4,16:45,51.6
121,Mats Zuccarello,2024-25,MIN,L,R,44,12,24,36,+4,14,0.82,10,26,2,10,0,0,0,3,96,12.5,19:31,50.0
122,Mikhail Sergachev,2024-25,UTA,L,D,53,10,26,36,-13,20,0.68,7,21,3,15,0,0,2,3,92,10.9,25:42,--
123,Matthew Knies,2024-25,TOR,L,L,53,21,15,36,+1,22,0.68,18,27,3,8,0,1,0,2,91,23.1,18:22,0.0
124,Brock Nelson,2024-25,NYI,L,C,56,17,19,36,+2,12,0.64,14,32,1,2,2,2,1,5,150,11.3,19:16,52.9
125,Jake Sanderson,2024-25,OTT,L,D,56,6,30,36,-16,8,0.64,2,11,4,21,0,4,1,1,130,4.6,24:22,--
126,Neal Pionk,2024-25,WPG,R,D,57,8,28,36,+16,42,0.63,4,24,4,11,0,1,1,2,96,8.3,22:14,--
127,Pavel Dorofeyev,2024-25,VGK,L,L,57,23,13,36,-8,18,0.63,13,23,10,13,0,0,0,4,170,13.5,16:24,21.4
128,Cole Perfetti,2024-25,WPG,L,C,57,11,25,36,+17,12,0.63,6,23,5,13,0,0,0,2,99,11.1,15:05,28.3
129,Jaden Schwartz,2024-25,SEA,L,C,59,18,18,36,-3,20,0.61,15,30,3,6,0,0,0,5,139,13.0,18:12,43.9
130,Patrick Kane,2024-25,DET,L,R,47,14,21,35,-11,8,0.74,6,16,8,19,0,0,2,6,106,13.2,17:33,37.5
131,Ivan Barbashev,2024-25,VGK,L,C,47,16,19,35,+15,8,0.74,15,34,1,1,0,0,1,3,80,20.0,17:02,36.8
132,Brock Boeser,2024-25,VAN,R,R,50,18,17,35,-17,16,0.70,11,21,7,14,0,0,0,2,102,17.7,17:46,25.8
133,Elias Pettersson,2024-25,VAN,L,C,51,11,24,35,-4,12,0.69,6,23,5,12,0,0,0,1,93,11.8,18:52,45.9
134,Sam Bennett,2024-25,FLA,L,C,56,18,17,35,-12,62,0.63,15,29,3,6,0,0,0,2,180,10.0,17:08,47.0
135,Jake DeBrusk,2024-25,VAN,L,L,57,21,14,35,-6,12,0.61,12,22,9,13,0,0,1,3,114,18.4,16:39,27.8
136,Moritz Seider,2024-25,DET,R,D,57,5,30,35,-1,28,0.61,4,18,1,17,0,0,0,0,114,4.4,25:16,--
137,Oliver Bjorkstrand,2024-25,SEA,R,R,58,15,20,35,0,14,0.60,11,28,4,7,0,0,0,1,118,12.7,15:29,33.3
138,Artturi Lehkonen,2024-25,COL,L,L,47,23,11,34,+23,22,0.72,21,30,1,3,1,1,0,4,104,22.1,21:12,38.5
139,Ryan O'Reilly,2024-25,NSH,L,C,53,14,20,34,-19,11,0.64,8,22,6,12,0,0,0,3,98,14.3,18:53,56.6
140,Shane Wright,2024-25,SEA,R,C,56,13,21,34,+5,16,0.61,7,23,6,11,0,0,0,2,57,22.8,13:32,46.4
141,Conor Garland,2024-25,VAN,R,R,57,14,20,34,-5,29,0.60,9,23,5,11,0,0,1,2,124,11.3,18:55,33.3
142,Zach Hyman,2024-25,EDM,R,L,52,19,14,33,+10,24,0.63,13,22,6,11,0,0,1,6,146,13.0,19:18,25.0
143,Steven Stamkos,2024-25,NSH,R,C,56,17,16,33,-20,34,0.59,8,19,9,14,0,0,0,5,120,14.2,17:58,51.3
144,Adam Fantilli,2024-25,CBJ,L,C,57,16,17,33,-4,14,0.58,13,28,2,4,1,1,0,1,126,12.7,17:39,41.5
145,Brayden Schenn,2024-25,STL,L,C,58,12,21,33,-7,48,0.57,10,28,2,5,0,0,2,4,104,11.5,17:37,50.3
146,Pavel Zacha,2024-25,BOS,L,C,58,12,21,33,+3,19,0.57,8,25,2,5,2,3,2,4,103,11.7,19:14,52.7
147,Fabian Zetterlund,2024-25,SJS,R,L,58,15,18,33,+9,10,0.57,12,28,3,5,0,0,0,0,126,11.9,17:05,60.0
148,Owen Tippett,2024-25,PHI,R,R,53,16,16,32,-9,14,0.60,16,26,0,6,0,0,1,2,134,11.9,16:36,35.7
149,Frank Vatrano,2024-25,ANA,L,R,55,17,15,32,-2,36,0.58,13,26,3,5,1,1,0,1,176,9.7,17:55,43.5
150,MacKenzie Weegar,2024-25,CGY,R,D,56,6,26,32,+12,27,0.57,3,16,3,15,0,1,0,0,126,4.8,23:39,0.0
151,Kaapo Kakko,2024-25,"NYR, SEA",L,R,56,10,22,32,+5,30,0.57,7,27,3,5,0,0,0,1,87,11.5,15:21,48.9
152,Evgenii Dadonov,2024-25,DAL,L,R,57,16,16,32,+12,6,0.56,12,26,4,6,0,0,0,2,97,16.5,14:06,--
153,Stefan Noesen,2024-25,NJD,R,R,57,19,13,32,-4,44,0.56,9,18,10,14,0,0,1,5,124,15.3,15:52,50.0
154,Alexis Lafrenière,2024-25,NYR,L,L,57,14,18,32,-17,24,0.56,12,28,2,4,0,0,0,3,127,11.0,17:34,39.3
155,Barrett Hayton,2024-25,UTA,L,C,58,15,17,32,+4,25,0.55,12,27,3,5,0,0,0,5,105,14.3,15:48,54.8
156,Casey Mittelstadt,2024-25,COL,L,C,59,9,23,32,-13,18,0.54,8,22,1,10,0,0,0,2,76,11.8,17:12,41.7
157,Matty Beniers,2024-25,SEA,L,C,59,13,19,32,+5,12,0.54,10,26,3,6,0,0,1,1,106,12.3,18:34,47.3
158,Shayne Gostisbehere,2024-25,CAR,L,D,49,7,24,31,-7,20,0.63,3,13,4,18,0,0,0,0,90,7.8,18:27,--
159,Nick Paul,2024-25,TBL,L,L,50,17,14,31,+6,20,0.62,15,25,2,5,0,1,1,3,92,18.5,16:30,50.6
160,Josh Norris,2024-25,OTT,L,C,50,19,12,31,-6,34,0.62,10,16,6,11,3,4,1,5,92,20.7,18:24,54.0
161,Alex Laferriere,2024-25,LAK,R,R,50,15,16,31,+16,14,0.62,13,27,2,4,0,0,0,4,122,12.3,16:44,37.2
162,Juraj Slafkovsky,2024-25,MTL,L,L,54,9,22,31,-9,25,0.57,7,24,2,7,0,0,0,0,76,11.8,16:50,38.5
163,Ryan Strome,2024-25,ANA,R,C,56,8,23,31,-3,33,0.55,8,26,0,5,0,0,0,2,99,8.1,16:59,41.5
164,Jake Walman,2024-25,SJS,L,D,45,6,24,30,-1,32,0.67,6,23,0,7,0,0,0,1,114,5.3,23:01,--
165,Simon Holmstrom,2024-25,NYI,L,R,49,14,16,30,+7,6,0.61,12,25,1,3,1,2,0,2,62,22.6,16:14,33.3
166,Matt Coronato,2024-25,CGY,R,R,51,14,16,30,+5,19,0.59,11,18,3,12,0,0,1,1,121,11.6,17:08,45.7
167,Ryan McLeod,2024-25,BUF,L,C,52,14,16,30,+13,10,0.58,13,29,0,0,1,1,0,1,56,25.0,15:56,52.0
168,Phillip Danault,2024-25,LAK,L,C,53,5,25,30,+8,12,0.57,5,29,0,0,0,1,0,1,80,6.3,17:53,53.2
169,Vladislav Namestnikov,2024-25,WPG,L,C,53,10,20,30,+19,32,0.57,8,19,2,10,0,1,0,1,63,15.9,14:58,45.3
170,Morgan Geekie,2024-25,BOS,R,C,53,18,12,30,+3,20,0.57,16,25,2,5,0,0,0,4,107,16.8,16:03,46.5
171,Thomas Harley,2024-25,DAL,L,D,55,10,20,30,+29,10,0.55,9,24,1,6,0,0,1,1,117,8.6,22:47,--
172,Owen Power,2024-25,BUF,L,D,55,6,24,30,-8,12,0.55,5,28,1,2,0,0,0,0,107,5.6,22:13,--
173,Colton Parayko,2024-25,STL,R,D,57,13,17,30,+4,8,0.53,11,27,1,1,1,2,1,4,111,11.7,24:09,--
174,Tyler Bertuzzi,2024-25,CHI,L,L,57,17,13,30,-30,43,0.53,9,18,8,12,0,0,0,0,93,18.3,16:08,50.0
175,Will Cuylle,2024-25,NYR,L,L,57,15,15,30,+5,30,0.53,12,26,2,3,1,1,0,2,104,14.4,14:49,33.3
176,Elias Lindholm,2024-25,BOS,R,C,58,11,19,30,-4,14,0.52,8,16,2,11,1,3,0,2,96,11.5,18:10,54.6
177,Mason Marchment,2024-25,DAL,L,L,39,14,15,29,+10,37,0.74,13,23,1,6,0,0,0,3,91,15.4,15:29,35.7
178,Cole Sillinger,2024-25,CBJ,L,C,52,9,20,29,-14,35,0.56,6,24,2,3,1,2,1,2,113,8.0,17:35,47.0
179,Quinton Byfield,2024-25,LAK,L,R,54,11,18,29,+5,26,0.54,10,27,1,2,0,0,1,2,102,10.8,18:27,43.6
180,Bowen Byram,2024-25,BUF,L,D,55,7,22,29,+11,22,0.53,7,27,0,2,0,0,0,2,66,10.6,23:07,--
181,Blake Coleman,2024-25,CGY,L,L,56,12,17,29,-7,22,0.52,9,23,3,4,0,2,0,3,134,9.0,17:41,55.6
182,Jordan Staal,2024-25,CAR,L,C,57,10,19,29,+11,14,0.51,8,27,0,0,2,2,0,2,80,12.5,15:24,54.1
183,Nino Niederreiter,2024-25,WPG,L,R,57,14,15,29,+15,18,0.51,12,21,2,8,0,0,0,2,111,12.6,14:46,41.0
184,Mason McTavish,2024-25,ANA,L,C,50,13,15,28,-4,28,0.56,10,21,3,7,0,0,0,0,108,12.0,16:28,49.2
185,Warren Foegele,2024-25,LAK,L,L,54,14,14,28,+20,12,0.52,14,28,0,0,0,0,0,4,127,11.0,16:01,50.0
186,Sean Couturier,2024-25,PHI,L,C,55,9,19,28,+3,29,0.51,9,27,0,1,0,0,1,1,96,9.4,16:44,56.2
187,Devon Toews,2024-25,COL,L,D,55,7,21,28,+16,16,0.51,7,28,0,0,0,0,2,3,106,6.6,24:45,--
188,Morgan Frost,2024-25,"PHI, CGY",L,C,55,13,15,28,-13,22,0.51,12,20,1,8,0,0,0,2,99,13.1,15:22,51.7
189,Reilly Smith,2024-25,NYR,L,R,56,10,18,28,-1,22,0.50,7,22,1,4,2,2,0,2,87,11.5,15:36,50.0
190,Jack Roslovic,2024-25,CAR,R,C,56,19,9,28,-8,4,0.50,18,26,1,2,0,0,0,2,100,19.0,13:43,57.1
191,Michael Bunting,2024-25,PIT,L,L,57,14,14,28,-18,48,0.49,5,13,9,15,0,0,0,1,109,12.8,15:17,45.5
192,Brandon Montour,2024-25,SEA,R,D,58,10,18,28,-9,37,0.48,6,20,4,8,0,0,0,2,166,6.0,23:12,--
193,Matt Grzelcyk,2024-25,PIT,L,D,59,1,27,28,-13,8,0.47,1,18,0,10,0,0,0,0,70,1.4,20:02,--
194,Jackson LaCombe,2024-25,ANA,L,D,49,9,18,27,+4,16,0.55,8,22,1,4,0,1,0,1,103,8.7,21:03,--
195,Jean-Gabriel Pageau,2024-25,NYI,R,C,53,10,17,27,+7,21,0.51,7,21,2,3,1,3,0,1,90,11.1,16:51,60.0
196,Scott Laughton,2024-25,PHI,L,C,55,11,16,27,-13,21,0.49,10,25,0,0,1,2,0,1,95,11.6,14:51,48.7
