PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
153JacobJ YoungYoungCF153‌‌‌,WSH,5,11,4,4,0,0,1,2,1,2,2,0,.364,.417,.636,1.053
293CJC AbramsAbramsSS293‌‌‌,WSH,3,9,0,1,0,0,0,1,0,0,0,0,.111,.111,.111,.222
293MaxM AcostaAcostaSS293‌‌‌,MIA,3,5,1,2,0,0,1,1,1,1,0,0,.400,.500,1.000,1.500
293LuisangelL AcuñaAcuñaSS293‌‌‌,NYM,5,10,2,2,0,0,0,1,0,2,2,0,.200,.273,.200,.473
293CJC AlexanderAlexander3B293‌‌‌,ATH,6,10,0,3,0,0,0,1,2,2,0,0,.300,.417,.300,.717
293OmarO AlfonzoAlfonzoC293‌‌‌,PIT,3,3,1,0,0,0,0,1,1,2,0,0,.000,.250,.000,.250
293JayJ Allen IIAllen IICF293‌‌‌,CIN,1,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000
293FranciscoF AlvarezAlvarezC293‌‌‌,NYM,5,12,1,3,0,0,0,1,3,6,0,0,.250,.400,.250,.650
293TimT AndersonAndersonSS293‌‌‌,LAA,5,11,2,1,0,0,1,1,2,2,0,0,.091,.231,.364,.595
293GabrielG AriasArias3B293‌‌‌,CLE,4,9,1,2,0,0,1,1,1,2,0,0,.222,.300,.556,.856
293EdwinE ArroyoArroyoSS293‌‌‌,CIN,6,10,2,2,0,0,0,1,0,3,1,0,.200,.200,.200,.400
293HarrisonH BaderBaderCF293‌‌‌,MIN,4,11,2,5,1,0,1,1,0,0,0,0,.455,.455,.818,1.273
293PatrickP BaileyBaileyC293‌‌‌,SF,4,10,2,2,0,0,1,1,1,2,0,0,.200,.273,.500,.773
293DarrenD BakerBaker2B293‌‌‌,WSH,4,6,2,2,0,0,0,1,1,0,0,0,.333,.429,.333,.762
293BrooksR BaldwinBaldwin2B293‌‌‌,CWS,4,8,0,2,1,0,0,1,0,0,0,1,.250,.333,.375,.708
293TuckerT BarnhartBarnhartC293‌‌‌,TEX,3,8,2,5,1,0,0,1,0,0,0,0,.625,.625,.750,1.375
293OsleivisO BasabeBasabeSS293‌‌‌,SF,4,10,0,2,0,0,0,1,0,0,0,1,.200,.200,.200,.400
293JacobJ BerryBerry1B293‌‌‌,MIA,4,6,0,0,0,0,0,1,1,3,0,0,.000,.143,.000,.143
293MookieM BettsBettsSS293‌‌‌,LAD,6,12,2,4,0,0,0,1,2,0,0,0,.333,.400,.333,.733
293CavanC BiggioBiggio2B293‌‌‌,KC,4,8,2,3,1,0,1,1,3,1,0,0,.375,.583,.875,1.458
293SeanS BouchardBouchardRF293‌‌‌,COL,5,12,2,3,1,0,1,1,0,3,0,0,.250,.250,.583,.833
293CooperC BowmanBowman2B293‌‌‌,CIN,6,10,1,1,0,0,0,1,2,3,0,0,.100,.250,.100,.350
293JackJ BranniganBranniganSS293‌‌‌,PIT,5,9,2,2,1,1,0,1,0,3,0,0,.222,.222,.556,.778
293JoshJ BreauxBreauxC293‌‌‌,PHI,2,4,1,2,0,0,1,1,0,1,0,0,.500,.500,1.250,1.750
293DasanD BrownBrownCF293‌‌‌,TOR,3,5,1,1,0,0,0,1,1,4,0,0,.200,.333,.200,.533
293VidalV BrujánBrujánSS293‌‌‌,CHC,6,15,4,4,1,1,1,1,3,6,4,0,.267,.389,.667,1.056
293JorgeJ BurgosBurgosRF293‌‌‌,CLE,2,4,1,1,0,0,0,1,0,1,0,0,.250,.250,.250,.500
293BlakeB BurkeBurke1B293‌‌‌,MIL,1,2,0,1,1,0,0,1,0,0,0,0,.500,.500,1.000,1.500
293AlecA BurlesonBurlesonRF293‌‌‌,STL,4,9,0,2,0,0,0,1,2,1,0,0,.222,.333,.222,.555
293OswaldoO CabreraCabrera3B293‌‌‌,NYY,4,12,1,2,0,0,1,1,0,1,0,0,.167,.167,.417,.584
293ChristianC CairoCairoSS293‌‌‌,ATL,5,9,0,2,0,0,0,1,1,4,0,0,.222,.300,.222,.522
293AlexA CallCallRF293‌‌‌,WSH,4,5,0,1,1,0,0,1,5,0,1,0,.200,.600,.400,1.000
293TylerT CallihanCallihan2B293‌‌‌,CIN,5,6,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
293AlexanderA CanarioCanarioLF293‌‌‌,NYM,1,2,0,1,0,0,0,1,1,1,0,0,.500,.667,.500,1.167
293DominicD CanzoneCanzoneRF293‌‌‌,SEA,4,9,3,2,1,0,0,1,1,0,0,0,.222,.300,.333,.633
293VictorV CaratiniCaratiniC293‌‌‌,HOU,3,8,2,2,0,0,1,1,0,1,0,0,.250,.250,.625,.875
293JulioJ CarrerasCarreras3B293‌‌‌,COL,5,5,1,1,0,0,0,1,2,2,0,0,.200,.429,.200,.629
293HaroldH CastroCastro2B293‌‌‌,KC,4,11,0,2,0,0,0,1,1,2,0,0,.182,.250,.182,.432
293LuisL CastroCastro1B293‌‌‌,HOU,5,11,3,2,0,0,0,1,1,1,0,0,.182,.250,.182,.432
293WilliW CastroCastroSS293‌‌‌,MIN,4,9,0,0,0,0,0,1,1,0,1,0,.000,.100,.000,.100
293GilbertoG CelestinoCelestinoOF293‌‌‌,NYM,2,4,1,3,1,0,0,1,0,0,0,0,.750,.750,1.000,1.750
293RubelR CespedesCespedes1B293‌‌‌,MIN,3,3,1,1,0,0,1,1,0,1,0,0,.333,.333,1.333,1.666
293Tsung-CheT ChengChengSS293‌‌‌,PIT,5,8,2,1,1,0,0,1,1,1,0,0,.125,.200,.250,.450
293JacksonJ ChourioChourioLF293‌‌‌,MIL,4,10,2,4,0,0,0,1,1,1,1,0,.400,.455,.400,.855
293JakobJ ChristianChristian1B293‌‌‌,SF,1,1,0,0,0,0,0,1,0,1,0,0,.000,.500,.000,.500
293NathanN ChurchChurchLF293‌‌‌,STL,7,6,1,0,0,0,0,1,3,0,0,0,.000,.400,.000,.400
293ErnieE ClementClement3B293‌‌‌,TOR,5,13,3,6,1,0,0,1,0,2,1,0,.462,.462,.538,1.000
293CutterC CoffeyCoffey3B293‌‌‌,TOR,1,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
293CamC CollierCollier3B293‌‌‌,CIN,6,6,1,1,1,0,0,1,3,2,0,0,.167,.444,.333,.777
293OscarO ColásColásRF293‌‌‌,CWS,5,7,1,1,1,0,0,1,0,4,0,0,.143,.143,.286,.429
293GavinG ConticelloConticello1B293‌‌‌,AZ,1,1,0,1,0,0,0,1,1,0,0,0,1.000,1.000,1.000,2.000
293JacobJ CozartCozartC293‌‌‌,CLE,2,3,2,1,1,0,0,1,1,1,0,0,.333,.500,.667,1.167
293J.P.J CrawfordCrawfordSS293‌‌‌,SEA,4,9,1,2,0,0,0,1,1,0,0,0,.222,.273,.222,.495
293DylanD CrewsCrewsRF293‌‌‌,WSH,4,9,4,4,0,1,0,1,2,1,2,0,.444,.545,.667,1.212
293JakeJ CronenworthCronenworth1B293‌‌‌,SD,4,8,0,2,0,0,0,1,0,2,0,0,.250,.250,.250,.500
293GavinG CrossCrossRF293‌‌‌,KC,4,4,3,2,0,0,0,1,3,2,2,1,.500,.714,.500,1.214
293BoB DavidsonDavidsonLF293‌‌‌,SF,1,1,0,1,1,0,0,1,0,0,0,0,1.000,1.000,2.000,3.000
293DannyD De AndradeDe AndradeSS293‌‌‌,MIN,1,3,0,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000
293BryanB De La CruzDe La CruzOF293‌‌‌,ATL,4,10,1,5,2,0,0,1,0,1,0,0,.500,.500,.700,1.200
293LuisL De Los SantosDe Los Santos3B293‌‌‌,NYM,5,9,1,1,0,0,0,1,0,1,0,0,.111,.111,.111,.222
293JosueJ De PaulaDe PaulaRF293‌‌‌,LAD,6,7,4,2,0,0,0,1,3,2,0,0,.286,.545,.286,.831
293PaulP DeJongDeJongSS293‌‌‌,WSH,4,8,3,2,0,0,0,1,3,2,0,1,.250,.455,.250,.705
293TylerT DeardenDeardenLF293‌‌‌,MIN,2,4,1,2,0,0,0,1,0,1,0,0,.500,.500,.500,1.000
293JasonJ DelayDelayC293‌‌‌,PIT,3,6,0,1,0,0,0,1,0,3,0,0,.167,.167,.167,.334
293OliverO DunnDunn3B293‌‌‌,MIL,5,14,3,5,1,0,1,1,2,4,2,0,.357,.438,.643,1.081
293CalebC DurbinDurbin2B293‌‌‌,MIL,5,15,3,2,0,0,1,1,2,4,0,0,.133,.235,.333,.568
293RodolfoR DuránDuránC293‌‌‌,SD,2,3,0,1,0,0,0,1,1,0,0,0,.333,.500,.333,.833
293YandyY DíazDíaz1B293‌‌‌,TB,4,10,0,1,0,0,0,1,1,0,0,0,.100,.182,.100,.282
293TommyT EdmanEdmanCF293‌‌‌,LAD,5,14,2,3,0,0,1,1,1,3,0,0,.214,.267,.429,.696
293XavierX EdwardsEdwardsSS293‌‌‌,MIA,3,7,0,2,0,0,0,1,1,2,0,0,.286,.375,.286,.661
293TimT ElkoElko1B293‌‌‌,CWS,4,4,1,1,0,0,1,1,2,2,0,0,.250,.571,1.000,1.571
293ChristianC Encarnacion-StrandEncarnacion-Strand1B293‌‌‌,CIN,4,10,1,2,0,0,1,1,0,3,0,0,.200,.200,.500,.700
293SantiagoS EspinalEspinal3B293‌‌‌,CIN,4,9,2,3,0,1,1,1,0,0,0,1,.333,.400,.889,1.289
293FreddyF FerminFerminC293‌‌‌,KC,2,5,0,1,1,0,0,1,0,1,0,0,.200,.167,.400,.567
293PascanelP FerrerasFerreras2B293‌‌‌,HOU,4,6,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000
293WilmerW FloresFlores1B293‌‌‌,SF,4,9,3,2,1,0,1,1,2,1,0,0,.222,.364,.667,1.031
293ChristianC FranklinFranklinLF293‌‌‌,CHC,7,10,3,1,0,0,0,1,2,1,1,0,.100,.308,.100,.408
293TJT FriedlFriedlCF293‌‌‌,CIN,4,12,2,3,1,0,0,1,0,1,0,0,.250,.250,.333,.583
293AdolisA GarcíaGarcíaRF293‌‌‌,TEX,6,14,1,5,0,0,0,1,1,3,0,0,.357,.400,.357,.757
293LuisL García Jr.García2B293‌‌‌,WSH,3,7,1,2,0,0,0,1,1,1,0,0,.286,.375,.286,.661
293StoneS GarrettGarrettRF293‌‌‌,WSH,3,6,0,0,0,0,0,1,0,2,0,0,.000,.000,.000,.000
293MitchM GarverGarverDH293‌‌‌,SEA,3,6,3,3,0,0,1,1,1,1,0,0,.500,.571,1.000,1.571
293AngelA GenaoGenao3B293‌‌‌,CLE,3,5,1,2,0,0,0,1,1,2,0,0,.400,.500,.400,.900
293RicardoR GenovésGenovésC293‌‌‌,TB,5,10,1,2,1,0,0,1,0,2,0,0,.200,.200,.300,.500
293AndrésA GimenezGiménez2B293‌‌‌,TOR,4,10,3,4,0,0,0,1,1,3,1,0,.400,.500,.400,.900
293JacobJ GonzalezGonzalezSS293‌‌‌,CWS,4,5,1,1,1,0,0,1,0,1,0,0,.200,.167,.400,.567
293TristanT GrayGray3B293‌‌‌,CWS,4,8,0,2,1,0,0,1,0,2,0,0,.250,.222,.375,.597
293GinoG GrooverGroover3B293‌‌‌,AZ,6,7,1,1,0,0,1,1,0,3,0,0,.143,.143,.571,.714
293LourdesL Gurriel Jr.GurrielLF293‌‌‌,AZ,4,10,0,1,0,0,0,1,1,0,1,0,.100,.167,.100,.267
293EricE HaaseHaaseC293‌‌‌,MIL,4,11,0,4,1,0,0,1,0,4,0,0,.364,.333,.455,.788
293SamS HaggertyHaggertyLF293‌‌‌,TEX,3,5,0,2,0,0,0,1,0,2,0,0,.400,.400,.400,.800
293ColbyC HalterHalter2B293‌‌‌,ATH,1,1,1,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000
293DavidD HamiltonHamiltonSS293‌‌‌,BOS,5,12,2,3,1,0,1,1,3,2,2,1,.250,.400,.583,.983
293MitchM HanigerHanigerRF293‌‌‌,SEA,4,10,1,3,1,0,1,1,0,2,0,0,.300,.300,.700,1.000
293DustinD HarrisHarrisCF293‌‌‌,TEX,5,11,1,2,1,0,0,1,0,4,1,0,.182,.167,.273,.440
293Ke'BryanK HayesHayes3B293‌‌‌,PIT,4,10,1,3,0,0,0,1,0,3,1,0,.300,.300,.300,.600
293KyleK HayesHayesC293‌‌‌,KC,4,6,0,1,1,0,0,1,0,4,0,0,.167,.167,.333,.500
293TylerT HeinemanHeinemanC293‌‌‌,TOR,3,5,0,1,0,0,0,1,0,2,0,0,.200,.286,.200,.486
293MichaelM HelmanHelmanCF293‌‌‌,STL,6,7,1,0,0,0,0,1,0,3,0,0,.000,.200,.000,.200
293CristianC HernandezHernandezSS293‌‌‌,CHC,3,5,1,3,1,1,0,1,0,0,0,0,.600,.500,1.200,1.700
293YonnyY HernándezHernándezSS293‌‌‌,NYM,4,4,0,2,0,0,0,1,2,0,0,0,.500,.667,.500,1.167
293IvánI HerreraHerreraC293‌‌‌,STL,4,5,1,0,0,0,0,1,3,3,0,0,.000,.333,.000,.333
293DerekD HillHillCF293‌‌‌,MIA,3,6,1,1,0,0,1,1,2,1,0,0,.167,.375,.667,1.042
293KestonK HiuraHiura2B293‌‌‌,COL,6,9,0,2,0,0,0,1,3,3,0,0,.222,.417,.222,.639
293RhysR HoskinsHoskins1B293‌‌‌,MIL,3,5,3,1,0,0,1,1,4,2,0,0,.200,.556,.800,1.356
293BradyB HouseHouse3B293‌‌‌,WSH,6,9,2,3,0,0,0,1,2,1,0,0,.333,.455,.333,.788
293CarterC HowellHowellRF293‌‌‌,SF,2,2,1,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000
293BlakeB HuntHuntC293‌‌‌,SEA,4,5,2,3,2,0,0,1,0,1,0,0,.600,.667,1.000,1.667
293AndyA IbáñezIbáñez2B293‌‌‌,DET,5,11,1,1,1,0,0,1,0,4,0,0,.091,.091,.182,.273
293RyanR IgnoffoIgnoffoC293‌‌‌,MIA,2,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
293JonathanJ IndiaIndia2B293‌‌‌,KC,4,9,3,4,1,0,0,1,2,2,0,0,.444,.571,.556,1.127
293KyleK IsbelIsbelCF293‌‌‌,KC,4,9,2,2,0,0,0,1,1,2,3,0,.222,.364,.222,.586
293TravisT JankowskiJankowskiRF293‌‌‌,CHC,3,8,2,3,0,0,0,1,0,2,0,0,.375,.375,.375,.750
293MikeM JarvisJarvis2B293‌‌‌,PIT,2,0,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
293RyanR JeffersJeffersC293‌‌‌,MIN,3,8,1,1,0,0,0,1,0,2,0,0,.125,.222,.125,.347
293CarterC JensenJensenC293‌‌‌,KC,5,7,2,1,0,0,1,1,3,1,1,0,.143,.400,.571,.971
293BryceB JohnsonJohnsonRF293‌‌‌,PIT,5,8,1,3,0,0,0,1,1,2,0,0,.375,.444,.375,.819
293TermarrT JohnsonJohnson2B293‌‌‌,PIT,4,7,0,1,0,0,0,1,0,4,0,0,.143,.143,.143,.286
293BrendanB JonesJonesCF293‌‌‌,NYY,5,6,0,1,0,0,0,1,2,3,1,0,.167,.375,.167,.542
293JahmaiJ JonesJonesCF293‌‌‌,DET,6,10,3,2,1,0,0,1,3,4,1,0,.200,.385,.300,.685
293C.J.C KayfusKayfus1B293‌‌‌,CLE,4,5,3,2,0,0,1,1,2,0,0,0,.400,.571,1.000,1.571
293OttoO KempKemp3B293‌‌‌,PHI,6,9,3,4,2,0,0,1,1,2,0,0,.444,.545,.667,1.212
293GraeG KessingerKessinger3B293‌‌‌,AZ,5,7,2,1,0,0,0,1,0,4,0,0,.143,.222,.143,.365
293IsiahI Kiner-FalefaKiner-Falefa2B293‌‌‌,PIT,4,8,0,1,1,0,0,1,2,1,0,0,.125,.300,.250,.550
293MattM KoperniakKoperniakLF293‌‌‌,STL,5,12,2,4,0,0,0,1,1,1,1,0,.333,.385,.333,.718
293MattM KroonKroonCF293‌‌‌,PHI,5,9,2,1,0,0,1,1,0,5,0,0,.111,.200,.444,.644
293JoeJ LampeLampeCF293‌‌‌,CLE,4,6,2,2,1,0,1,1,0,1,0,0,.333,.333,1.000,1.333
293SheaS LangeliersLangeliersC293‌‌‌,ATH,3,6,1,3,3,0,0,1,0,0,0,0,.500,.571,1.000,1.571
293BryanB LavastidaLavastidaC293‌‌‌,HOU,2,4,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000
293BrooksB LeeLeeSS293‌‌‌,MIN,4,10,0,2,0,0,0,1,1,0,0,1,.200,.273,.200,.473
293Jung HooJ LeeLeeCF293‌‌‌,SF,4,9,3,2,0,0,1,1,2,3,0,0,.222,.417,.556,.973
293PatrickP LeeLeeOF293‌‌‌,DET,3,3,1,1,0,1,0,1,1,2,0,0,.333,.500,1.000,1.500
293EddysE LeonardLeonardSS293‌‌‌,DET,5,11,2,2,1,0,0,1,1,2,0,1,.182,.308,.273,.581
293DaylenD LileLileCF293‌‌‌,WSH,6,9,1,1,0,0,0,1,3,1,0,0,.111,.333,.111,.444
293FranciscoF LindorLindorSS293‌‌‌,NYM,4,12,2,2,0,0,0,1,0,1,0,0,.167,.167,.167,.334
293AndreA LipciusLipcius2B293‌‌‌,CWS,4,6,0,1,1,0,0,1,1,2,0,0,.167,.286,.333,.619
293TreyT LipscombLipscomb3B293‌‌‌,WSH,5,9,1,4,0,0,0,1,1,1,2,0,.444,.500,.444,.944
293GriffinG Lockwood-PowellLockwood-PowellC293‌‌‌,LAD,7,13,1,3,1,0,0,1,1,6,0,0,.231,.286,.308,.594
293GeorgeG Lombard Jr.LombardSS293‌‌‌,NYY,6,9,2,2,0,0,1,1,1,2,0,1,.222,.364,.556,.920
293AlejoA LopezLopez2B293‌‌‌,ATH,6,7,1,4,1,0,0,1,0,0,0,0,.571,.571,.714,1.285
293BrandonB LoweLowe2B293‌‌‌,TB,4,9,0,1,0,0,0,1,1,3,0,0,.111,.182,.111,.293
293JoshJ LoweLoweRF293‌‌‌,TB,5,12,2,3,1,0,0,1,2,3,0,0,.250,.357,.333,.690
293NathanielN LoweLowe1B293‌‌‌,WSH,4,10,1,1,1,0,0,1,2,4,0,0,.100,.250,.200,.450
293MarcoM LucianoLucianoOF293‌‌‌,SF,6,14,4,2,0,0,1,1,3,4,0,0,.143,.294,.357,.651
293MatthewM LugoLugoLF293‌‌‌,LAA,5,15,1,5,0,0,0,1,0,6,0,0,.333,.333,.333,.666
293NathanN LukesLukesLF293‌‌‌,TOR,5,10,2,1,1,0,0,1,2,2,0,0,.100,.308,.200,.508
293WillieW MacIverMacIverC293‌‌‌,ATH,2,2,0,0,0,0,0,1,1,0,0,0,.000,.250,.000,.250
293JoeJ MackMackC293‌‌‌,MIA,3,5,2,3,1,0,0,1,1,0,0,0,.600,.667,.800,1.467
293KevinK MaitanMaitan3B293‌‌‌,MIN,1,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
293JakeJ MarisnickMarisnickCF293‌‌‌,ATL,4,6,1,2,0,0,0,1,2,2,2,0,.333,.500,.333,.833
293CadeC MarloweMarloweLF293‌‌‌,SEA,4,7,2,0,0,0,0,1,2,4,2,0,.000,.222,.000,.222
293NathanN MartorellaMartorella1B293‌‌‌,MIA,4,8,0,1,1,0,0,1,0,4,0,0,.125,.125,.250,.375
293MichaelM MasseyMassey2B293‌‌‌,KC,5,9,4,4,1,0,0,1,2,1,0,1,.444,.538,.556,1.094
293BriceB MatthewsMatthewsSS293‌‌‌,HOU,5,8,1,2,1,0,0,1,1,4,0,0,.250,.333,.375,.708
293KyleK McCannMcCannC293‌‌‌,ATH,4,4,1,2,0,0,0,1,1,1,0,0,.500,.667,.500,1.167
293ChasC McCormickMcCormickLF293‌‌‌,HOU,4,6,0,0,0,0,0,1,2,1,1,0,.000,.333,.000,.333
293TylerT McDonoughMcDonoughOF293‌‌‌,BOS,4,2,1,0,0,0,0,1,1,0,0,0,.000,.400,.000,.400
293AaronA McKeithanMcKeithanC293‌‌‌,PIT,2,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000
293WadeW MecklerMecklerOF293‌‌‌,SF,7,11,0,3,0,0,0,1,2,1,1,0,.273,.385,.273,.658
293DavidD MershonMershonSS293‌‌‌,LAA,5,7,1,0,0,0,0,1,1,2,0,0,.000,.125,.000,.125
293JoseJ MirandaMiranda3B293‌‌‌,MIN,4,9,1,3,0,0,0,1,1,1,0,0,.333,.364,.333,.697
293CalC MitchellMitchell1B293‌‌‌,CWS,5,8,0,2,0,0,0,1,0,5,1,0,.250,.222,.250,.472
293GarrettG MitchellMitchellCF293‌‌‌,MIL,4,10,1,3,2,0,1,1,1,4,0,0,.300,.364,.800,1.164
293CocoC MontesMontes2B293‌‌‌,TB,6,9,1,3,1,0,0,1,2,1,0,0,.333,.500,.444,.944
293CedricC MullinsMullinsCF293‌‌‌,BAL,4,10,1,1,0,0,0,1,1,4,0,0,.100,.182,.100,.282
293IsmaelI MunguiaMunguiaOF293‌‌‌,NYY,4,9,0,3,0,1,0,1,0,0,0,0,.333,.333,.556,.889
293TannerT MurrayMurray2B293‌‌‌,TB,6,9,2,2,1,0,1,1,0,2,0,0,.222,.300,.667,.967
293AndrewA NavigatoNavigatoSS293‌‌‌,DET,6,9,1,3,3,0,0,1,0,1,0,1,.333,.333,.667,1.000
293BoB NaylorNaylorC293‌‌‌,CLE,4,10,0,1,0,0,0,1,2,2,0,0,.100,.250,.100,.350
293LarsL NootbaarNootbaarRF293‌‌‌,STL,4,8,1,1,0,0,0,1,3,2,0,0,.125,.364,.125,.489
293JordanJ NwoguNwoguLF293‌‌‌,CHC,2,3,0,1,0,0,0,1,0,1,0,0,.333,.333,.333,.666
293LoganL O'HoppeO'HoppeC293‌‌‌,LAA,3,6,1,3,1,0,0,1,1,2,0,0,.500,.571,.667,1.238
293KeshawnK OgansOgans3B293‌‌‌,ATL,3,2,0,1,0,0,0,1,1,1,0,0,.500,.667,.500,1.167
293ShoheiS OhtaniOhtaniTWP293‌‌‌,LAD,1,3,1,1,0,0,1,1,0,1,0,0,.333,.333,1.333,1.666
293JaredJ OlivaOlivaRF293‌‌‌,MIL,6,10,2,2,0,0,1,1,1,5,1,0,.200,.273,.500,.773
293AbimelecA OrtizOrtiz1B293‌‌‌,TEX,5,6,2,2,1,0,1,1,0,1,0,0,.333,.333,1.000,1.333
293JoeyJ OrtizOrtiz3B293‌‌‌,MIL,4,10,2,1,0,0,0,1,1,3,0,0,.100,.182,.100,.282
293CristianC PachePacheOF293‌‌‌,AZ,6,8,1,2,0,0,0,1,2,3,0,1,.250,.400,.250,.650
293AndyA PagesPagesCF293‌‌‌,LAD,5,12,2,2,0,0,1,1,2,5,0,0,.167,.333,.417,.750
293PedroP PagésPagésC293‌‌‌,STL,4,9,0,1,1,0,0,1,1,1,0,0,.111,.200,.222,.422
293MiguelM PalmaPalmaC293‌‌‌,HOU,4,7,1,2,1,0,0,1,2,1,0,0,.286,.444,.429,.873
293GrahamG PauleyPauley3B293‌‌‌,MIA,3,6,0,1,0,0,0,1,0,2,0,0,.167,.167,.167,.334
293TaiT PeetePeete3B293‌‌‌,SEA,3,5,2,1,0,0,0,1,2,3,1,0,.200,.429,.200,.629
293OswaldO PerazaPeraza3B293‌‌‌,NYY,4,9,3,3,0,0,0,1,1,0,0,0,.333,.400,.333,.733
293GeraldoG PerdomoPerdomoSS293‌‌‌,AZ,4,9,4,2,1,0,1,1,2,2,0,0,.222,.417,.667,1.084
293EversonE PereiraPereiraCF293‌‌‌,NYY,4,9,2,2,0,0,1,1,2,4,0,0,.222,.417,.556,.973
293YonathanY PerlazaPerlazaLF293‌‌‌,SD,6,8,0,1,0,0,0,1,1,2,0,0,.125,.222,.125,.347
293TristanT PetersPetersLF293‌‌‌,TB,5,10,2,5,0,0,1,1,0,1,0,1,.500,.500,.800,1.300
293JeremyJ PeñaPeñaSS293‌‌‌,HOU,2,5,0,1,0,0,0,1,0,0,0,0,.200,.200,.200,.400
293JackJ PinedaPinedaSS293‌‌‌,KC,5,5,1,2,0,1,0,1,0,0,0,1,.400,.400,.800,1.200
293RenéR PintoPintoC293‌‌‌,AZ,3,6,1,2,1,0,0,1,0,0,0,0,.333,.333,.500,.833
293MicahM PriesPries1B293‌‌‌,CLE,5,7,1,3,2,0,0,1,2,2,0,1,.429,.556,.714,1.270
293CalC RaleighRaleighC293‌‌‌,SEA,5,12,0,2,1,0,0,1,0,5,0,0,.167,.167,.250,.417
293AgustinA RamirezRamirezC293‌‌‌,MIA,3,5,1,1,0,0,0,1,2,0,0,0,.200,.429,.200,.629
293JaksonJ ReetzReetzC293‌‌‌,NYM,5,8,3,1,0,0,0,1,1,1,0,0,.125,.300,.125,.425
293RyanR RitterRitterSS293‌‌‌,COL,5,5,2,1,0,0,0,1,1,2,0,0,.200,.333,.200,.533
293LeoL RivasRivasSS293‌‌‌,SEA,2,1,0,0,0,0,0,1,2,1,0,0,.000,.500,.000,.500
