PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
561BillyB CookCook1B561‌‌‌,PIT,4,4,0,0,0,0,0,0,2,1,0,0,.000,.333,.000,.333
561GarrettG CooperCooper1B561‌‌‌,ATL,4,8,1,1,1,0,0,0,1,2,0,0,.125,.222,.250,.472
561KenedyK CoronaCoronaCF561‌‌‌,HOU,4,7,0,1,0,0,0,0,1,3,1,0,.143,.250,.143,.393
561CarlosC CorreaCorreaSS561‌‌‌,MIN,3,7,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561CarlosC CortesCortesLF561‌‌‌,ATH,5,9,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561ColtonC CowserCowserLF561‌‌‌,BAL,3,6,2,2,0,0,0,0,1,2,1,0,.333,.556,.333,.889
561JonahJ CoxCoxCF561‌‌‌,SF,3,5,1,1,0,0,0,0,1,2,0,0,.200,.333,.200,.533
561JustinJ CrawfordCrawfordCF561‌‌‌,PHI,6,9,4,2,0,0,0,0,2,1,2,0,.222,.364,.222,.586
561BlaineB CrimCrim1B561‌‌‌,TEX,7,8,1,1,0,0,0,0,2,2,0,0,.125,.300,.125,.425
561DemetrioD CrisantesCrisantesSS561‌‌‌,AZ,2,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561JimmyJ CrooksCrooksC561‌‌‌,STL,3,4,0,0,0,0,0,0,1,2,0,0,.000,.200,.000,.200
561PeteP Crow-ArmstrongCrow-ArmstrongCF561‌‌‌,CHC,4,11,3,5,2,0,0,0,0,4,1,0,.455,.455,.636,1.091
561BobbyB DalbecDalbec1B561‌‌‌,CWS,4,4,1,0,0,0,0,0,2,2,0,1,.000,.333,.000,.333
561ZachZ DanielsDanielsRF561‌‌‌,HOU,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561ChaseC DavisDavisCF561‌‌‌,STL,3,5,4,1,0,0,0,0,1,1,0,0,.200,.333,.200,.533
561HenryH DavisDavisC561‌‌‌,PIT,4,10,3,3,2,0,0,0,1,3,1,0,.300,.364,.500,.864
561J.D.J DavisDavis1B561‌‌‌,LAA,6,11,0,1,0,0,0,0,0,7,0,0,.091,.091,.091,.182
561AlexA De JesusDe Jesus3B561‌‌‌,TOR,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561RandyR De JesusDe JesusRF561‌‌‌,LAA,2,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
561CarlosC De La CruzDe La CruzOF561‌‌‌,WSH,2,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561DeyvisonD De Los SantosDe Los Santos3B561‌‌‌,MIA,3,7,0,2,0,0,0,0,0,2,0,0,.286,.286,.286,.572
561JefreyJ De Los SantosDe Los Santos2B561‌‌‌,NYM,3,3,0,0,0,0,0,0,1,2,0,0,.000,.250,.000,.250
561OmarO De Los SantosDe Los SantosLF561‌‌‌,NYM,4,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000
561LeoL De VriesDe VriesSS561‌‌‌,SD,5,11,1,2,1,0,0,0,1,2,0,0,.182,.250,.273,.523
561ZachZ DeLoachDeLoachRF561‌‌‌,CWS,5,7,0,1,0,0,0,0,2,2,0,0,.143,.333,.143,.476
561JonnyJ DeLucaDeLucaRF561‌‌‌,TB,3,7,1,1,0,0,0,0,1,1,1,0,.143,.250,.143,.393
561JustinJ DeanDeanCF561‌‌‌,LAD,9,9,2,2,0,0,0,0,4,4,2,1,.222,.462,.222,.684
561AdrianA Del CastilloDel CastilloC561‌‌‌,AZ,4,9,0,1,1,0,0,0,0,3,0,0,.111,.111,.222,.333
561RaynelR DelgadoDelgado2B561‌‌‌,MIL,5,9,1,2,0,0,0,0,2,4,0,0,.222,.364,.222,.586
561CamC DevanneyDevanneySS561‌‌‌,KC,3,5,1,2,0,0,0,0,2,0,1,0,.400,.571,.400,.971
561JoséJ DeversDeversSS561‌‌‌,ATL,5,9,0,0,0,0,0,0,1,3,0,0,.000,.100,.000,.100
561JhonJ DiazDiazRF561‌‌‌,TB,3,4,0,0,0,0,0,0,1,1,0,0,.000,.200,.000,.200
561RandalR DiazDiazSS561‌‌‌,WSH,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561DylanD DoddDoddP561‌‌‌,ATL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561AnthonyA DonofrioDonofrioOF561‌‌‌,SEA,2,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561BrendanB DonovanDonovanLF561‌‌‌,STL,4,10,0,1,0,0,0,0,1,3,0,0,.100,.182,.100,.282
561TommyT DoyleDoyleP561‌‌‌,COL,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561LoganL DriscollDriscollC561‌‌‌,TB,2,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561BrandonB DruryDrury2B561‌‌‌,CWS,4,10,3,2,2,0,0,0,1,2,0,0,.200,.273,.400,.673
561MauricioM DubónDubónLF561‌‌‌,HOU,4,9,0,0,0,0,0,0,1,3,0,0,.000,.100,.000,.100
561KellyK DuganDuganRF561‌‌‌,PHI,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561TitusT DumitruDumitruOF561‌‌‌,ATL,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561ClayC DunganDungan2B561‌‌‌,SD,7,8,1,2,0,0,0,0,3,2,1,0,.250,.455,.250,.705
561EzequielE DuranDuran3B561‌‌‌,TEX,4,9,3,2,1,0,0,0,2,1,0,0,.222,.364,.333,.697
561JarrenJ DuranDuranCF561‌‌‌,BOS,3,9,1,4,1,0,0,0,0,1,0,0,.444,.444,.556,1.000
561EliasE DíazDíazC561‌‌‌,SD,3,7,0,1,0,0,0,0,0,2,0,0,.143,.143,.143,.286
561NateN EatonEatonRF561‌‌‌,BOS,7,8,5,2,1,1,0,0,4,3,1,0,.250,.500,.625,1.125
561DukeD EllisEllisCF561‌‌‌,NYY,5,9,1,2,0,0,0,0,0,4,1,0,.222,.222,.222,.444
561ColtC EmersonEmersonSS561‌‌‌,SEA,5,8,1,0,0,0,0,0,3,1,2,1,.000,.273,.000,.273
561KaleK EmshoffEmshoffC561‌‌‌,KC,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
561J.C.J EscarraEscarraC561‌‌‌,NYY,4,7,0,1,0,0,0,0,1,0,0,0,.143,.250,.143,.393
561JoseJ EscobarEscobarSS561‌‌‌,CHC,2,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333
561LizandroL EspinozaEspinozaSS561‌‌‌,ATL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561MatthewM EtzelEtzelLF561‌‌‌,TB,7,12,0,1,0,0,0,0,0,2,0,0,.083,.083,.083,.166
561A.J.A EwingEwingLF561‌‌‌,NYM,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561E.J.E ExpositoExposito2B561‌‌‌,ATL,2,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561StuartS FairchildFairchildCF561‌‌‌,CIN,4,8,1,1,0,0,0,0,0,1,1,0,.125,.125,.125,.250
561WillyW FanasFanasCF561‌‌‌,NYM,3,3,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561KyleK FarmerFarmer2B561‌‌‌,COL,4,9,0,2,0,0,0,0,1,3,0,0,.222,.300,.222,.522
561TrentT FarquharFarquhar2B561‌‌‌,PHI,2,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500
561JoséJ FermínFermín2B561‌‌‌,STL,6,10,0,2,1,0,0,0,1,0,0,0,.200,.273,.300,.573
561YeinerY FernandezFernandez1B561‌‌‌,LAD,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561RyanR FitzgeraldFitzgerald3B561‌‌‌,MIN,6,5,2,0,0,0,0,0,1,2,0,0,.000,.375,.000,.375
561TylerT FitzgeraldFitzgeraldSS561‌‌‌,SF,1,2,0,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167
561JuanJ FloresFloresC561‌‌‌,LAA,4,7,0,1,0,0,0,0,2,2,0,0,.143,.333,.143,.476
561RafaelR FloresFloresC561‌‌‌,NYY,4,6,1,2,0,0,0,0,0,1,0,0,.333,.333,.333,.666
561ColeC FontenelleFontenelle3B561‌‌‌,LAA,5,9,1,1,0,1,0,0,1,4,0,0,.111,.200,.333,.533
561MikeM FordFord1B561‌‌‌,MIN,6,11,0,0,0,0,0,0,2,3,0,0,.000,.154,.000,.154
561NickN FortesFortesC561‌‌‌,MIA,3,7,3,2,0,0,0,0,1,0,0,0,.286,.375,.286,.661
561ColeC FosterFosterSS561‌‌‌,SF,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561RioR FosterFosterRF561‌‌‌,LAA,2,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561MattM FraizerFraizerRF561‌‌‌,PIT,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JakeJ FraleyFraleyRF561‌‌‌,CIN,4,9,0,1,0,0,0,0,0,2,0,0,.111,.200,.111,.311
561AdamA FrazierFrazier2B561‌‌‌,PIT,3,6,0,1,0,0,0,0,0,0,0,0,.167,.167,.167,.334
561AlexA FreelandFreelandSS561‌‌‌,LAD,4,5,1,1,0,0,0,0,0,3,0,0,.200,.429,.200,.629
561CodyC FreemanFreeman3B561‌‌‌,TEX,7,10,1,2,1,0,0,0,0,2,0,0,.200,.200,.300,.500
561FreddieF FreemanFreeman1B561‌‌‌,LAD,1,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666
561DayanD FriasFrias3B561‌‌‌,CLE,4,4,1,1,1,0,0,0,0,1,1,0,.250,.400,.500,.900
561BraxtonB FulfordFulfordC561‌‌‌,COL,4,5,0,1,1,0,0,0,0,1,0,0,.200,.200,.400,.600
561JoeyJ GalloGallo1B561‌‌‌,CWS,3,7,0,1,0,0,0,0,0,1,0,0,.143,.143,.143,.286
561BenB GamelGamelRF561‌‌‌,HOU,3,5,0,0,0,0,0,0,1,1,0,0,.000,.286,.000,.286
561AramisA GarciaGarciaC561‌‌‌,AZ,3,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561EduardoE GarciaGarciaOF561‌‌‌,MIL,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561JhostynxonJ GarciaGarciaCF561‌‌‌,BOS,6,11,1,1,0,0,0,0,0,4,0,0,.091,.091,.091,.182
561DavidD GarcíaGarcíaC561‌‌‌,MIL,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561MickeyM GasperGasper2B561‌‌‌,MIN,3,10,1,3,0,0,0,0,0,0,0,0,.300,.300,.300,.600
561AustinA GauthierGauthierSS561‌‌‌,LAD,7,12,0,0,0,0,0,0,3,5,0,0,.000,.200,.000,.200
561KenniK GomezGomezCF561‌‌‌,HOU,3,2,1,1,0,0,0,0,2,0,1,0,.500,.750,.500,1.250
561NickN GonzalesGonzales2B561‌‌‌,PIT,4,8,1,1,1,0,0,0,2,0,0,0,.125,.364,.250,.614
561CristianC GonzalezGonzalezSS561‌‌‌,HOU,1,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
561DomingoD GonzalezGonzalezP561‌‌‌,ATL,2,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561GabrielG GonzalezGonzalezRF561‌‌‌,MIN,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561RomyR GonzalezGonzalez2B561‌‌‌,BOS,1,4,1,2,1,0,0,0,0,1,0,0,.500,.500,.750,1.250
561NikoN GoodrumGoodrum3B561‌‌‌,SD,6,9,2,3,2,0,0,0,4,2,0,0,.333,.538,.556,1.094
561NickN GoodwinGoodwin2B561‌‌‌,TOR,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561NickN GordonGordon2B561‌‌‌,BAL,4,8,2,0,0,0,0,0,2,2,0,0,.000,.200,.000,.200
561NolanN GormanGorman2B561‌‌‌,STL,5,12,0,0,0,0,0,0,1,7,0,0,.000,.077,.000,.077
561JaceJ GradyGradyRF561‌‌‌,ATL,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000
561KevinK GrahamGrahamRF561‌‌‌,AZ,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500
561PeytonP GrahamGrahamSS561‌‌‌,DET,2,4,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561ElijahE GreenGreenCF561‌‌‌,WSH,2,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
561RandalR GrichukGrichukRF561‌‌‌,AZ,4,10,0,1,0,0,0,0,1,4,0,0,.100,.182,.100,.282
561VaughnV GrissomGrissom2B561‌‌‌,BOS,4,10,0,1,0,0,0,0,0,3,0,0,.100,.100,.100,.200
561JordanJ GroshansGroshans3B561‌‌‌,KC,4,6,1,2,0,0,0,0,1,0,0,0,.333,.429,.333,.762
561DanielD GuilarteGuilarteSS561‌‌‌,MIL,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561GarretG GuillemetteGuillemetteC561‌‌‌,HOU,1,1,1,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000
561YuliY GurrielGurriel1B561‌‌‌,SD,4,8,1,2,0,0,0,0,0,1,0,0,.250,.250,.250,.500
561DenzerD GuzmanGuzmanSS561‌‌‌,LAA,4,4,2,1,0,1,0,0,3,1,0,0,.250,.571,.750,1.321
561AdamA HackenbergHackenbergC561‌‌‌,CWS,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561AdamA HallHall2B561‌‌‌,MIL,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561DarickD HallHall1B561‌‌‌,PIT,4,6,0,0,0,0,0,0,2,1,0,0,.000,.250,.000,.250
561PeteyP HalpinHalpinCF561‌‌‌,CLE,5,7,0,1,0,0,0,0,0,2,0,0,.143,.143,.143,.286
561QuincyQ HamiltonHamiltonCF561‌‌‌,HOU,5,11,2,3,0,0,0,0,1,2,0,0,.273,.333,.273,.606
561GarrettG HampsonHampsonCF561‌‌‌,AZ,5,11,3,2,0,0,0,0,2,2,1,0,.182,.308,.182,.490
561IanI HappHappLF561‌‌‌,CHC,4,11,1,4,1,0,0,0,1,4,0,0,.364,.417,.455,.872
561TylerT HardmanHardman1B561‌‌‌,NYY,3,2,0,0,0,0,0,0,2,2,0,0,.000,.500,.000,.500
561BryceB HarperHarper1B561‌‌‌,PHI,2,5,0,2,0,0,0,0,0,2,0,0,.400,.500,.400,.900
561BrettB HarrisHarris3B561‌‌‌,ATH,4,4,1,0,0,0,0,0,2,0,0,0,.000,.429,.000,.429
561DakotaD HarrisHarrisSS561‌‌‌,STL,2,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561MichaelM Harris IIHarrisCF561‌‌‌,ATL,4,9,0,2,0,0,0,0,1,3,0,0,.222,.300,.222,.522
561JayJ HarryHarry2B561‌‌‌,TOR,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JoshJ HatcherHatcherOF561‌‌‌,TEX,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561AustinA HedgesHedgesC561‌‌‌,CLE,3,5,1,0,0,0,0,0,2,4,0,0,.000,.286,.000,.286
561JonahJ HeimHeimC561‌‌‌,TEX,3,8,0,1,0,0,0,0,1,3,0,0,.125,.222,.125,.347
561GunnarG HendersonHendersonSS561‌‌‌,BAL,3,6,0,1,0,0,0,0,0,0,0,0,.167,.167,.167,.334
561PaytonP HenryHenryC561‌‌‌,PHI,3,3,0,0,0,0,0,0,1,1,0,0,.000,.400,.000,.400
561DavidD HensleyHensleyOF561‌‌‌,DET,3,2,2,1,1,0,0,0,1,0,0,0,.500,.667,1.000,1.667
561DiegoD HernandezHernandezOF561‌‌‌,KC,3,3,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561SammyS HernandezHernandezC561‌‌‌,STL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561EnriqueK HernándezHernández3B561‌‌‌,LAD,5,10,2,2,1,0,0,0,4,3,0,0,.200,.429,.300,.729
561RonaldoR HernándezHernándezC561‌‌‌,NYY,3,5,0,1,0,0,0,0,0,1,0,0,.200,.200,.200,.400
561TeoscarT HernándezHernándezLF561‌‌‌,LAD,4,10,3,3,1,0,0,0,1,0,0,0,.300,.364,.400,.764
561JoseJ HerreraHerreraC561‌‌‌,AZ,3,8,1,2,0,0,0,0,0,0,0,0,.250,.250,.250,.500
561JimmyJ HerronHerronLF561‌‌‌,MIL,5,12,1,2,0,0,0,0,0,4,0,0,.167,.167,.167,.334
561JasonJ HeywardHeywardRF561‌‌‌,SD,3,4,1,0,0,0,0,0,2,3,0,0,.000,.333,.000,.333
561NathanN HickeyHickeyC561‌‌‌,BOS,6,9,2,2,0,0,0,0,0,1,0,0,.222,.222,.222,.444
561BrewerB HicklenHicklenRF561‌‌‌,MIL,5,12,4,4,2,0,0,0,3,4,0,0,.333,.467,.500,.967
561LiamL HicksHicksC561‌‌‌,MIA,3,6,0,1,0,0,0,0,0,1,0,0,.167,.167,.167,.334
561CobbC HightowerHightowerSS561‌‌‌,SD,2,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
561GJG HillHillRF561‌‌‌,COL,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561SamS HilliardHilliardLF561‌‌‌,COL,5,14,1,2,0,0,0,0,0,6,0,1,.143,.143,.143,.286
561ReceR HindsHindsRF561‌‌‌,CIN,3,6,1,1,0,1,0,0,1,2,0,0,.167,.286,.500,.786
561CalebC HobsonHobsonCF561‌‌‌,COL,2,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
561WillW HollandHollandCF561‌‌‌,MIN,3,3,1,0,0,0,0,0,1,1,1,0,.000,.400,.000,.400
561JakeJ HoltonHolton1B561‌‌‌,DET,3,2,1,0,0,0,0,0,2,2,0,0,.000,.600,.000,.600
561JoshJ HoodHood2B561‌‌‌,SEA,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561TJT HopkinsHopkinsCF561‌‌‌,DET,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561BennettB HostetlerHostetlerC561‌‌‌,MIA,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561MadduxM HoughtonHoughtonCF561‌‌‌,MIN,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
561KodyK HuffHuffC561‌‌‌,CLE,4,4,2,0,0,0,0,0,2,2,0,0,.000,.333,.000,.333
561CooperC HummelHummelLF561‌‌‌,HOU,4,9,2,2,1,0,0,0,0,2,0,0,.222,.300,.333,.633
561JacobJ HurtubiseHurtubiseLF561‌‌‌,CIN,5,6,3,5,1,1,0,0,1,1,2,0,.833,.875,1.333,2.208
561XavierX IsaacIsaac1B561‌‌‌,TB,1,1,0,0,0,0,0,0,1,1,0,0,.000,.500,.000,.500
561AndrewA JenkinsJenkins1B561‌‌‌,DET,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561LeoL JiménezJimenezSS561‌‌‌,TOR,3,7,1,0,0,0,0,0,0,2,0,0,.000,.125,.000,.125
561EloyE JiménezJiménezDH561‌‌‌,TB,4,10,0,1,0,0,0,0,0,4,0,0,.100,.182,.100,.282
561ConnorC JoeJoe1B561‌‌‌,SD,5,9,2,2,1,0,0,0,4,3,0,0,.222,.500,.333,.833
561CooperC JohnsonJohnsonC561‌‌‌,TEX,4,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000
561IvanI JohnsonJohnson2B561‌‌‌,CIN,4,4,0,1,0,0,0,0,0,2,0,0,.250,.400,.250,.650
561TroyT JohnstonJohnstonOF561‌‌‌,MIA,4,5,2,2,0,0,0,0,3,0,0,0,.400,.625,.400,1.025
561CarsonC JonesJonesLF561‌‌‌,SEA,1,1,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561DruwD JonesJonesCF561‌‌‌,AZ,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561GregG JonesJonesRF561‌‌‌,COL,5,5,2,0,0,0,0,0,3,5,2,0,.000,.375,.000,.375
561NolanN JonesJonesLF561‌‌‌,COL,5,13,0,0,0,0,0,0,2,4,0,0,.000,.133,.000,.133
561BlazeB JordanJordan1B561‌‌‌,BOS,4,4,0,0,0,0,0,0,1,0,0,0,.000,.200,.000,.200
561DakotaD JordanJordanOF561‌‌‌,SF,2,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000
561LeviL JordanJordanCF561‌‌‌,CIN,2,2,1,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000
561CoreyC JoyceJoyceSS561‌‌‌,DET,1,1,0,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000
561EdouardE JulienJulien2B561‌‌‌,MIN,3,8,1,3,0,0,0,0,0,0,0,0,.375,.375,.375,.750
561JaceJ JungJung3B561‌‌‌,DET,4,8,1,2,2,0,0,0,1,1,0,0,.250,.333,.500,.833
561JoshJ JungJung3B561‌‌‌,TEX,5,11,2,3,1,0,0,0,2,1,0,0,.273,.385,.364,.749
561EvanJ JusticeJusticeP561‌‌‌,COL,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561BraedonB KarpathiosKarpathiosRF561‌‌‌,SD,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561KobeK KatoKato2B561‌‌‌,ATL,2,1,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500
561NikoN KavadasKavadas1B561‌‌‌,LAA,7,14,2,2,1,0,0,0,1,8,0,0,.143,.200,.214,.414
561DominicD KeeganKeeganC561‌‌‌,TB,1,2,0,0,0,0,0,0,0,2,0,0,.000,.000,.000,.000
561ColtC KeithKeith2B561‌‌‌,DET,4,11,0,4,0,0,0,0,1,1,0,0,.364,.417,.364,.781
561DamonD KeithKeithRF561‌‌‌,LAD,1,2,0,1,0,0,0,0,0,1,0,0,.500,.500,.500,1.000
561JarredJ KelenicKelenicLF561‌‌‌,ATL,3,8,0,2,1,1,0,0,1,2,0,0,.250,.333,.625,.958
561CarterC KieboomKieboom3B561‌‌‌,LAA,5,9,0,2,0,0,0,0,2,3,0,0,.222,.364,.222,.586
561KevinK Kilpatrick Jr.KilpatrickCF561‌‌‌,ATL,4,6,2,1,0,0,0,0,3,2,1,0,.167,.444,.167,.611
561HyeseongH KimKim2B561‌‌‌,LAD,6,14,0,1,0,0,0,0,2,7,0,0,.071,.188,.071,.259
561ScottS KingeryKingerySS561‌‌‌,LAA,5,13,1,3,1,0,0,0,0,4,0,0,.231,.231,.308,.539
561BillB KnightKnightOF561‌‌‌,SEA,4,8,1,1,0,0,0,0,0,2,0,0,.125,.125,.125,.250
561AndrewA KniznerKniznerC561‌‌‌,WSH,4,8,1,2,0,0,0,0,0,2,0,0,.250,.250,.250,.500
561MarkM KolozsvaryKolozsvaryC561‌‌‌,BOS,4,6,0,1,0,0,0,0,0,2,0,0,.167,.167,.167,.334
561RyanR KreidlerKreidlerSS561‌‌‌,DET,5,9,1,2,1,0,0,0,2,2,1,0,.222,.364,.333,.697
561JoshuaJ Kuroda-GrauerKuroda-GrauerSS561‌‌‌,ATH,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561JakeJ LambLamb1B561‌‌‌,SF,5,9,1,3,0,0,0,0,0,5,0,0,.333,.333,.333,.666
561WilfredoW LaraLara3B561‌‌‌,MIA,1,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
561RyanR LaskoLaskoCF561‌‌‌,ATH,1,0,1,0,0,0,0,0,0,0,0,0,.000,1.000,.000,1.000
561DarioD LaverdeLaverdeC561‌‌‌,LAA,3,0,0,0,0,0,0,0,1,0,0,0,.000,1.000,.000,1.000
561DJD LeMahieuLeMahieu3B561‌‌‌,NYY,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000
561CharlesC LeblancLeblanc3B561‌‌‌,ATL,5,8,3,2,0,0,0,0,0,2,1,0,.250,.250,.250,.500
561Hao-YuH LeeLee2B561‌‌‌,DET,5,10,0,0,0,0,0,0,2,5,0,0,.000,.167,.000,.167
561KoreyK LeeLeeC561‌‌‌,CWS,3,6,0,1,0,0,0,0,0,1,1,0,.167,.167,.167,.334
561MarcusM Lee SangLee SangCF561‌‌‌,PHI,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000
561ZachZ LevensonLevensonLF561‌‌‌,STL,1,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000
