,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
420,Steven Lorentz,2024-25,TOR,L,C,59,5,9,14,+4,4,0.24,5,14,0,0,0,0,0,2,52,9.6,10:26,39.3
421,Braden Schneider,2024-25,NYR,R,D,59,3,11,14,+5,10,0.24,3,13,0,0,0,1,0,0,77,3.9,17:24,--
422,Dylan DeMelo,2024-25,WPG,R,D,60,3,11,14,+25,32,0.23,3,14,0,0,0,0,0,2,54,5.6,21:32,--
423,Nikita Zadorov,2024-25,BOS,L,D,60,3,11,14,+14,117,0.23,3,13,0,0,0,1,0,0,80,3.8,20:26,--
424,Parker Kelly,2024-25,COL,L,C,61,5,9,14,-8,23,0.23,4,12,0,0,1,2,0,0,69,7.3,12:55,42.7
425,Max Pacioretty,2024-25,TOR,L,L,37,5,8,13,-2,16,0.35,5,13,0,0,0,0,0,1,70,7.1,13:30,54.6
426,Dylan Samberg,2024-25,WPG,L,D,39,4,9,13,+24,22,0.33,4,13,0,0,0,0,0,1,57,7.0,21:14,--
427,Michael Carcone,2024-25,UTA,L,L,41,5,8,13,-7,29,0.32,5,11,0,2,0,0,0,0,64,7.8,11:39,57.1
428,Blake Lizotte,2024-25,PIT,L,C,42,9,4,13,-2,22,0.31,7,11,1,1,1,1,0,0,40,22.5,11:55,49.8
429,Josh Manson,2024-25,COL,R,D,43,1,12,13,-9,26,0.30,1,11,0,1,0,1,0,0,57,1.8,18:12,--
430,Zachary L'Heureux,2024-25,NSH,L,L,45,4,9,13,-6,52,0.29,4,12,0,1,0,0,0,0,56,7.1,11:39,0.0
431,Cam York,2024-25,PHI,L,D,46,4,9,13,0,22,0.28,4,13,0,0,0,0,0,1,54,7.4,21:20,--
432,Nick Cousins,2024-25,OTT,L,C,47,5,8,13,-2,39,0.28,5,13,0,0,0,0,0,0,63,7.9,11:54,14.3
433,Pontus Holmberg,2024-25,TOR,L,R,47,6,7,13,-1,25,0.28,5,11,0,1,1,1,0,0,48,12.5,13:14,48.3
434,Jamie Drysdale,2024-25,PHI,R,D,48,2,11,13,-19,12,0.27,0,6,2,7,0,0,0,0,41,4.9,19:27,--
435,Colin Blackwell,2024-25,DAL,R,C,50,5,8,13,+2,10,0.26,4,11,0,1,1,1,0,0,55,9.1,11:32,49.8
436,Mark Kastelic,2024-25,BOS,R,C,51,4,9,13,-1,86,0.25,4,13,0,0,0,0,0,0,58,6.9,10:50,55.8
437,Patrick Maroon,2024-25,CHI,L,L,53,3,10,13,-11,71,0.25,3,13,0,0,0,0,0,1,58,5.2,11:34,50.9
438,Oskar Bäck,2024-25,DAL,L,C,53,3,10,13,+4,6,0.25,3,12,0,0,0,1,0,0,30,10.0,11:49,55.6
439,Yakov Trenin,2024-25,MIN,L,C,54,6,7,13,+2,29,0.24,4,11,0,0,2,2,0,2,59,10.2,13:07,32.4
440,Andrew Peeke,2024-25,BOS,R,D,54,1,12,13,-2,8,0.24,0,11,0,0,1,2,0,0,51,2.0,18:03,--
441,Emil Lilleberg,2024-25,TBL,L,D,54,0,13,13,-6,78,0.24,0,12,0,0,0,1,0,0,34,0.0,15:40,--
442,Nils Hoglander,2024-25,VAN,L,L,55,5,8,13,0,28,0.24,5,13,0,0,0,0,0,1,60,8.3,11:35,--
443,Radko Gudas,2024-25,ANA,R,D,57,1,12,13,+4,66,0.23,1,13,0,0,0,0,0,0,67,1.5,19:15,--
444,Zach Aston-Reese,2024-25,CBJ,L,C,58,4,9,13,-11,23,0.22,4,13,0,0,0,0,0,1,74,5.4,13:29,25.0
445,Brayden McNabb,2024-25,VGK,L,D,59,4,9,13,+30,22,0.22,3,11,0,0,1,2,0,0,73,5.5,20:21,--
446,Sean Kuraly,2024-25,CBJ,L,C,59,5,8,13,+1,22,0.22,5,13,0,0,0,0,0,0,56,8.9,11:22,52.5
447,Lawson Crouse,2024-25,UTA,L,L,59,9,4,13,-8,28,0.22,8,12,1,1,0,0,0,2,94,9.6,14:13,38.5
448,Jalen Chatfield,2024-25,CAR,R,D,59,5,8,13,+18,26,0.22,5,12,0,0,0,1,0,1,86,5.8,18:57,--
449,Ian Cole,2024-25,UTA,L,D,60,1,12,13,-7,51,0.22,1,13,0,0,0,0,0,0,54,1.9,20:40,--
450,Jamie Oleksiak,2024-25,SEA,L,D,60,4,9,13,-9,14,0.22,4,13,0,0,0,0,0,1,54,7.4,19:01,--
451,Kevin Stenlund,2024-25,UTA,R,C,60,7,6,13,-14,26,0.22,6,12,0,0,1,1,0,0,72,9.7,14:19,58.9
452,Johnathan Kovacevic,2024-25,NJD,R,D,60,1,12,13,+11,47,0.22,1,13,0,0,0,0,0,1,56,1.8,19:39,--
453,Jakob Pelletier,2024-25,"CGY, PHI",L,L,27,4,8,12,+10,6,0.44,4,12,0,0,0,0,0,1,35,11.4,12:31,33.3
454,Kevin Labanc,2024-25,CBJ,R,R,34,2,10,12,+1,12,0.35,2,12,0,0,0,0,0,0,35,5.7,10:30,0.0
455,Justin Danforth,2024-25,CBJ,R,R,38,5,7,12,-8,10,0.32,4,10,0,1,1,1,0,0,63,7.9,14:34,48.8
456,Nico Sturm,2024-25,SJS,L,C,44,6,6,12,-5,13,0.27,5,11,0,0,1,1,0,1,34,17.7,10:02,63.6
457,Pavel Mintyukov,2024-25,ANA,L,D,46,4,8,12,-10,16,0.26,4,9,0,3,0,0,0,0,53,7.6,18:43,--
458,Conor Geekie,2024-25,TBL,L,C,49,6,6,12,-3,14,0.24,5,10,1,2,0,0,0,2,54,11.1,12:09,42.0
459,Jack Drury,2024-25,"CAR, COL",L,C,51,6,6,12,-2,14,0.24,6,11,0,1,0,0,0,2,79,7.6,13:01,57.1
460,Cole Koepke,2024-25,BOS,L,L,51,7,5,12,+7,8,0.24,7,12,0,0,0,0,0,1,53,13.2,10:28,0.0
461,David Savard,2024-25,MTL,R,D,53,1,11,12,-7,26,0.23,1,12,0,0,0,0,0,0,37,2.7,17:46,--
462,Isac Lundestrom,2024-25,ANA,L,C,55,4,8,12,0,6,0.22,4,11,0,1,0,0,0,1,44,9.1,14:00,46.7
463,Jacob Trouba,2024-25,"NYR, ANA",R,D,57,0,12,12,-2,47,0.21,0,12,0,0,0,0,0,0,85,0.0,20:24,--
464,Zach Bogosian,2024-25,MIN,R,D,59,4,8,12,0,33,0.20,4,12,0,0,0,0,0,0,61,6.6,16:34,--
465,Brenden Dillon,2024-25,NJD,L,D,60,2,10,12,+14,58,0.20,2,12,0,0,0,0,0,0,32,6.3,18:23,--
466,Jordan Eberle,2024-25,SEA,R,R,20,6,5,11,0,6,0.55,5,9,1,2,0,0,1,1,31,19.4,15:37,40.0
467,Jakub Vrana,2024-25,WSH,L,L,26,7,4,11,+6,6,0.42,4,8,3,3,0,0,0,3,28,25.0,9:50,28.6
468,Jonny Brodzinski,2024-25,NYR,R,C,28,6,5,11,+8,4,0.39,6,11,0,0,0,0,0,1,31,19.4,10:46,48.9
469,Josh Doan,2024-25,UTA,R,R,29,4,7,11,-3,6,0.38,2,9,2,2,0,0,0,0,50,8.0,13:55,37.1
470,Matthew Poitras,2024-25,BOS,R,C,29,1,10,11,-3,6,0.38,1,11,0,0,0,0,0,1,26,3.9,12:59,47.2
471,Juuso Parssinen,2024-25,"NSH, COL",L,C,37,4,7,11,-6,8,0.30,4,10,0,1,0,0,0,0,26,15.4,10:46,50.4
472,Kasperi Kapanen,2024-25,"STL, EDM",R,R,45,6,5,11,-15,10,0.24,6,11,0,0,0,0,0,2,48,12.5,11:28,12.5
473,Erik Haula,2024-25,NJD,L,L,48,5,6,11,-10,31,0.23,4,8,1,3,0,0,0,0,79,6.3,14:29,53.8
474,Radek Faksa,2024-25,STL,L,C,48,3,8,11,-7,24,0.23,3,11,0,0,0,0,0,1,42,7.1,13:04,56.4
475,Alexander Holtz,2024-25,VGK,R,R,49,3,8,11,-3,8,0.22,3,10,0,1,0,0,0,0,62,4.8,11:31,25.0
476,Brett Pesce,2024-25,NJD,R,D,51,1,10,11,-6,15,0.22,0,10,0,0,1,1,0,0,65,1.5,20:48,--
477,Declan Chisholm,2024-25,MIN,L,D,51,2,9,11,-6,6,0.22,1,9,1,2,0,0,0,1,55,3.6,17:14,--
478,Ilya Lyubushkin,2024-25,DAL,R,D,57,0,11,11,+13,20,0.19,0,11,0,0,0,0,0,0,34,0.0,17:04,--
479,Casey Cizikas,2024-25,NYI,L,C,59,5,6,11,-13,38,0.19,5,10,0,1,0,0,0,1,64,7.8,12:43,55.1
480,Sean Walker,2024-25,CAR,R,D,59,2,9,11,-2,34,0.19,2,11,0,0,0,0,0,0,97,2.1,16:15,--
481,Ryan Suter,2024-25,STL,L,D,60,1,10,11,+2,20,0.18,1,11,0,0,0,0,0,0,44,2.3,20:21,--
482,Mario Ferraro,2024-25,SJS,L,D,60,5,6,11,-23,32,0.18,5,11,0,0,0,0,0,1,57,8.8,20:52,--
483,Dmitry Kulikov,2024-25,FLA,L,D,61,3,8,11,+11,34,0.18,3,10,0,1,0,0,0,0,58,5.2,19:43,--
484,J.J. Moser,2024-25,TBL,L,D,31,2,8,10,+14,12,0.32,1,8,0,1,1,1,0,0,30,6.7,19:52,--
485,Urho Vaakanainen,2024-25,"ANA, NYR",L,D,32,2,8,10,-1,14,0.31,2,10,0,0,0,0,0,0,23,8.7,15:26,--
486,Dennis Cholowski,2024-25,NYI,L,D,33,3,7,10,+1,10,0.30,3,8,0,2,0,0,0,0,26,11.5,12:48,--
487,Philipp Kurashev,2024-25,CHI,L,C,42,6,4,10,-29,14,0.24,5,9,1,1,0,0,1,1,48,12.5,14:19,47.0
488,Colin Miller,2024-25,WPG,R,D,43,2,8,10,+11,30,0.23,2,10,0,0,0,0,0,0,46,4.4,13:50,--
489,Cole Smith,2024-25,NSH,L,R,48,4,6,10,-7,53,0.21,4,9,0,0,0,1,0,0,42,9.5,13:08,50.0
490,Nathan Walker,2024-25,STL,L,L,51,6,4,10,-5,36,0.20,6,9,0,0,0,1,0,0,44,13.6,11:46,55.4
491,Henry Thrun,2024-25,SJS,L,D,51,1,9,10,-16,28,0.20,1,10,0,0,0,0,0,0,44,2.3,16:59,--
492,Zach Whitecloud,2024-25,VGK,R,D,52,4,6,10,+2,18,0.19,4,10,0,0,0,0,0,0,52,7.7,16:27,--
493,Joe Veleno,2024-25,DET,L,C,54,5,5,10,-12,13,0.19,5,10,0,0,0,0,0,0,48,10.4,11:53,48.3
494,Michael Eyssimont,2024-25,TBL,L,C,55,5,5,10,0,44,0.18,5,10,0,0,0,0,0,1,96,5.2,10:47,12.5
495,Ty Emberson,2024-25,EDM,R,D,57,0,10,10,+1,18,0.18,0,9,0,0,0,1,0,0,49,0.0,14:57,--
496,Jesse Puljujarvi,2024-25,PIT,R,R,26,3,6,9,-1,10,0.35,3,8,0,1,0,0,0,0,38,7.9,11:36,0.0
497,Adam Boqvist,2024-25,"FLA, NYI",R,D,26,3,6,9,-4,8,0.35,3,5,0,4,0,0,0,0,35,8.6,13:53,--
498,Alexandre Texier,2024-25,STL,L,C,27,4,5,9,-3,8,0.33,4,8,0,1,0,0,0,0,45,8.9,12:35,0.0
499,Anthony Duclair,2024-25,NYI,L,L,30,5,4,9,-10,8,0.30,4,8,1,1,0,0,0,0,43,11.6,15:09,0.0
500,Fedor Svechkov,2024-25,NSH,L,C,30,6,3,9,-10,4,0.30,4,6,2,3,0,0,0,1,39,15.4,11:58,36.5
501,Alec Martinez,2024-25,CHI,L,D,32,4,5,9,-11,4,0.28,4,8,0,1,0,0,0,0,33,12.1,19:59,--
502,Scott Perunovich,2024-25,"STL, NYI",L,D,33,2,7,9,-2,10,0.27,2,9,0,0,0,0,0,0,18,11.1,15:52,--
503,Gage Goncalves,2024-25,TBL,L,C,37,2,7,9,+5,4,0.24,2,8,0,1,0,0,0,1,36,5.6,12:20,0.0
504,Mattias Samuelsson,2024-25,BUF,L,D,38,3,6,9,0,8,0.24,3,9,0,0,0,0,0,0,39,7.7,18:37,--
505,William Carrier,2024-25,CAR,L,L,39,4,5,9,+2,16,0.23,4,9,0,0,0,0,0,1,42,9.5,11:37,45.5
506,Mathieu Joseph,2024-25,STL,L,R,41,3,6,9,-7,14,0.22,3,9,0,0,0,0,0,0,50,6.0,11:57,56.4
507,Logan Stanley,2024-25,WPG,L,D,46,1,8,9,+10,67,0.20,1,9,0,0,0,0,0,0,38,2.6,15:43,--
508,Timothy Liljegren,2024-25,"TOR, SJS",R,D,46,4,5,9,-17,28,0.20,3,7,1,2,0,0,0,0,69,5.8,18:02,--
509,David Kampf,2024-25,TOR,L,C,46,4,5,9,-1,12,0.20,3,7,0,0,1,2,0,0,40,10.0,12:32,51.7
510,Nicolas Hague,2024-25,VGK,L,D,48,4,5,9,-6,35,0.19,4,9,0,0,0,0,0,1,57,7.0,16:10,--
511,Tomas Nosek,2024-25,FLA,L,L,49,1,8,9,+7,8,0.18,0,7,1,1,0,1,0,0,36,2.8,9:36,51.2
512,Adam Edstrom,2024-25,NYR,L,C,51,5,4,9,-5,27,0.18,5,9,0,0,0,0,0,2,40,12.5,9:16,0.0
513,TJ Brodie,2024-25,CHI,L,D,53,2,7,9,-20,18,0.17,2,9,0,0,0,0,0,0,23,8.7,15:44,--
514,Beck Malenstyn,2024-25,BUF,L,L,53,4,5,9,-9,21,0.17,4,9,0,0,0,0,0,0,45,8.9,10:19,68.0
515,Tanner Jeannot,2024-25,LAK,L,L,54,5,4,9,0,78,0.17,5,9,0,0,0,0,0,1,42,11.9,11:22,40.0
516,Jonas Siegenthaler,2024-25,NJD,L,D,55,2,7,9,+9,44,0.16,2,9,0,0,0,0,0,0,52,3.9,19:36,--
517,Carson Soucy,2024-25,VAN,L,D,57,2,7,9,-15,42,0.16,2,9,0,0,0,0,0,1,61,3.3,18:27,--
518,Ben Chiarot,2024-25,DET,L,D,58,3,6,9,-7,45,0.16,3,8,0,1,0,0,0,0,82,3.7,21:24,--
519,Alexey Toropchenko,2024-25,STL,L,R,58,1,8,9,-2,19,0.16,1,9,0,0,0,0,0,0,53,1.9,12:28,44.4
520,John Beecher,2024-25,BOS,L,C,58,3,6,9,-7,16,0.16,3,9,0,0,0,0,0,0,34,8.8,11:11,54.3
521,Brandon Carlo,2024-25,BOS,R,D,59,1,8,9,+2,22,0.15,1,9,0,0,0,0,0,0,60,1.7,18:41,--
522,Noel Acciari,2024-25,PIT,R,C,61,4,5,9,-20,12,0.15,4,8,0,0,0,1,0,0,62,6.5,13:27,52.9
523,Luca Del Bel Belluz,2024-25,CBJ,L,C,15,2,6,8,+2,0,0.53,2,7,0,1,0,0,0,0,18,11.1,13:45,43.1
524,Justin Kirkland,2024-25,CGY,L,C,21,2,6,8,+6,11,0.38,2,8,0,0,0,0,0,0,9,22.2,9:42,42.9
525,Jordan Greenway,2024-25,BUF,L,L,23,3,5,8,0,15,0.35,3,8,0,0,0,0,0,0,30,10.0,15:52,15.0
526,Brock McGinn,2024-25,ANA,L,L,26,4,4,8,+1,0,0.31,4,8,0,0,0,0,0,0,30,13.3,11:43,12.5
527,Hendrix Lapierre,2024-25,WSH,L,C,27,0,8,8,-3,4,0.30,0,8,0,0,0,0,0,0,18,0.0,9:48,39.6
528,Erik Brannstrom,2024-25,VAN,L,D,28,3,5,8,-4,17,0.29,3,7,0,1,0,0,0,1,33,9.1,14:56,--
529,Zac Jones,2024-25,NYR,L,D,29,1,7,8,+1,10,0.28,1,7,0,1,0,0,0,0,27,3.7,16:30,--
530,Jayden Struble,2024-25,MTL,L,D,33,2,6,8,-7,42,0.24,2,8,0,0,0,0,0,0,31,6.5,14:38,--
531,Artem Zub,2024-25,OTT,R,D,33,2,6,8,-7,20,0.24,2,5,0,1,0,2,0,1,39,5.1,20:07,--
532,Cam Atkinson,2024-25,TBL,R,R,36,3,5,8,-3,11,0.22,2,7,1,1,0,0,0,0,38,7.9,8:49,33.3
533,Nick Blankenburg,2024-25,NSH,R,D,37,3,5,8,+10,12,0.22,3,8,0,0,0,0,1,2,53,5.7,18:34,--
534,Mark Jankowski,2024-25,NSH,L,L,39,3,5,8,0,15,0.21,3,8,0,0,0,0,0,0,38,7.9,12:37,50.9
535,Justin Barron,2024-25,"MTL, NSH",R,D,40,4,4,8,-12,14,0.20,4,7,0,1,0,0,0,0,40,10.0,16:06,--
536,Ivan Ivan,2024-25,COL,L,C,40,5,3,8,-9,8,0.20,3,5,2,3,0,0,0,0,34,14.7,10:02,40.9
537,Pierre Engvall,2024-25,NYI,L,L,41,4,4,8,-7,12,0.20,4,8,0,0,0,0,0,1,42,9.5,11:05,25.0
538,Nathan Bastian,2024-25,NJD,R,R,42,3,5,8,+1,29,0.19,1,6,1,1,1,1,0,1,36,8.3,10:46,35.0
539,Nolan Allan,2024-25,CHI,L,D,43,1,7,8,-13,16,0.19,1,8,0,0,0,0,0,0,17,5.9,15:08,--
540,Trevor Lewis,2024-25,LAK,R,C,45,4,4,8,-3,18,0.18,4,8,0,0,0,0,0,1,39,10.3,10:19,48.3
541,Connor Clifton,2024-25,BUF,R,D,48,0,8,8,+1,31,0.17,0,8,0,0,0,0,0,0,37,0.0,15:09,--
542,Michael McCarron,2024-25,NSH,R,C,51,3,5,8,-16,68,0.16,3,8,0,0,0,0,0,0,52,5.8,13:13,54.2
543,Jan Rutta,2024-25,SJS,R,D,51,2,6,8,-6,28,0.16,2,8,0,0,0,0,0,0,51,3.9,16:57,--
544,Morgan Barron,2024-25,WPG,L,C,52,5,3,8,+5,14,0.15,3,6,0,0,2,2,0,0,60,8.3,10:27,58.3
545,Rasmus Kupari,2024-25,WPG,R,C,56,5,3,8,0,16,0.14,5,8,0,0,0,0,0,1,49,10.2,10:26,52.9
546,Jake Christiansen,2024-25,CBJ,L,D,59,1,7,8,+6,11,0.14,1,8,0,0,0,0,0,0,53,1.9,12:49,--
547,Kyle MacLean,2024-25,NYI,L,C,59,3,5,8,-12,10,0.14,3,8,0,0,0,0,0,0,45,6.7,9:43,47.3
548,Will Borgen,2024-25,"SEA, NYR",R,D,61,3,5,8,-13,17,0.13,3,8,0,0,0,0,0,0,57,5.3,16:49,--
549,Anthony Mantha,2024-25,CGY,L,R,13,4,3,7,+6,11,0.54,2,5,1,1,1,1,0,1,15,26.7,13:54,33.3
550,Hampus Lindholm,2024-25,BOS,L,D,17,3,4,7,-4,4,0.41,3,6,0,1,0,0,0,1,35,8.6,20:51,--
551,Brett Berard,2024-25,NYR,L,L,19,3,4,7,-9,8,0.37,3,7,0,0,0,0,0,1,32,9.4,11:20,50.0
552,Drew Helleson,2024-25,ANA,R,D,32,2,5,7,0,27,0.22,2,7,0,0,0,0,0,0,34,5.9,16:05,--
553,Daniil Miromanov,2024-25,CGY,R,D,36,1,6,7,+3,10,0.19,1,7,0,0,0,0,0,1,44,2.3,18:31,--
554,Cole Schwindt,2024-25,VGK,R,R,38,0,7,7,+2,0,0.18,0,7,0,0,0,0,0,0,30,0.0,9:21,50.3
555,Carl Grundstrom,2024-25,SJS,L,R,39,2,5,7,-12,16,0.18,2,7,0,0,0,0,0,0,56,3.6,9:12,40.0
556,Jake Bean,2024-25,CGY,L,D,42,2,5,7,-2,8,0.17,2,7,0,0,0,0,0,0,50,4.0,15:53,--
557,Christian Fischer,2024-25,DET,R,R,43,1,6,7,-5,11,0.16,1,7,0,0,0,0,0,0,30,3.3,11:19,53.3
558,Calvin de Haan,2024-25,COL,L,D,44,0,7,7,-8,10,0.16,0,7,0,0,0,0,0,0,48,0.0,14:55,--
559,Mikael Pyyhtia,2024-25,CBJ,L,L,46,4,3,7,-10,6,0.15,3,6,0,0,1,1,0,0,32,12.5,12:06,66.7
560,Josh Mahura,2024-25,SEA,L,D,48,0,7,7,+5,14,0.15,0,7,0,0,0,0,0,0,49,0.0,13:34,--
561,Conor Timmins,2024-25,TOR,R,D,48,1,6,7,0,24,0.15,1,7,0,0,0,0,0,0,49,2.0,16:19,--
562,Tye Kartye,2024-25,SEA,L,L,49,3,4,7,-16,34,0.14,3,7,0,0,0,0,0,0,42,7.1,9:48,23.1
563,Scott Mayfield,2024-25,NYI,R,D,51,2,5,7,+13,25,0.14,2,7,0,0,0,0,0,0,40,5.0,17:25,--
564,Barclay Goodrow,2024-25,SJS,L,C,55,4,3,7,-28,50,0.13,3,6,0,0,1,1,0,0,56,7.1,13:57,44.0
565,Ryan Lomberg,2024-25,CGY,L,L,57,1,6,7,-2,53,0.12,1,7,0,0,0,0,0,0,51,2.0,8:42,22.2
566,Marat Khusnutdinov,2024-25,MIN,L,C,57,2,5,7,-6,14,0.12,2,6,0,0,0,1,0,0,30,6.7,11:14,43.4
567,Sam Malinski,2024-25,COL,R,D,58,2,5,7,+4,6,0.12,2,7,0,0,0,0,0,0,77,2.6,15:32,--
568,Luke Glendening,2024-25,TBL,R,C,59,4,3,7,-7,10,0.12,3,5,0,0,1,2,0,0,42,9.5,10:50,55.9
569,Anthony DeAngelo,2024-25,NYI,R,D,12,1,5,6,+2,4,0.50,1,6,0,0,0,0,1,1,21,4.8,24:04,--
570,Elmer Soderblom,2024-25,DET,L,L,13,2,4,6,+1,4,0.46,2,6,0,0,0,0,0,1,21,9.5,12:56,33.3
571,Anthony Richard,2024-25,PHI,L,C,15,2,4,6,-3,0,0.40,2,5,0,1,0,0,0,0,19,10.5,12:22,0.0
572,John Marino,2024-25,UTA,R,D,18,0,6,6,+3,0,0.33,0,6,0,0,0,0,0,0,16,0.0,21:21,--
573,Ethen Frank,2024-25,WSH,R,C,19,4,2,6,+6,2,0.32,4,6,0,0,0,0,0,1,19,21.1,10:47,0.0
574,Phillip Di Giuseppe,2024-25,VAN,L,L,20,1,5,6,-2,4,0.30,1,6,0,0,0,0,0,0,23,4.4,11:34,20.0
575,Emil Andrae,2024-25,PHI,L,D,24,1,5,6,+2,14,0.25,1,3,0,3,0,0,0,0,31,3.2,18:59,--
576,Max Sasson,2024-25,VAN,L,C,24,2,4,6,+3,0,0.25,2,6,0,0,0,0,0,0,25,8.0,10:06,41.9
577,Haydn Fleury,2024-25,WPG,L,D,30,0,6,6,-7,4,0.20,0,6,0,0,0,0,0,0,32,0.0,16:36,--
578,Derek Forbort,2024-25,VAN,L,D,33,0,6,6,-7,30,0.18,0,5,0,1,0,0,0,0,25,0.0,17:44,--
579,Jimmy Vesey,2024-25,NYR,L,L,33,4,2,6,-2,0,0.18,4,6,0,0,0,0,0,0,30,13.3,10:40,27.3
580,Jeff Petry,2024-25,DET,R,D,34,1,5,6,-7,12,0.18,1,5,0,1,0,0,0,1,23,4.4,19:11,--
581,Dakota Joshua,2024-25,VAN,L,C,34,3,3,6,-8,22,0.18,2,4,1,2,0,0,0,0,18,16.7,13:08,72.7
582,Jakub Lauko,2024-25,MIN,L,C,36,3,3,6,-5,27,0.17,2,5,0,0,1,1,0,1,28,10.7,10:01,14.3
583,Noah Gregor,2024-25,OTT,L,L,37,4,2,6,-11,17,0.16,3,5,0,0,1,1,0,2,44,9.1,11:39,50.0
584,Albert Johansson,2024-25,DET,L,D,38,1,5,6,-6,12,0.16,1,6,0,0,0,0,0,1,28,3.6,16:05,--
585,Jacob Moverare,2024-25,LAK,L,D,39,1,5,6,+5,8,0.15,1,6,0,0,0,0,0,0,25,4.0,11:49,--
586,Jansen Harkins,2024-25,ANA,L,C,41,2,4,6,-6,16,0.15,2,6,0,0,0,0,0,1,32,6.3,10:52,53.7
587,Henri Jokiharju,2024-25,BUF,R,D,42,3,3,6,+6,12,0.14,3,6,0,0,0,0,0,2,44,6.8,16:18,--
588,Oliver Wahlstrom,2024-25,"NYI, BOS",R,R,43,3,3,6,-6,37,0.14,3,5,0,1,0,0,0,1,54,5.6,10:14,75.0
589,Troy Stecher,2024-25,EDM,R,D,46,3,3,6,-4,27,0.13,3,6,0,0,0,0,0,0,36,8.3,13:51,--
590,Ty Dellandrea,2024-25,SJS,R,C,46,1,5,6,-18,33,0.13,1,6,0,0,0,0,0,0,31,3.2,11:37,52.5
591,Arber Xhekaj,2024-25,MTL,L,D,56,1,5,6,-7,87,0.11,1,6,0,0,0,0,0,0,59,1.7,15:07,--
592,Brayden Pachal,2024-25,CGY,R,D,59,2,4,6,-2,80,0.10,2,5,0,0,0,1,0,0,47,4.3,14:29,--
593,Boone Jenner,2024-25,CBJ,L,C,3,0,5,5,+6,0,1.67,0,5,0,0,0,0,0,0,8,0.0,17:37,55.0
594,Seamus Casey,2024-25,NJD,R,D,10,4,1,5,+5,0,0.50,2,3,2,2,0,0,0,1,9,44.4,11:57,--
595,Colton Dach,2024-25,CHI,L,C,15,2,3,5,+1,4,0.33,2,5,0,0,0,0,0,0,20,10.0,11:21,55.6
596,Vittorio Mancini,2024-25,"NYR, VAN",R,D,16,1,4,5,-3,2,0.31,1,5,0,0,0,0,0,0,20,5.0,15:01,--
597,Lian Bichsel,2024-25,DAL,L,D,18,2,3,5,+6,14,0.28,2,5,0,0,0,0,0,1,15,13.3,15:04,--
598,Vincent Hinostroza,2024-25,"NSH, MIN",R,C,19,3,2,5,-1,6,0.26,1,3,2,2,0,0,0,1,24,12.5,12:32,40.0
599,Daniel Sprong,2024-25,"VAN, SEA",R,R,19,2,3,5,-1,2,0.26,1,4,1,1,0,0,0,1,31,6.5,12:02,0.0
600,Jack Thompson,2024-25,SJS,R,D,20,2,3,5,-7,8,0.25,2,2,0,3,0,0,0,0,26,7.7,16:11,--
601,Jordan Oesterle,2024-25,BOS,L,D,21,0,5,5,+2,2,0.24,0,5,0,0,0,0,0,0,19,0.0,17:34,--
602,Kaedan Korczak,2024-25,VGK,R,D,21,0,5,5,+4,0,0.24,0,5,0,0,0,0,0,0,18,0.0,14:33,--
603,Vladislav Kolyachonok,2024-25,UTA,L,D,23,2,3,5,-7,2,0.22,2,5,0,0,0,0,0,1,12,16.7,12:20,--
604,Marc Del Gaizo,2024-25,NSH,L,D,23,1,4,5,0,17,0.22,1,5,0,0,0,0,0,0,33,3.0,15:51,--
605,Adam Wilsby,2024-25,NSH,L,D,23,1,4,5,+3,6,0.22,1,5,0,0,0,0,0,0,33,3.0,18:06,--
606,Klim Kostin,2024-25,SJS,L,C,27,1,4,5,-4,25,0.19,1,5,0,0,0,0,0,0,19,5.3,10:25,37.5
607,David Gustafsson,2024-25,WPG,L,C,28,1,4,5,+9,7,0.18,1,5,0,0,0,0,0,0,25,4.0,8:57,48.7
608,Derek Ryan,2024-25,EDM,R,C,33,1,4,5,-5,12,0.15,1,5,0,0,0,0,0,0,17,5.9,9:25,60.3
609,Isaiah George,2024-25,NYI,L,D,33,1,4,5,-3,6,0.15,1,5,0,0,0,0,0,1,26,3.9,15:39,--
610,Jack Johnson,2024-25,CBJ,L,D,34,0,5,5,-6,2,0.15,0,5,0,0,0,0,0,0,18,0.0,12:46,--
611,Nils Lundkvist,2024-25,DAL,R,D,39,0,5,5,+4,20,0.13,0,5,0,0,0,0,0,0,52,0.0,15:01,--
612,Mathew Dumba,2024-25,DAL,R,D,40,0,5,5,-3,52,0.13,0,5,0,0,0,0,0,0,30,0.0,15:02,--
613,Sam Lafferty,2024-25,BUF,R,C,40,2,3,5,-6,22,0.13,2,5,0,0,0,0,0,0,29,6.9,9:46,51.1
614,Justin Dowling,2024-25,NJD,L,C,41,2,3,5,-1,4,0.12,2,5,0,0,0,0,0,0,23,8.7,9:50,47.4
615,Juuso Välimäki,2024-25,UTA,L,D,43,2,3,5,-5,14,0.12,2,5,0,0,0,0,0,0,40,5.0,16:33,--
616,Kevin Rooney,2024-25,CGY,L,C,48,4,1,5,-6,14,0.10,4,5,0,0,0,0,0,0,36,11.1,9:26,47.3
617,Justin Holl,2024-25,DET,R,D,51,1,4,5,-8,12,0.10,1,5,0,0,0,0,0,0,22,4.6,14:45,--
