Player,Team,PPG,APG,RPG,3PM,Games
Clinton Efinda,UNCG,7.0,1.5,1.0,2.0,2
Domas Kauzonas,UNCG,11.0,0.5,6.0,0.0,2
Donald Whitehead Jr.,UNCG,12.0,2.5,2.0,2.0,2
Justin Neely,UNCG,14.0,7.0,10.0,0.5,2
KJ Younger,UNCG,12.5,0.5,2.0,2.5,2
Landon King,UNCG,3.0,0.0,1.0,1.0,1
Lilian Marville,UNCG,12.0,2.0,2.5,1.0,2
Noah Norgaard,UNCG,3.5,0.5,2.5,1.0,2
Ariik Mawien,UNCO,11.0,1.0,4.0,2.0,2
Brock Wisne,UNCO,13.0,4.0,4.0,1.0,2
Chancellor White,UNCO,6.5,1.0,2.5,0.5,2
Egan Shields,UNCO,5.5,1.5,6.5,0.0,2
Hunter Caldwell,UNCO,4.5,1.0,1.5,0.5,2
Ibu Yamazaki,UNCO,10.0,1.0,4.0,3.0,2
Quinn Denker,UNCO,9.5,8.5,5.0,1.0,2
Ring Nyeri,UNCO,9.5,0.5,6.0,0.5,2
Tanner Braketa,UNCO,4.0,0.5,1.0,1.0,2
Vincent Delano,UNCO,3.5,1.5,4.5,0.5,2
William Humer,UNCO,3.0,1.0,2.0,0.0,2
Zach Bloch,UNCO,16.0,2.5,1.0,4.5,2
Christian May,UNCW,6.5,0.0,4.0,1.5,2
Gavin Walsh,UNCW,6.5,1.0,5.0,0.0,2
Grady Whitt,UNCW,1.0,0.0,0.0,0.0,1
Greedy Williams,UNCW,14.5,3.5,4.5,0.5,2
JoJo Fullwood,UNCW,0.0,0.0,0.0,0.0,1
Madison Durr,UNCW,13.5,2.5,5.0,0.5,2
Makel Smith,UNCW,2.0,0.0,0.0,0.0,1
Makoi Mabor Makoi,UNCW,1.0,0.5,2.0,0.0,2
Noah Ross,UNCW,10.0,2.0,4.5,0.5,2
Nolan Hodge,UNCW,21.0,2.0,4.0,4.0,2
Patrick Wessler,UNCW,17.0,1.5,12.0,0.0,2
Anthony Doppler,UND,0.0,0.5,1.0,0.0,2
Anthony Smith III,UND,13.333333,4.6666665,2.0,0.33333334,3
Eli King,UND,11.666667,1.6666666,4.3333335,1.0,3
Garrett Anderson,UND,8.333333,1.3333334,2.6666667,0.6666667,3
George Natsvishvili,UND,6.6666665,0.6666667,4.3333335,0.0,3
Greyson Uelmen,UND,12.0,3.3333333,2.6666667,1.0,3
Josh Jones,UND,5.3333335,1.6666666,3.6666667,0.0,3
Marley Curtis,UND,2.3333333,0.0,2.6666667,0.33333334,3
Matthew Bothun,UND,0.0,0.0,0.33333334,0.0,3
Micah Curtis,UND,3.0,1.0,1.0,0.0,1
Reggie Thomas,UND,1.0,0.0,0.5,0.0,2
Ryan Erikson,UND,4.0,0.0,1.0,0.0,1
Zach Kraft,UND,9.666667,1.0,0.6666667,3.0,3
Alex Vargo,UNF,0.0,0.0,0.0,0.0,1
BJ Plummer,UNF,2.0,0.0,1.0,0.0,1
Dalton Gayman,UNF,9.0,0.0,3.0,0.0,1
Dante Oliver,UNF,7.0,0.0,5.0,1.0,1
Devin Hines,UNF,6.0,2.0,2.0,0.0,1
Gabe Jacobs,UNF,0.0,0.0,0.0,0.0,1
Kamrin Oriol,UNF,19.0,0.0,2.0,3.0,1
Kent Jackson,UNF,6.0,0.0,0.0,2.0,1
Mason Lee,UNF,2.0,0.0,4.0,0.0,1
Nestor Dyachok,UNF,0.0,0.0,0.0,0.0,1
Trey Cady,UNF,13.0,0.0,5.0,1.0,1
Antoni Siewruk,UNH,2.0,1.0,2.0,0.0,2
Belal El Shakery,UNH,10.333333,2.0,8.666667,0.6666667,3
Comeh Emuobor,UNH,9.333333,0.33333334,3.3333333,0.6666667,3
Davide Poser,UNH,3.6666667,1.3333334,3.0,1.0,3
Dylan Saunders,UNH,4.5,0.5,1.5,1.5,2
Giannos Xanthopoulos,UNH,5.0,0.6666667,4.6666665,0.33333334,3
Jack Graham,UNH,11.0,0.6666667,2.3333333,2.0,3
John Squire,UNH,5.0,1.0,6.0,0.33333334,3
Jon O'Neill,UNH,1.3333334,0.0,5.0,0.0,3
KiJan Robinson,UNH,13.666667,4.6666665,1.0,1.0,3
Myles Blackley,UNH,2.0,0.5,1.0,0.0,2
Nick Sanford,UNH,0.0,0.0,0.0,0.0,1
R.J. Kennedy,UNH,8.333333,0.6666667,2.3333333,2.3333333,3
Tyler Bike,UNH,2.0,1.3333334,0.33333334,0.6666667,3
Ben Schwieger,UNI,10.0,1.5,5.0,0.5,2
Chase Courbat,UNI,2.0,0.0,0.0,0.0,1
Geon Hutchins,UNI,2.0,0.5,1.0,0.0,2
Hunter Jacobson,UNI,0.0,0.0,1.0,0.0,1
Ismael Diouf,UNI,0.0,1.5,1.0,0.0,2
Kyle Pock,UNI,4.5,0.0,0.0,1.5,2
Leon Bond III,UNI,17.0,3.0,2.0,3.5,2
Max Weisbrod,UNI,7.5,2.0,2.5,2.0,2
RJ Taylor,UNI,2.5,0.5,1.5,0.5,2
Trey Campbell,UNI,10.0,5.0,3.5,2.0,2
Tristan Smith,UNI,13.0,3.5,4.5,0.0,2
Will Hornseth,UNI,8.0,1.0,3.5,0.0,2
Al Green,UNLV,9.5,2.5,2.5,1.5,2
Dravyn Gibbs-Lawhorn,UNLV,15.5,1.5,1.5,1.5,2
Howie Fleming Jr.,UNLV,9.5,4.5,4.5,0.5,2
Jacob Bannarbie,UNLV,9.5,2.0,6.0,0.0,2
Jalen Cunningham,UNLV,0.0,0.0,0.0,0.0,1
Kimani Hamilton,UNLV,16.0,2.0,5.5,1.0,2
Ladji Dembele,UNLV,8.0,1.5,4.5,1.0,2
Naas Cunningham,UNLV,16.0,2.5,2.0,2.0,2
Tyrin Jones,UNLV,6.0,3.0,6.0,0.0,2
Walter Brown,UNLV,1.0,0.0,1.0,0.0,2
Antonio Chol,UNM,8.0,0.0,2.0,1.0,2
Chris Howell,UNM,4.5,4.0,2.5,0.5,2
Deyton Albury,UNM,10.5,2.0,5.0,0.5,2
JT Rock,UNM,4.0,0.0,3.0,0.5,2
Jake Hall,UNM,11.5,2.0,2.5,1.5,2
Kevin Patton Jr.,UNM,1.5,1.0,1.0,0.0,2
Luke Haupt,UNM,3.0,1.5,5.0,0.0,2
Milos Vicentic,UNM,2.5,0.5,0.5,0.5,2
Tajavis Miller,UNM,7.5,0.5,1.5,1.5,2
Timéo Pons,UNM,0.0,0.0,0.5,0.0,2
Tomislav Buljan,UNM,12.5,1.0,9.5,0.0,2
Uriah Tenette,UNM,9.5,2.5,1.0,1.0,2
Churchill Abass,UNO,7.0,0.5,6.0,0.0,2
Coleton Benson,UNO,16.0,0.5,4.0,3.0,2
Enzo Boudouma,UNO,6.0,0.5,2.0,1.0,2
Grant Kemp,UNO,2.0,0.0,0.0,0.0,1
Irish Coquia,UNO,0.0,1.0,0.0,0.0,2
Jakevion Buckley,UNO,12.5,5.0,5.5,0.5,2
Jamal Chretien II,UNO,0.0,0.0,1.0,0.0,1
Kedrick Osby,UNO,7.5,0.0,2.0,1.0,2
MJ Thomas,UNO,7.5,1.0,6.0,0.0,2
Panagiotis Pagonis,UNO,4.5,1.5,4.0,0.5,2
TJ Cope,UNO,6.0,0.5,4.5,0.5,2
William Patterson,UNO,0.0,0.0,1.5,0.0,2
Buddy Hammer Jr.,UNT,0.0,0.5,1.0,0.0,2
Cahmai Crosby,UNT,3.6666667,0.6666667,1.6666666,1.0,3
Cole Franklin,UNT,2.6666667,1.3333334,4.0,0.0,3
Curtis Stinson Jr.,UNT,2.6666667,1.0,0.0,0.0,3
David Terrell Jr.,UNT,9.333333,4.3333335,2.6666667,0.6666667,3
Demarion Watson,UNT,3.0,1.6666666,3.6666667,0.33333334,3
Dylan Arnett,UNT,9.333333,1.3333334,3.3333333,0.0,3
EJ Horton,UNT,7.0,0.33333334,1.3333334,1.3333334,3
Je'Shawn Stevenson,UNT,14.666667,0.33333334,3.6666667,1.6666666,3
Josiah Shackleford,UNT,8.0,0.0,2.3333333,0.0,3
Reece Robinson,UNT,5.0,0.0,3.0,0.33333334,3
Will McClendon,UNT,12.0,3.3333333,5.0,2.0,3
Breylin Garcia,UPST,6.6666665,2.0,4.3333335,0.0,3
CJ Rich,UPST,5.0,0.0,2.0,1.0,1
Carmelo Adkins,UPST,14.666667,0.33333334,5.3333335,2.6666667,3
Chico Johnson,UPST,3.0,0.0,2.0,1.0,1
Coen Collier,UPST,2.6666667,0.33333334,5.3333335,0.0,3
Isaiah Skinner,UPST,2.0,3.0,1.6666666,0.33333334,3
Jafeth Martinez,UPST,3.6666667,0.0,4.6666665,0.0,3
Kanye Jones,UPST,8.5,0.5,0.5,0.5,2
Karmani Gregory,UPST,16.333334,2.0,2.6666667,2.3333333,3
Learic Davis,UPST,8.333333,0.33333334,2.3333333,0.6666667,3
Mason Bendinger,UPST,11.666667,0.33333334,2.3333333,0.33333334,3
Nic Book,UPST,4.0,1.0,3.5,0.0,2
Tyler Smith,UPST,5.3333335,2.0,4.3333335,0.33333334,3
Alex Crawford,URI,5.0,0.5,2.5,0.0,2
Barrett Loer,URI,2.0,1.0,1.0,0.0,1
Damone King,URI,2.5,0.0,0.5,0.5,2
Jahmere Tripp,URI,14.5,3.5,3.5,1.0,2
Jalen Harper,URI,0.0,0.0,1.0,0.0,1
Jonah Hinton,URI,15.5,2.5,2.0,3.0,2
Keeyan Itejere,URI,11.5,0.5,5.0,0.0,2
Mouhamed Sow,URI,6.0,0.5,8.0,0.5,2
Myles Corey,URI,7.0,1.0,2.0,0.5,2
RJ Johnson,URI,1.0,5.0,1.5,0.0,2
Tyler Cochran,URI,15.0,2.0,6.0,1.5,2
Adam Olsen,USA,12.0,0.6666667,2.6666667,2.0,3
Brian Hawthorne,USA,4.3333335,1.3333334,1.3333334,0.33333334,3
Chaze Harris,USA,9.666667,5.6666665,3.6666667,0.0,3
Hantz Louis-Jeune,USA,8.0,0.0,2.0,1.3333334,3
JJ Wheat,USA,3.3333333,0.6666667,1.0,0.33333334,3
Jayden Cooper,USA,15.666667,1.3333334,2.0,2.0,3
John Broom,USA,1.0,0.33333334,2.6666667,0.33333334,3
Peyton Law,USA,19.0,1.6666666,7.6666665,0.0,3
Randy Brady,USA,7.6666665,2.0,7.6666665,1.0,3
Stephen Williams,USA,3.0,0.0,6.0,0.0,3
Amarion Dickerson,USC,4.0,2.0,1.5,0.0,2
Brit Burden,USC,0.0,0.0,0.0,0.0,1
Chad Baker-Mazara,USC,19.0,2.0,7.0,2.5,2
EJ Neal Jr.,USC,1.0,0.0,0.5,0.0,2
Ezra Ausar,USC,19.0,2.0,4.5,0.0,2
Gabe Dynes,USC,1.0,0.0,2.5,0.0,2
Jacob Cofie,USC,16.5,3.5,10.0,0.5,2
Jaden Brownell,USC,11.5,1.0,3.0,1.5,2
Jerry Easter II,USC,4.0,3.5,7.0,0.0,2
Jonah Goorin,USC,0.0,0.0,0.0,0.0,1
Jordan Marsh,USC,5.5,3.0,1.5,1.5,2
Patrick O'Brien,USC,0.0,0.0,0.0,0.0,1
Rodney Rice,USC,17.5,6.0,4.0,2.0,2
Ryan Cornish,USC,0.0,1.0,0.5,0.0,2
Terrance Williams II,USC,5.0,0.0,3.5,0.5,2
Adrian McIntyre,USD,8.5,2.5,1.0,1.0,2
Assane Diop,USD,6.0,2.5,6.0,0.0,2
Brandon Benjamin,USD,4.0,0.5,3.0,0.0,2
Caleb Versher,USD,2.5,1.5,2.0,0.5,2
D'Arrae Goodwin,USD,6.5,2.0,3.0,1.5,2
Dominique Ford,USD,5.5,0.0,3.0,0.0,2
Emmanuel Callas,USD,0.0,0.0,1.0,0.0,1
Josh Hecht,USD,0.0,0.0,1.0,0.0,1
Juanse Gorosito,USD,11.5,2.5,3.0,2.0,2
Neel Beniwal,USD,0.0,0.0,1.0,0.0,1
Nick Del Bosque,USD,0.0,0.0,0.0,0.0,1
Piotr Winkowski,USD,2.0,1.0,4.5,0.0,2
Tim Moore Jr.,USD,10.5,0.0,1.5,0.0,2
Toneari Lane,USD,13.0,0.5,1.5,4.0,2
Ty-Laur Johnson,USD,3.0,4.0,0.5,1.0,2
Vuk Boskovic,USD,5.0,1.5,2.0,0.5,2
Adriel Nyorha,USF,0.0,1.0,0.0,0.0,1
CJ Brown,USF,16.0,3.0,3.5,0.0,2
Caleb Sanders,USF,4.0,2.0,2.5,0.0,2
Daimion Collins,USF,1.5,0.0,3.5,0.0,2
Devin Haid,USF,2.0,0.0,1.0,0.0,1
Gavin Hightower,USF,1.0,1.0,1.0,0.0,1
Isaiah Jones,USF,9.5,0.5,3.5,1.0,2
Izaiyah Nelson,USF,15.0,0.0,8.5,0.0,2
Joseph Pinion,USF,8.0,1.0,6.0,1.0,2
Josh Omojafo,USF,25.0,4.0,6.0,2.0,2
Tristan Beckford,USF,3.0,0.0,2.0,1.0,1
Wes Enis,USF,12.5,2.0,1.0,2.5,2
Xavier Brown,USF,4.0,2.0,0.5,1.0,2
Brewer Carruth,USM,2.0,0.33333334,1.3333334,0.0,3
Chiante' Tramble,USM,5.5,0.5,1.5,1.5,2
Curt Lewis,USM,4.3333335,1.0,2.0,1.0,3
Dalyn Brandon,USM,10.0,1.0,2.0,2.0,1
Djahi Binet,USM,5.0,1.0,4.0,0.0,3
Dylan Brumfield,USM,2.6666667,3.0,2.0,0.0,3
EJ Paymon,USM,2.0,0.5,2.0,0.0,2
Fallou Diagne,USM,2.0,0.33333334,0.6666667,0.6666667,3
Felipe Patino,USM,7.6666665,0.0,1.6666666,2.3333333,3
IJ Ezuma,USM,3.0,0.6666667,3.3333333,0.0,3
Isaac Taveras,USM,23.0,2.0,7.0,0.6666667,3
Israel Hart,USM,10.0,2.6666667,2.0,1.3333334,3
Robert Cowherd,USM,1.0,0.0,0.6666667,0.33333334,3
Tegra Izay,USM,1.3333334,0.33333334,4.6666665,0.0,3
Tylik Weeks,USM,13.333333,2.3333333,4.6666665,0.0,3
Adlan Elamin,USU,12.0,0.0,1.0,2.0,1
Drake Allen,USU,5.5,9.0,4.0,0.0,2
Elijah Perryman,USU,8.0,5.5,2.0,1.0,2
Garry Clark,USU,11.5,0.5,12.5,0.0,2
Jordy Barnes,USU,7.0,3.0,2.0,2.0,1
Karson Templin,USU,8.0,2.0,2.5,0.0,2
Kolby King,USU,8.0,1.0,1.5,2.0,2
Luke Kearney,USU,0.0,1.0,2.0,0.0,1
MJ Collins Jr.,USU,22.5,1.0,3.5,3.5,2
Mason Falslev,USU,13.5,2.5,4.5,2.0,2
Tucker Anderson,USU,6.0,1.0,1.5,2.0,2
Zach Keller,USU,5.0,1.0,3.0,0.0,1
Alex Bossinakis,UTA,2.0,1.5,1.5,0.0,2
Amari Reed,UTA,4.0,0.0,1.6666666,0.0,3
Bahsil Laster,UTA,12.0,3.0,2.6666667,0.6666667,3
Cameron Jackson,UTA,5.3333335,0.33333334,4.3333335,0.0,3
Cash Chavis,UTA,10.666667,5.3333335,4.0,0.0,3
Jayden Smoot,UTA,5.6666665,0.6666667,3.6666667,1.6666666,3
Jordan Lowery,UTA,5.3333335,1.3333334,2.3333333,0.6666667,3
Marcell McCreary,UTA,8.0,2.3333333,4.6666665,1.3333334,3
Marcus Rigsby Jr.,UTA,4.0,1.6666666,4.0,0.6666667,3
Miles Goodman,UTA,4.6666665,0.33333334,4.3333335,0.0,3
Raysean Seamster,UTA,17.666666,1.6666666,9.0,0.0,3
Tyran Mason,UTA,9.333333,1.6666666,6.6666665,0.0,3
Don McHenry,UTAH,18.0,1.3333334,6.3333335,2.3333333,3
Elijah Moore,UTAH,0.0,0.0,0.0,0.0,1
Jacob Patrick,UTAH,6.0,0.6666667,2.0,1.6666666,3
Jahki Howard,UTAH,1.0,0.0,2.0,0.0,1
Josh Hayes,UTAH,5.3333335,0.33333334,4.3333335,0.0,3
Keanu Dawes,UTAH,12.333333,3.3333333,10.666667,0.33333334,3
Kendyl Sanders,UTAH,7.3333335,0.6666667,5.6666665,1.3333334,3
Obomate Abbey,UTAH,4.3333335,2.3333333,2.0,1.0,3
Seydou Traore,UTAH,11.0,2.0,4.0,2.3333333,3
Terrence Brown,UTAH,23.0,4.3333335,3.3333333,0.0,3
Billy Smith,UTC,8.666667,1.3333334,1.6666666,2.6666667,3
Brennan Watkins,UTC,5.0,1.6666666,0.33333334,1.0,3
Collin Mulholland,UTC,6.0,1.0,1.0,0.0,1
Houston Holland,UTC,1.6666666,0.33333334,0.33333334,0.33333334,3
Jikari Johnson,UTC,7.6666665,1.3333334,3.0,1.3333334,3
Jordan Frison,UTC,11.0,4.0,2.0,1.3333334,3
Latif Diouf,UTC,8.0,2.0,3.6666667,0.6666667,3
Makai Richards,UTC,4.0,1.3333334,3.6666667,0.0,3
Parker Robison,UTC,2.3333333,1.3333334,1.6666666,0.33333334,3
Ryan Lopez,UTC,1.0,0.5,0.0,0.0,2
Sean Cusano,UTC,2.3333333,0.33333334,3.0,0.0,3
Tate Darner,UTC,10.0,1.0,4.6666665,3.0,3
Teddy Washington Jr.,UTC,12.333333,3.6666667,3.6666667,1.0,3
Bobby Montgomery Jr.,UTEP,1.5,0.0,1.5,0.0,2
C.J. Smith,UTEP,5.5,0.5,2.0,1.0,2
Caleb Blackwell,UTEP,8.5,3.5,2.5,0.5,2
Cassius Brooks,UTEP,8.0,2.0,2.0,1.0,2
David Tubek,UTEP,9.5,0.5,3.5,1.0,2
Elijah Jones,UTEP,14.5,0.0,4.5,0.0,2
Jamal West Jr.,UTEP,13.5,2.0,5.5,0.0,2
Jordan Hernandez,UTEP,2.0,0.5,1.0,0.0,2
KJ Thomas,UTEP,9.0,5.0,0.5,0.0,2
Kaseem Watson,UTEP,12.0,3.0,7.5,0.5,2
LA Hayes,UTEP,8.5,0.5,1.0,0.5,2
Mouhamed Mbaye,UTEP,2.5,0.0,4.5,0.0,2
Tyreese Watson,UTEP,15.0,7.0,2.0,2.0,1
AJ Hopkins,UTM,4.5,0.5,0.5,1.5,2
Afan Trnka,UTM,6.0,2.5,1.0,1.5,2
Andrija Bukumirović,UTM,20.0,0.5,7.0,3.5,2
Damien King,UTM,2.0,0.5,2.5,0.0,2
Dragos Lungu,UTM,20.0,2.0,5.0,1.0,2
Filip Petkovski,UTM,3.5,4.0,3.5,0.5,2
Filip Radaković,UTM,7.0,4.5,3.5,0.0,2
Lamine Niang,UTM,2.0,2.0,5.0,0.0,1
Luca Colceag,UTM,6.0,0.0,1.5,0.5,2
Matas Deniusas,UTM,11.0,2.0,6.0,0.5,2
Pedro Santos,UTM,5.0,0.0,3.5,0.5,2
Ty Price,UTM,8.0,1.0,1.0,2.0,1
Vladimir Khryapa,UTM,1.5,1.0,2.5,0.0,2
Austin Nunez,UTSA,8.5,2.5,1.5,0.5,2
Baboucarr Njie,UTSA,6.5,3.0,7.0,0.0,2
Brent Moss,UTSA,4.0,1.0,5.0,1.0,2
Daniel Akitoby,UTSA,2.5,0.0,2.5,0.0,2
Dorian Hayes,UTSA,10.0,1.0,1.5,2.5,2
Jackson Fazande,UTSA,0.0,0.0,0.0,0.0,1
Jamir Simpson,UTSA,14.5,2.0,5.0,3.0,2
Kaidon Rayfield,UTSA,11.5,0.5,11.0,0.5,2
LJ Brown,UTSA,0.0,2.0,3.0,0.0,1
Macaleab Rich,UTSA,15.0,3.0,4.0,0.0,1
Matheo Coffi,UTSA,6.0,1.5,3.0,0.0,2
Mo Njie,UTSA,2.5,0.0,3.0,0.5,2
Pierce Spencer,UTSA,5.0,1.5,1.0,0.0,2
Stanley Borden,UTSA,0.0,0.0,2.5,0.0,2
Boston Harker,UTU,3.0,0.75,1.75,0.0,4
Britton Berrett,UTU,3.25,1.0,1.25,0.75,4
Chance Trujillo,UTU,13.75,3.0,6.75,2.25,4
Dallin Grant,UTU,2.0,0.0,3.0,0.0,2
Dario Domingos,UTU,3.3333333,0.0,2.0,0.0,3
Ethan Potter,UTU,16.25,1.25,6.5,0.0,4
Jusaun Holt,UTU,9.25,2.0,5.25,1.5,4
Madiba Owona,UTU,9.0,0.6666667,3.6666667,1.0,3
Noah Bolanga,UTU,11.75,1.25,5.5,2.0,4
Preston Vandermyde,UTU,2.0,1.0,1.0,0.0,1
Samuel Ariyibi,UTU,2.5,1.0,3.25,0.0,4
Tanner Davis,UTU,10.5,0.5,3.75,0.25,4
Carter Lang,UVA,0.0,0.5,0.0,0.0,2
Chance Mallory,UVA,10.0,2.5,4.5,2.0,2
Dallin Hall,UVA,4.0,6.0,4.0,1.0,2
Desmond Roberts,UVA,0.0,0.0,1.0,0.0,2
Elijah Gertrude,UVA,2.0,0.0,0.5,0.0,2
Jacari White,UVA,10.0,1.5,4.0,2.5,2
Johann Grunloh,UVA,8.0,1.0,9.0,0.0,2
Malik Thomas,UVA,9.5,4.0,3.0,1.5,2
Martin Carrere,UVA,1.0,0.0,0.5,0.0,2
Owen Odom,UVA,1.0,0.0,0.0,0.0,2
Sam Lewis,UVA,10.5,0.5,5.0,2.0,2
Thijs De Ridder,UVA,20.5,2.0,7.5,2.0,2
Ugonna Onyenso,UVA,7.5,0.0,6.0,0.0,2
Ben Johnson,UVM,8.333333,1.0,2.6666667,2.3333333,3
Ben Michaels,UVM,2.0,0.33333334,3.3333333,0.0,3
Ben Wesson,UVM,13.0,1.0,1.0,2.0,1
David Simon,UVM,6.6666665,0.0,4.0,0.0,3
Drew Bessette,UVM,2.0,0.0,4.0,0.0,1
Jackson Skipper,UVM,5.0,0.6666667,2.0,1.0,3
Lucas Mari,UVM,8.0,5.0,7.6666665,1.3333334,3
Momo Nkugwa,UVM,3.0,1.6666666,2.0,0.33333334,3
Noah Barnett,UVM,8.666667,0.0,5.0,0.0,3
Sean Blake,UVM,5.3333335,4.6666665,4.3333335,0.0,3
Sincere Clemons,UVM,0.0,0.0,0.0,0.0,1
TJ Hurley,UVM,15.0,1.0,3.3333333,1.6666666,3
TJ Long,UVM,25.333334,2.3333333,6.3333335,4.3333335,3
AJ Riggs,UVU,2.0,0.0,0.0,0.0,1
Braden Housley,UVU,5.5,3.0,2.5,0.0,2
Hayden Welling,UVU,9.0,1.0,6.0,0.0,2
Isaac Davis,UVU,10.0,3.0,2.0,0.5,2
Isaac Hawkins,UVU,11.0,1.0,7.0,0.5,2
Jackson Holcombe,UVU,20.5,3.0,7.0,0.0,2
Joul Karram,UVU,1.0,0.0,1.0,0.0,2
Noah Taitz,UVU,6.0,1.0,1.0,1.0,2
Sherman Weatherspoon IV,UVU,4.5,0.5,1.0,1.5,2
Trevan Leonhardt,UVU,11.0,6.5,4.5,1.5,2
Tyler Hendricks,UVU,11.0,1.0,5.0,3.0,2
Tyler Medaris,UVU,2.5,0.0,2.5,0.0,2
Tyler Weaver,UVU,3.5,1.5,4.0,0.5,2
Brody Whitaker,VAL,4.0,1.0,2.5,1.0,2
Camden Webster,VAL,0.0,0.0,0.0,0.0,1
Carter Hopoi,VAL,6.0,0.5,3.0,0.0,2
Isaiah Barnes,VAL,8.5,1.0,6.0,0.5,2
JT Pettigrew,VAL,9.0,0.0,5.0,0.5,2
Joe Vick,VAL,0.0,0.0,1.0,0.0,1
Justus McNair,VAL,2.5,1.0,2.0,0.0,2
Kyonte Thomas,VAL,0.0,0.0,0.0,0.0,1
Mark Brown Jr.,VAL,6.5,1.5,0.5,2.0,2
Nick Lombardi,VAL,0.0,0.0,0.0,0.0,1
Owen Dease,VAL,4.5,1.5,4.0,0.5,2
Rakim Chaney,VAL,13.5,2.5,1.5,2.0,2
Sader Servilus,VAL,1.5,0.0,0.0,0.5,2
Shon Tupuola,VAL,4.5,0.5,4.5,0.0,2
Tucker Tornatta,VAL,2.0,0.0,2.5,0.5,2
AK Okereke,VAN,11.5,1.0,0.0,1.5,2
Chandler Bing,VAN,1.5,0.0,0.5,0.0,2
Coleson Messer,VAN,0.0,0.0,0.0,0.0,1
Devin McGlockton,VAN,5.0,1.5,9.0,0.0,2
Duke Miles,VAN,15.0,6.0,2.0,2.5,2
Frankie Collins,VAN,10.5,5.5,4.5,0.5,2
Jalen Washington,VAN,7.5,1.5,4.0,0.0,2
Jayden Leverett,VAN,0.0,0.0,0.5,0.0,2
Jaylon Dean-Vines,VAN,4.0,0.0,2.0,0.0,1
Mike James,VAN,0.0,0.0,2.0,0.0,1
Miles Keeffe,VAN,3.0,0.0,0.0,1.0,1
Tyler Harris,VAN,14.5,1.0,3.5,2.0,2
Tyler Nickel,VAN,18.5,1.5,3.0,5.0,2
Tyler Tanner,VAN,17.5,2.5,2.5,3.5,2
Ahmad Nowell,VCU,8.5,1.0,1.5,1.0,2
Barry Evans,VCU,5.5,3.0,5.5,0.5,2
Brandon Jennings,VCU,11.0,4.0,4.5,0.5,2
Christian Fermin,VCU,0.0,1.0,3.5,0.0,2
Jadrian Tracey,VCU,14.5,3.0,4.0,3.0,2
Jordan Tillery,VCU,4.0,1.0,1.0,0.0,1
Jordann Dumont,VCU,0.0,0.0,0.0,0.0,1
Keyshawn Mitchell,VCU,0.0,0.0,1.0,0.0,1
Lazar Djokovic,VCU,10.5,0.5,5.0,1.0,2
Michael Belle,VCU,8.0,1.0,4.5,1.0,2
Nyk Lewis,VCU,14.5,2.5,3.5,2.5,2
Terrence Hill Jr.,VCU,10.0,3.0,2.0,2.5,2
Tyrell Ward,VCU,11.0,0.0,2.0,1.0,1
Acaden Lewis,VILL,13.0,3.5,3.0,1.0,2
Braden Pierce,VILL,0.0,0.0,0.0,0.0,1
Bryce Lindsay,VILL,23.5,2.0,4.0,3.0,2
Chris Jeffrey,VILL,11.0,1.0,2.0,1.0,1
Devin Askew,VILL,2.5,2.0,0.0,0.0,2
Duke Brennan,VILL,12.5,2.0,17.5,0.0,2
Malachi Palmer,VILL,1.5,1.5,1.0,0.5,2
Matt Hodge,VILL,12.5,0.5,3.0,1.5,2
Tafara Gapare,VILL,1.0,0.5,2.5,0.0,2
Tyler Perkins,VILL,8.0,2.0,5.0,0.5,2
AJ Clark,VMI,6.6666665,2.6666667,6.0,1.3333334,3
Branford Edmonds III,VMI,4.0,0.0,2.0,0.0,1
Cal Liston,VMI,7.0,1.0,4.3333335,1.6666666,3
Jaylen Pazon,VMI,7.0,1.3333334,2.6666667,0.33333334,3
Kaden Stuckey,VMI,2.6666667,1.0,4.0,0.0,3
Linus Holmstrom,VMI,6.6666665,1.0,1.3333334,2.0,3
Mario Tatum Jr.,VMI,14.333333,0.0,1.3333334,3.0,3
TJ Johnson,VMI,27.333334,2.3333333,10.333333,4.0,3
Tan Yildizoglu,VMI,7.3333335,6.3333335,2.6666667,0.6666667,3
Walker Andrews,VMI,9.0,0.6666667,1.3333334,2.0,3
Amani Hansberry,VT,18.0,2.0,12.0,2.0,2
Antonio Dorn,VT,0.0,0.0,1.0,0.0,1
Ben Hammond,VT,8.5,2.5,1.5,0.5,2
Christian Gurdak,VT,5.0,0.0,2.5,0.0,2
Izaiah Pasha,VT,3.0,0.0,0.0,0.0,2
Jaden Schutt,VT,8.0,0.5,1.5,2.0,2
Jailen Bedford,VT,15.5,0.5,4.0,2.0,2
Neoklis Avdalas,VT,20.5,7.5,4.0,3.0,2
Sin'Cere Jones,VT,0.0,0.0,1.0,0.0,1
Tobi Lawal,VT,13.5,0.5,12.5,0.0,2
Tyler Johnson,VT,10.5,4.0,5.0,1.0,2
Cade Haskins,W&M,7.5,0.5,4.5,1.0,2
Chase Lowe,W&M,8.0,5.5,5.0,0.0,2
Colin Ndaw,W&M,5.0,2.0,2.0,0.0,1
Finn Lally,W&M,4.0,0.5,3.0,0.5,2
Jhei-R Jones,W&M,9.5,1.0,3.0,1.0,2
Jo'el Emanuel,W&M,7.5,1.5,5.0,0.5,2
Kaleb Spencer,W&M,4.0,2.0,4.0,0.0,1
Kilian Brockhoff,W&M,11.0,2.5,6.0,1.0,2
