Player,Team,PPG,APG,RPG,3PM,Games
Jeremy Fears Jr.,MSU,9.0,9.5,4.0,0.0,2
Jesse McCulloch,MSU,2.0,0.0,0.0,0.0,2
Jordan Scott,MSU,6.0,0.5,6.5,0.0,2
Kur Teng,MSU,3.0,0.5,1.5,1.0,2
Trey Fort,MSU,7.0,0.5,2.5,1.5,2
Calum Rutherfurd,MTST,0.0,1.0,2.0,0.0,1
Cavin Holden,MTST,9.0,2.6666667,1.3333334,1.6666666,3
Chris Hodges,MTST,5.3333335,1.3333334,2.0,0.0,3
Christian King,MTST,11.333333,1.3333334,2.3333333,2.3333333,3
Davian Brown,MTST,15.666667,1.6666666,2.6666667,2.6666667,3
Grayson Gaddis,MTST,7.0,0.0,3.0,1.0,1
Howie Keene,MTST,8.0,1.0,3.0,2.0,1
Jaden Steppe,MTST,7.0,1.6666666,4.3333335,0.33333334,3
Jed Miller,MTST,14.0,2.6666667,5.3333335,3.0,3
Jeremiah Davis,MTST,5.0,1.3333334,0.6666667,0.33333334,3
Patrick McMahon,MTST,17.5,1.0,3.0,1.0,2
Waka Mbatch,MTST,4.3333335,0.0,4.0,0.0,3
Alec Oglesby,MTSU,11.5,2.0,3.0,2.5,2
Chris Loofe,MTSU,12.0,1.0,9.0,1.0,2
Jahvin Carter,MTSU,13.0,5.5,1.5,1.5,2
James Dent Jr.,MTSU,7.5,2.5,5.5,2.0,2
Jarred Hall,MTSU,4.5,2.0,3.5,0.5,2
Kamari Lands,MTSU,15.0,3.0,4.5,1.5,2
Luka Jovanovic,MTSU,5.0,0.0,4.0,0.5,2
Marcus Whitlock Jr.,MTSU,3.5,0.5,1.5,0.5,2
Savon Wykle,MTSU,10.0,1.0,2.0,2.0,1
Sean Smith,MTSU,9.5,4.0,3.0,1.5,2
Torey Alston,MTSU,8.0,1.5,6.0,0.0,2
Tre Green,MTSU,10.0,2.0,2.0,3.0,2
Brayden Shorter,MUR,10.5,1.0,3.5,3.5,2
Brock Vice,MUR,5.0,0.0,2.0,1.0,1
Dylan Anderson,MUR,6.0,1.0,6.0,0.0,2
Fred King,MUR,13.0,1.0,6.0,0.0,1
JJ Traynor,MUR,8.0,0.5,3.5,0.0,2
Javon Jackson,MUR,16.0,2.0,0.5,2.0,2
KJ Tenner,MUR,5.0,3.0,2.0,0.5,2
Layne Taylor,MUR,10.0,5.5,4.0,1.5,2
Mason Miller,MUR,12.0,1.5,7.0,2.5,2
Mathis Courbon,MUR,7.0,2.0,0.5,1.0,2
Roman Domon,MUR,13.0,2.5,5.0,0.5,2
Antonio Sisk,MVSU,5.0,3.5,1.5,1.0,2
Chance Sutton,MVSU,1.0,0.0,2.6666667,0.0,3
Daniel Mayfield,MVSU,10.666667,1.0,7.0,0.6666667,3
Delkedric Holmes,MVSU,3.0,2.0,2.0,0.0,3
Jonathan Pace,MVSU,0.0,0.0,0.0,0.0,1
Lamont Sams,MVSU,8.0,0.33333334,4.6666665,0.6666667,3
Michael James,MVSU,24.666666,2.6666667,5.6666665,4.0,3
Mussa Mzein,MVSU,2.3333333,0.6666667,2.0,0.33333334,3
Patrick Punch,MVSU,8.333333,2.3333333,1.6666666,1.0,3
Samuel Murray,MVSU,5.3333335,1.0,4.6666665,0.0,3
Tyrone Iroghama,MVSU,4.0,0.6666667,2.6666667,0.0,3
Arne Osojnik,NAU,12.5,3.5,4.0,1.0,2
Brennan Peterson,NAU,2.5,2.0,1.5,0.5,2
Chris Komin,NAU,2.0,0.0,1.0,0.0,1
Diego Campisano,NAU,2.5,0.5,1.0,0.0,2
Erez Poran,NAU,3.0,0.0,2.0,1.0,1
Isaiah Shaw,NAU,5.0,0.0,3.0,1.0,1
JT Amundsen,NAU,0.0,0.0,1.0,0.0,1
Karl Poom,NAU,8.0,1.0,3.5,0.5,2
Kavon Bradford,NAU,2.0,1.0,0.5,0.0,2
Oakland Fort,NAU,3.5,2.0,1.0,0.5,2
Ryan Abelman,NAU,12.5,4.0,7.5,3.0,2
Traivar Jackson,NAU,5.5,1.0,9.0,0.0,2
Zack Davidson,NAU,25.0,1.0,8.5,0.5,2
Aidan Kehoe,NAVY,12.5,1.5,3.5,0.0,2
Austin Benigni,NAVY,12.5,4.5,2.5,0.0,2
Cam Cole,NAVY,5.0,0.0,1.0,1.0,2
Cam Cormany,NAVY,0.0,0.0,0.0,0.0,1
Cooper Jackson,NAVY,1.0,0.0,0.5,0.0,2
David Burnett,NAVY,3.0,0.5,1.5,0.5,2
Donovan Draper,NAVY,8.0,2.5,6.0,0.5,2
Jerry Ashley Jr.,NAVY,0.0,0.0,0.0,0.0,1
Jinwoo Kim,NAVY,11.5,1.5,5.0,0.5,2
Jordan Pennick,NAVY,9.0,0.5,2.0,1.5,2
Matt Gaffney,NAVY,0.0,0.0,0.0,0.0,1
Mike Woods,NAVY,6.5,1.0,6.0,0.5,2
Nyles Howard,NAVY,3.0,1.0,1.0,0.0,2
Sam Krist,NAVY,0.0,0.0,0.0,0.0,1
Amadou Doumbia,NCAT,3.5,0.5,6.0,0.0,2
Brooklyn Vick,NCAT,2.5,2.0,1.0,0.0,2
Bryson Ogletree,NCAT,3.0,1.0,2.5,0.5,2
Dwayne Pierce,NCAT,4.5,1.5,1.5,1.0,2
KJ Debrick,NCAT,10.0,1.0,7.0,0.0,2
Lewis Walker,NCAT,16.0,1.5,4.0,0.0,2
Lureon Walker,NCAT,22.0,1.0,2.5,3.0,2
Mujahiid Burton,NCAT,2.0,0.0,2.0,0.0,1
Trent Middleton Jr.,NCAT,8.0,2.5,2.5,0.0,2
Will Felton,NCAT,2.0,0.0,1.5,0.0,2
Yancarlos Cueto,NCAT,0.0,0.0,0.0,0.0,1
Zamoku Weluche-Ume,NCAT,6.0,2.5,4.0,0.0,2
Dionte Johnson,NCCU,6.0,4.0,3.3333333,0.33333334,3
Gage Lattimore,NCCU,19.333334,2.3333333,2.3333333,3.0,3
Jae'Daun Slack,NCCU,0.0,0.0,0.0,0.0,3
Jonathan Dunn,NCCU,3.3333333,0.33333334,1.6666666,0.0,3
Justin Edwards,NCCU,0.0,0.33333334,1.0,0.0,3
Kelechi Okworogwo,NCCU,4.3333335,0.33333334,3.3333333,0.0,3
Khouri Carvey,NCCU,14.666667,2.6666667,9.333333,0.33333334,3
Kyric Davis,NCCU,5.0,0.33333334,2.0,0.33333334,3
Ramondo Battle II,NCCU,2.3333333,0.0,1.3333334,0.33333334,3
Ryan Archey,NCCU,2.5,0.0,1.0,0.0,2
Tekao Carpenter,NCCU,4.0,0.0,2.0,1.3333334,3
Alyn Breed,NCSU,2.0,2.0,0.0,0.0,1
Colt Langdon,NCSU,1.0,0.0,0.5,0.0,2
Darrion Williams,NCSU,16.5,6.0,4.0,2.5,2
Jerry Deng,NCSU,9.0,1.0,3.0,2.0,2
Jordan Snell,NCSU,1.5,0.0,0.0,0.5,2
Matt Able,NCSU,10.5,3.0,6.0,2.0,2
Musa Sagnia,NCSU,4.0,1.5,7.0,0.0,2
Paul McNeil Jr.,NCSU,17.0,1.0,3.5,3.5,2
Quadir Copeland,NCSU,16.5,4.0,1.5,1.5,2
Scottie Ebube,NCSU,2.0,0.0,2.5,0.0,2
Terrance Arceneaux,NCSU,1.5,1.0,2.5,0.0,2
Tre Holloman,NCSU,14.5,3.5,2.0,2.5,2
Ven-Allen Lubin,NCSU,9.0,0.5,4.5,0.0,2
Brady Koehler,ND,5.5,0.5,3.0,1.0,2
Brady Stevens,ND,2.0,0.0,0.0,0.0,1
Braeden Shrewsberry,ND,10.5,3.0,1.5,2.5,2
Carson Towt,ND,6.5,4.0,14.5,0.0,2
Cole Certa,ND,14.0,1.5,2.0,4.0,2
Garrett Sundra,ND,7.0,0.5,3.5,1.0,2
Jalen Haralson,ND,4.0,0.0,3.0,0.0,1
Kebba Njie,ND,7.0,0.0,5.0,0.0,2
Logan Imes,ND,3.5,1.5,4.0,0.5,2
Markus Burton,ND,18.5,1.5,2.0,1.5,2
Matthew MacLellan,ND,0.0,1.0,0.0,0.0,1
Ryder Frost,ND,12.5,0.5,1.5,3.0,2
Sir Mohammed,ND,7.5,3.5,3.5,0.5,2
Andy Stefonowicz,NDSU,7.0,4.5,4.0,0.0,2
Carson Smith,NDSU,4.0,0.5,2.5,0.0,2
Damari Wheeler-Thomas,NDSU,6.0,2.5,3.0,1.0,2
Emil Skytta,NDSU,2.0,0.0,1.0,0.0,2
Markhi Strickland,NDSU,17.0,1.0,4.0,0.0,2
Max Majerle,NDSU,0.0,0.0,2.5,0.0,2
Noah Feddersen,NDSU,6.5,1.5,4.0,0.5,2
Riley Massey,NDSU,0.0,0.0,0.0,0.0,1
Tay Smith,NDSU,8.0,1.5,2.5,2.0,2
Trevian Carson,NDSU,8.0,1.5,5.0,0.5,2
Treyson Anderson,NDSU,8.0,1.0,3.0,0.5,2
Haris Elezovic,NE,0.0,1.0,1.0,0.0,1
JB Frankel,NE,3.0,1.0,2.0,0.0,2
LA Pratt,NE,19.5,4.5,2.5,1.0,2
Liam Koelsch,NE,0.0,0.0,2.0,0.0,2
Luca Soroa,NE,0.0,1.0,3.0,0.0,1
Mike Loughnane,NE,4.5,2.0,0.5,0.5,2
Miles Newton,NE,9.0,1.0,4.0,1.0,2
Petar Pinter,NE,2.0,0.0,1.0,0.0,1
Ryan Williams,NE,0.0,0.0,1.0,0.0,1
Ty Francis,NE,0.0,0.0,0.5,0.0,2
William Kermoury,NE,7.0,0.5,3.5,1.5,2
Xander Alarie,NE,7.5,1.0,9.5,0.0,2
Xavier Abreu,NE,4.0,1.0,0.0,0.0,1
Youri Fritz,NE,18.0,1.0,4.5,0.5,2
Berke Buyuktuncel,NEB,7.5,3.0,5.0,0.5,2
Braden Frager,NEB,18.5,1.0,2.5,2.5,2
Cale Jacobsen,NEB,5.0,1.5,2.0,1.0,2
Connor Essegian,NEB,12.5,0.5,0.5,2.0,2
Jamarques Lawrence,NEB,9.5,4.0,2.0,2.5,2
Jared Garcia,NEB,4.5,0.0,4.5,0.5,2
Justin Bolis,NEB,1.0,0.5,0.5,0.0,2
Kendall Blue,NEB,0.0,2.0,1.0,0.0,2
Leo Curtis,NEB,4.5,0.0,1.5,0.0,2
Pryce Sandfort,NEB,11.5,2.0,3.5,3.0,2
Rienk Mast,NEB,14.0,5.5,11.5,1.0,2
Sam Hoiberg,NEB,2.5,4.5,6.0,0.5,2
Amire Robinson,NEV,5.5,0.5,3.0,0.5,2
Christopher Baudreau,NEV,2.0,0.0,0.0,0.0,1
Chuck Bailey III,NEV,12.0,1.5,3.0,2.5,2
Corey Camper Jr.,NEV,10.5,1.5,3.5,0.5,2
Elijah Price,NEV,9.5,1.5,9.0,0.0,2
Jeriah Coleman,NEV,2.0,1.0,1.0,0.0,1
Joel Armotrading,NEV,8.5,0.5,10.5,0.0,2
Kaleb Lowery,NEV,3.0,0.0,1.0,0.0,2
Myles Walker,NEV,1.0,0.5,0.0,0.0,2
Peyton White,NEV,3.0,0.0,1.0,0.0,2
Tayshawn Comer,NEV,14.5,2.0,5.0,1.0,2
Tyler Rolison,NEV,7.0,4.0,2.5,0.5,2
Vaughn Weems,NEV,1.0,0.5,1.5,0.0,2
Aidan Losiewicz,NHVN,0.0,0.0,0.5,0.0,2
Andre Pasha,NHVN,11.25,1.25,4.5,1.0,4
Dior Kennedy,NHVN,1.0,0.0,1.0,0.0,2
Jabri Fitzpatrick,NHVN,13.5,1.5,3.75,0.75,4
Kheni Briggs,NHVN,3.25,0.5,1.25,0.25,4
Kyle Kearson,NHVN,0.0,0.0,1.0,0.0,1
Maison Adeleye,NHVN,6.0,1.25,2.25,0.25,4
Najimi George,NHVN,12.75,1.0,2.5,1.25,4
Stefano Faloppa,NHVN,3.25,1.25,4.75,0.5,4
Teshaun Steele,NHVN,1.0,0.0,2.0,0.0,4
Tristan Burth,NHVN,0.0,0.0,1.0,0.0,2
Vere Anthony,NHVN,3.3333333,1.3333334,1.3333334,0.0,3
Zoumana Traore,NHVN,2.0,0.0,1.75,0.5,4
Brian Griffith,NIA,5.0,0.0,2.0,0.33333334,3
Drew Larson,NIA,1.3333334,0.0,1.3333334,0.0,3
Josiah Sabino,NIA,7.6666665,1.6666666,3.6666667,0.6666667,3
Justin Hawkins,NIA,8.333333,1.6666666,5.0,0.0,3
Justin Page,NIA,15.333333,3.0,3.0,1.6666666,3
Kabeya Tshibangu,NIA,0.6666667,0.0,1.3333334,0.0,3
Landon Williams,NIA,0.0,0.0,0.5,0.0,2
Reggie Prudhomme,NIA,7.3333335,2.3333333,4.3333335,1.3333334,3
Trenton Walters,NIA,11.0,1.6666666,2.0,1.3333334,3
Vice Zanki,NIA,4.6666665,1.0,1.6666666,0.6666667,3
Will Shortt,NIA,4.6666665,1.0,3.3333333,0.0,3
Christian Winborne,NICH,0.5,0.5,1.0,0.0,2
Domanic Betancourt,NICH,0.0,0.0,1.0,0.0,1
Grant Sanders,NICH,3.5,1.0,5.5,0.0,2
Jalik Dunkley,NICH,6.0,0.5,4.0,0.0,2
Jalin Rice,NICH,7.5,0.0,1.0,1.0,2
Jaylen Searles,NICH,11.0,1.5,4.0,0.5,2
Jordan Matthews,NICH,0.0,0.0,0.0,0.0,2
Kevin Pazmino,NICH,0.0,0.0,0.5,0.0,2
Nick Krass,NICH,0.0,0.5,1.0,0.0,2
Sincere Malone,NICH,7.0,1.0,6.0,0.0,2
Trae English,NICH,12.5,2.5,1.5,0.5,2
Zaiden Cross,NICH,0.0,0.0,2.5,0.0,2
Zee Hamoda,NICH,6.0,0.5,2.5,2.0,2
Carlos Coronado,NIU,5.0,0.6666667,0.6666667,0.6666667,3
Daemar Kelly,NIU,9.333333,2.6666667,3.3333333,1.6666666,3
Gianni Cobb,NIU,7.3333335,5.0,1.0,0.33333334,3
Gustav Winther,NIU,10.0,0.6666667,4.6666665,0.33333334,3
Hassan Washington,NIU,6.0,0.6666667,1.0,0.6666667,3
Isaiah Stewart,NIU,0.0,0.0,1.0,0.0,2
Isaiah Washington,NIU,1.0,0.5,0.0,0.0,2
JJ Taylor,NIU,8.666667,0.33333334,2.6666667,0.33333334,3
Jao Ituka,NIU,12.666667,2.0,3.0,2.3333333,3
Jaylen Wharton,NIU,3.3333333,0.0,2.3333333,0.0,3
Ladji Kante,NIU,3.3333333,0.6666667,1.3333334,0.33333334,3
Makhai Valentine,NIU,9.666667,1.0,5.0,1.6666666,3
Max Laskey,NIU,3.0,0.0,0.0,1.0,1
Taj Walters,NIU,0.6666667,0.0,1.0,0.0,3
Ari Fulton,NJIT,8.0,1.0,4.5,0.5,2
David Bolden,NJIT,15.0,1.5,6.5,3.5,2
Jeffrey Akintolu,NJIT,0.0,0.0,1.0,0.0,1
Jeremy Clayville,NJIT,3.0,1.5,1.5,0.0,2
John Kelly,NJIT,4.0,0.0,2.0,1.0,2
Jordan Rogers,NJIT,7.5,3.5,6.0,0.0,2
Malachi Arrington,NJIT,6.0,0.5,5.5,0.0,2
Melvyn Ebonkoli,NJIT,0.0,0.0,3.0,0.0,1
Quentin Duncan,NJIT,8.0,0.5,2.5,2.0,2
Rocco Awad,NJIT,8.5,0.5,1.5,2.5,2
Sebastian Robinson,NJIT,3.0,3.0,1.0,0.0,1
Zack Scherler,NJIT,1.0,0.0,1.5,0.0,2
Addison Archer,NKU,3.5,0.5,3.0,0.0,2
Bryce Darbyshire,NKU,1.5,2.0,2.0,0.0,2
Dan Gherezgher,NKU,13.5,0.5,3.5,1.5,2
Donovan Oday,NKU,14.5,1.5,4.0,1.5,2
Donovan Rakotonanahary,NKU,2.5,0.0,2.5,0.0,2
Ethan Elliott,NKU,7.0,6.0,2.5,1.0,2
Kael Robinson,NKU,18.0,1.5,5.0,4.0,2
LJ Wells,NKU,9.0,1.5,7.5,0.5,2
Mitchel Minor,NKU,5.0,0.0,0.0,1.0,1
Ryan Tolliver,NKU,2.0,1.0,5.0,0.0,1
Shawn Nelson,NKU,9.0,2.5,2.5,0.5,2
Tae Dozier,NKU,9.0,2.0,2.5,1.0,2
Anthony Wrzeszcz,NMSU,5.0,1.0,0.0,1.0,1
Augustine Ekwe,NMSU,2.0,1.0,3.0,0.0,1
Chris Terrell,NMSU,3.0,2.0,1.0,0.0,1
Cyr Malonga,NMSU,16.0,0.0,6.0,0.0,1
Elijah Elliott,NMSU,5.0,1.0,2.0,0.0,1
Gabe Pickens,NMSU,6.0,5.0,4.0,0.0,1
JaeCoby Osborne,NMSU,4.0,0.0,3.0,0.0,1
Jayland Randall,NMSU,7.0,0.0,4.0,1.0,1
Jemel Jones,NMSU,23.0,2.0,9.0,3.0,1
Julius Mims,NMSU,12.0,2.0,8.0,0.0,1
Kyrese Mullen,NMSU,0.0,0.0,2.0,0.0,1
Adrean Newton,NORF,8.0,3.3333333,3.3333333,0.6666667,3
Ahmad Torrence,NORF,1.6666666,0.0,0.6666667,0.0,3
Anthony McComb III,NORF,18.666666,1.0,4.3333335,2.3333333,3
Devon Ellis,NORF,14.333333,0.33333334,4.0,1.0,3
Dian Wright-Forde,NORF,4.5,2.0,1.5,0.0,2
Dramane Camara,NORF,0.0,0.0,1.0,0.0,1
Elijah Jamison,NORF,13.0,4.3333335,3.6666667,0.6666667,3
Jaquel Morris,NORF,1.6666666,0.0,2.6666667,0.0,3
Jordan Leaks,NORF,8.666667,2.6666667,2.3333333,1.6666666,3
Keyontae Lewis,NORF,9.333333,0.6666667,5.6666665,0.0,3
Mekhi Reid,NORF,5.0,0.0,2.5,0.0,2
Melo Baines,NORF,3.6666667,0.0,4.3333335,0.0,3
Mykel Jenkins,NORF,13.0,1.0,5.3333335,2.0,3
Angelo Ciaravino,NU,7.5,2.0,4.5,0.5,2
Arrinten Page,NU,14.0,2.3333333,9.333333,0.6666667,3
Gus Hurlburt,NU,4.0,0.0,1.0,0.0,1
Jake West,NU,3.6666667,1.3333334,0.0,0.6666667,3
Jayden Reid,NU,10.333333,6.3333335,0.6666667,0.33333334,3
Jordan Clayton,NU,0.0,1.3333334,2.6666667,0.0,3
Justin Mullins,NU,7.6666665,2.0,2.3333333,0.6666667,3
K.J. Windham,NU,4.6666665,2.0,3.0,1.3333334,3
Max Green,NU,7.0,0.6666667,2.6666667,1.6666666,3
Nick Martinelli,NU,19.333334,0.6666667,7.0,1.6666666,3
Phoenix Gill,NU,1.3333334,0.33333334,0.0,0.0,3
Tre Singleton,NU,7.6666665,1.3333334,4.0,0.33333334,3
Tyler Kropp,NU,3.3333333,0.0,2.6666667,0.0,3
CJ Larry,NWST,0.0,0.5,1.0,0.0,2
Chris Mubiru,NWST,6.0,2.0,5.0,1.0,2
Izzy Miles,NWST,5.5,0.0,1.5,0.5,2
J.C. Riley Jr.,NWST,2.0,0.5,3.0,0.0,2
Justin Redmond,NWST,8.5,2.5,3.5,2.0,2
Kordrick Turner,NWST,2.0,0.0,3.5,0.0,2
Landyn Jumawan,NWST,4.0,2.0,3.0,0.5,2
Micah Thomas,NWST,16.0,1.0,0.5,2.0,2
Moustapha Loum,NWST,5.5,0.5,0.5,0.0,2
Omar Adegbola,NWST,11.0,0.5,2.0,0.0,2
Quentin Bolton,NWST,0.0,1.0,1.0,0.0,1
Brett White II,OAK,6.0,0.5,2.5,1.5,2
Brody Robinson,OAK,11.0,4.5,1.5,2.5,2
Isaac Garrett,OAK,15.0,2.0,3.0,0.5,2
Khoi Thurmon,OAK,2.0,0.0,1.0,0.0,2
Nassim Mashhour,OAK,11.5,1.5,4.0,2.5,2
Nate Deer,OAK,0.0,0.5,0.5,0.0,2
Tuburu Naivalurua,OAK,14.5,2.0,6.0,2.0,2
Ziare Wells,OAK,17.5,1.5,9.0,0.5,2
Ben Nacey,ODU,5.0,1.0,2.0,0.0,1
CJ Parker,ODU,0.0,1.0,4.0,0.0,1
Caelum Swanton-Rodger,ODU,10.0,0.5,5.5,0.0,2
Cooper Jones,ODU,0.0,0.0,0.0,0.0,1
Donovan Raymond,ODU,2.0,0.5,2.0,0.0,2
Drew McKenna,ODU,2.5,0.0,1.5,0.5,2
Jared Turner,ODU,6.0,1.0,4.0,1.5,2
Jordan Battle,ODU,12.5,3.5,6.5,1.5,2
KC Shaw,ODU,16.5,2.0,3.5,0.0,2
LJ Thomas,ODU,14.5,4.5,4.5,1.0,2
Rieco Hellams,ODU,1.0,1.0,1.0,0.0,2
Robert Davis Jr.,ODU,2.0,2.0,1.0,0.0,1
Scottie Hubbard,ODU,5.0,0.0,2.0,1.0,2
Zacch Wiggins,ODU,9.0,1.0,3.0,1.5,2
Aidan Hadaway,OHIO,18.0,1.5,7.0,1.5,2
Ajay Sheldon,OHIO,5.0,2.0,5.0,1.0,2
Dior Conners,OHIO,6.5,2.0,2.0,1.5,2
Elijah Elliott,OHIO,6.0,2.0,1.0,0.0,1
JJ Kelly,OHIO,1.0,0.0,2.5,0.0,2
Jackson Paveletzke,OHIO,17.5,4.0,1.0,0.0,2
Jalen Breath,OHIO,10.0,0.5,3.0,0.0,2
Javan Simmons,OHIO,15.0,0.5,3.5,0.5,2
Jesse Burris,OHIO,0.0,1.0,0.0,0.0,1
Kiir Kuany,OHIO,2.5,0.0,1.0,0.0,2
Andrija Vukovic,OKST,6.5,1.0,3.0,0.0,2
Christian Coleman,OKST,15.5,0.0,7.0,2.0,2
Daniel Guetta,OKST,1.0,1.0,1.0,0.0,1
Isaiah Coleman,OKST,13.0,2.0,9.0,1.0,1
Jaylen Curry,OKST,12.5,5.0,6.0,1.0,2
Kanye Clary,OKST,4.5,4.0,3.0,1.0,2
Kirk Cole,OKST,0.0,0.0,0.0,0.0,2
Lefteris Mantzoukas,OKST,8.0,1.0,3.0,0.0,1
Mekhi Ragland,OKST,0.0,0.0,1.5,0.0,2
Parsa Fallah,OKST,13.5,0.5,7.5,0.5,2
Robert Jennings II,OKST,3.0,0.0,2.0,0.0,2
Ryan Crotty,OKST,6.5,0.5,2.0,1.5,2
Vyctorius Miller,OKST,18.0,2.5,3.5,1.0,2
Brock Scholl,OMA,6.6666665,0.33333334,4.6666665,0.0,3
Christian Richardson,OMA,2.3333333,0.0,0.6666667,0.0,3
Grant Stubblefield,OMA,7.0,2.6666667,0.6666667,0.0,3
Ja'Sean Glover,OMA,7.6666665,1.0,3.0,0.0,3
Julian Margrave,OMA,5.0,0.0,0.5,1.0,2
Kamryn Thomas,OMA,5.0,0.6666667,4.0,0.6666667,3
Khamani Cooper,OMA,6.6666665,0.6666667,0.6666667,0.33333334,3
Lance Waddles,OMA,17.333334,1.3333334,5.0,3.3333333,3
Tony Osburn,OMA,16.0,3.3333333,2.3333333,2.6666667,3
Valentino Simon,OMA,2.0,0.0,1.6666666,0.0,3
Devon Pryor,ORE,4.5,1.0,6.0,0.0,2
Dezdrick Lindsay,ORE,2.5,0.0,3.5,0.5,2
Drew Carter,ORE,0.0,1.0,0.0,0.0,1
Ege Demir,ORE,1.0,0.0,2.5,0.0,2
Jackson Shelstad,ORE,11.0,4.0,4.0,2.0,1
Kwame Evans Jr.,ORE,9.0,2.0,4.0,1.0,2
Nate Bittle,ORE,18.5,1.0,11.0,1.0,2
Oleksandr Kobzystyi,ORE,0.0,0.0,2.0,0.0,1
Sean Stewart,ORE,8.5,0.5,6.0,0.0,2
Takai Simpkins,ORE,11.5,2.5,2.5,1.0,2
Wei Lin,ORE,2.5,1.0,1.5,0.0,2
Dez White,ORST,8.0,3.5,4.0,2.0,2
Isaiah Sy,ORST,8.5,1.5,3.0,2.0,2
Johan Munch,ORST,9.5,1.0,6.5,0.0,2
Jorge Diaz Graham,ORST,3.5,0.0,0.5,0.5,2
Josiah Lake II,ORST,16.0,1.5,8.0,1.0,2
Keziah Ekissi,ORST,4.0,3.0,2.0,0.5,2
Malcolm Christie,ORST,0.0,0.0,0.0,0.0,2
Matija Samar,ORST,10.0,3.0,4.5,2.0,2
Noah Amenhauser,ORST,1.0,0.0,0.5,0.0,2
Olavi Suutela,ORST,4.5,1.0,2.5,0.0,2
Yaak Yaak,ORST,6.5,0.0,2.0,0.0,2
Aaron Jacob,ORU,4.5,0.0,2.0,0.5,2
Baron Smith Jr.,ORU,0.0,0.0,2.0,0.0,2
Cal Furnish,ORU,3.5,0.5,3.0,0.5,2
Chase Martin,ORU,3.0,0.5,3.0,0.0,2
Connor Dow,ORU,7.0,5.0,4.5,1.0,2
Jack Turner,ORU,10.5,2.0,3.5,1.5,2
Lane Sparks,ORU,9.0,1.0,2.0,1.0,1
Luke Gray,ORU,11.5,0.5,1.0,2.0,2
Martins Kilups,ORU,0.0,0.0,1.5,0.0,2
Ofri Naveh,ORU,11.0,3.5,7.0,0.5,2
Ty Harper,ORU,14.5,1.0,5.0,2.5,2
Yuto Yamanouchi-Williams,ORU,7.5,0.5,5.0,0.5,2
Amare Bynum,OSU,7.5,0.5,2.0,1.0,2
Brandon Noel,OSU,5.0,1.5,7.0,0.0,2
Braylen Nash,OSU,0.0,0.0,0.0,0.0,1
Bruce Thornton,OSU,32.0,4.5,5.0,3.5,2
Christoph Tilly,OSU,21.5,3.5,7.5,1.0,2
Colin White,OSU,1.0,0.5,0.5,0.0,2
Devin Royal,OSU,14.0,0.5,5.5,2.0,2
Gabe Cupps,OSU,2.5,1.5,4.0,0.0,2
Ivan Njegovan,OSU,1.0,1.5,3.0,0.0,2
John Mobley Jr.,OSU,17.5,6.0,2.0,3.5,2
Mathieu Grujicic,OSU,1.5,0.0,0.0,0.5,2
Taison Chatman,OSU,2.5,0.5,0.0,0.5,2
Alec Blair,OU,1.0,0.0,1.0,0.0,1
Dayton Forsythe,OU,6.0,0.5,1.5,1.0,2
Derrion Reid,OU,9.0,2.0,2.5,0.5,2
Jake Hansen,OU,0.0,0.0,0.0,0.0,1
Jeff Nwankwo,OU,4.0,2.5,5.5,0.0,2
Kai Rogers,OU,0.0,0.0,0.0,0.0,1
Kuol Atak,OU,10.0,0.0,3.0,2.0,2
Mohamed Wague,OU,9.0,1.5,8.5,0.0,2
Nijel Pack,OU,17.0,2.0,2.5,3.0,2
Tae Davis,OU,11.0,2.0,8.0,0.0,2
Xzayvier Brown,OU,18.5,3.5,1.0,2.0,2
Alexis Marmolejos,PAC,6.0,0.5,1.0,1.0,2
Elias Ralph,PAC,20.5,0.5,7.5,4.5,2
Emmanuel Manyuon,PAC,0.0,1.0,1.0,0.0,2
Eyal Harel,PAC,0.0,0.0,0.0,0.0,1
Isaac Jack,PAC,4.0,0.0,4.5,0.0,2
Jaden Clayton,PAC,8.5,9.5,2.0,1.5,2
Jaion Pitt,PAC,7.0,0.5,3.5,0.0,2
Justin Rochelin,PAC,6.5,0.0,4.5,1.0,2
KC Ibekwe,PAC,2.5,1.0,2.0,0.0,2
Kajus Kublickas,PAC,9.5,3.0,2.0,1.5,2
Kellen Hampton,PAC,0.0,0.0,0.0,0.0,1
TJ Wainwright,PAC,15.5,1.0,2.0,2.0,2
AJ Levine,PENN,0.5,3.5,2.0,0.0,2
Alex Massung,PENN,5.0,2.0,0.0,0.0,1
Augustus Gerhart,PENN,10.0,0.0,10.0,0.0,2
Bradyn Foster,PENN,0.0,0.0,0.0,0.0,1
Cam Thrower,PENN,13.0,2.5,1.0,1.0,2
Dalton Scantlebury,PENN,9.5,0.5,8.0,0.0,2
Ethan Roberts,PENN,23.5,3.0,3.5,2.0,2
Jay Jones,PENN,4.0,1.5,0.5,0.5,2
Lucas Lueth,PENN,4.0,1.0,4.0,0.0,2
Michael Zanoni,PENN,12.0,1.0,1.0,3.0,2
Michelangelo Oberti,PENN,7.0,0.0,1.0,0.0,1
Niklas Polonowski,PENN,3.5,0.0,1.5,0.5,2
Payton Kamin,PENN,4.0,1.0,0.0,0.0,1
TJ Power,PENN,8.0,1.0,8.0,1.0,2
William Kruse,PENN,5.0,0.0,5.0,1.0,1
Aaron Clark,PEPP,16.0,2.5,5.0,2.0,2
