teamName,playerName,position,updated,injury,injuryStatus
San Diego,M. KingMichael King,SP,"Thu, Aug 14",Knee,Expected to be out until at least Aug 26
San Diego,J. MusgroveJoe Musgrove,SP,"Sat, Aug 9",Elbow,Out for the season
San Diego,J. BritoJhony Brito,SP,"Thu, Jul 31",Forearm,Out for the season
San Diego,C. LoewenCarter Loewen,RP,"Mon, Jul 28",Undisclosed,Expected to be out until at least Aug 19
San Francisco,E. MillerErik Miller,RP,"Sat, Aug 16",Elbow,Expected to be out until at least Aug 16
San Francisco,E. SmallEthan Small,RP,"Sat, Aug 16",Undisclosed,Expected to be out until at least Aug 16
San Francisco,C. SchmittCasey Schmitt,2B,"Sat, Aug 16",Forearm,Expected to be out until at least Aug 18
San Francisco,T. MurphyTom Murphy,C,"Sat, Aug 16",Back,Expected to be out until at least Aug 16
San Francisco,M. ChapmanMatt Chapman,3B,"Fri, Aug 15",Hand,Expected to be out until at least Aug 23
San Francisco,C. WaitesCole Waites,RP,"Mon, Aug 11",Undisclosed,Expected to be out until at least Aug 19
San Francisco,M. StassiMax Stassi,C,"Sun, Aug 10",Undisclosed,Out for the season
San Francisco,J. EncarnacionJerar Encarnacion,RF,"Fri, Aug 8",Hamstring,Expected to be out until at least Sep 5
Seattle,J. NaylorJosh Naylor,1B,"Fri, Aug 15",Illness,Probable for Aug 16
Seattle,L. EvansLogan Evans,SP,"Fri, Aug 15",Elbow,Expected to be out until at least Aug 30
Seattle,B. MillerBryce Miller,SP,"Tue, Aug 12",Elbow,Expected to be out until at least Aug 19
