PLAYERPLAYER,TEAMTEAM,GGames PlayedGames in which a player has appeared.GGames PlayedGames in which a player has appeared.,"ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.ABAt BatsTrips to the plate that do not result in a walk, hit by pitch, sacrifice, or reach on interference.",RRunsWhen a baserunner safely reaches home plate and scores.RRunsWhen a baserunner safely reaches home plate and scores.,HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.HHitsWhen a batter reaches base safely on a fair ball unless the batter is deemed by the official scorer to have reached on an error or a fielder's choice.,2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.2BDoublesWhen a batter reaches on a hit and stops at second base or only advances farther than second base on an error or a fielder's attempt to put out another baserunner.,3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.3BTriplesWhen a batter reaches on a hit and stops at third base or only advances farther than third base on an error or a fielder's attempt to put out another baserunner.,"HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.HRHome RunsWhen a batter reaches on a hit, touches all bases, and scores a run without a putout recorded or the benefit of error.","caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.caret-upcaret-downRBIRuns Batted InRuns which score because of the batter's safe hit, sac bunt, sac fly, infield out or fielder's choice or is forced to score by a bases loaded walk, hit batter, or interference.",BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.BBWalksWhen a batter is awarded first base after four balls have been called by the umpire or the opposing team opts to intentionally award the batter first base.,SOStrikeoutsWhen the umpire calls three strikes on the batter.SOStrikeoutsWhen the umpire calls three strikes on the batter.,"SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.SBStolen BasesWhen the runner advances one base unaided by a hit, a putout, an error, a force-out, a fielder's choice, a passed ball, a wild pitch, or a balk.",CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.CSCaught StealingWhen a runner attempts to steal but is tagged out before safely attaining the next base.,AVGBatting AverageThe rate of hits per at bat.H/ABAVGBatting AverageThe rate of hits per at bat.H/AB,OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF)OBPOn-Base PercentageThe rate at which a batter reached base in his plate appearances.(H+BB+HBP)/(AB+BB+HBP+SF),SLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/ABSLGSlugging PercentageThe rate of total bases per at bat.(1B+2Bx2+3Bx3+HRx4)/AB,OPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLGOPSOn-Base Plus SluggingThe sum of on-base percentage and slugging percentage.OBP+SLG
234GeorgeG Lombard Jr.LombardSS234‌‌‌,NYY,7,16,2,4,0,0,1,3,0,5,1,0,.250,.250,.438,.688
234JoshJ LoweLoweRF234‌‌‌,TB,7,20,2,7,1,0,1,3,3,3,0,0,.350,.435,.550,.985
234WillieW MacIverMacIverC234‌‌‌,ATH,11,13,1,2,1,0,1,3,3,7,0,0,.154,.294,.462,.756
234TreyT ManciniMancini1B234‌‌‌,AZ,7,15,2,6,1,0,1,3,2,5,0,0,.400,.471,.667,1.138
234RafaelR MarchánMarchánC234‌‌‌,PHI,8,17,1,4,1,0,0,3,2,3,0,0,.235,.316,.294,.610
234MichaelM MasseyMassey2B234‌‌‌,KC,8,23,4,9,3,1,0,3,3,1,1,1,.391,.481,.609,1.090
234AndrewA McCutchenMcCutchenRF234‌‌‌,PIT,8,16,1,4,0,0,0,3,6,4,0,1,.250,.478,.250,.728
234RyanR McMahonMcMahon3B234‌‌‌,COL,9,23,3,6,2,0,0,3,5,10,0,1,.261,.414,.348,.762
234OwenO MillerMiller1B234‌‌‌,COL,12,22,1,6,1,0,0,3,1,3,2,0,.273,.292,.318,.610
234CodyC MilliganMilliganCF234‌‌‌,ATL,5,6,1,1,0,0,0,3,1,3,0,0,.167,.286,.167,.453
234KameronK MisnerMisnerLF234‌‌‌,TB,8,18,4,7,3,0,1,3,4,6,0,0,.389,.500,.722,1.222
234AndruwA MonasterioMonasterio3B234‌‌‌,MIL,7,11,7,7,1,1,1,3,4,1,2,2,.636,.733,1.182,1.915
234JefersonJ MoralesMoralesC234‌‌‌,MIN,10,14,4,7,2,0,1,3,4,3,1,0,.500,.611,.857,1.468
234CedricC MullinsMullinsCF234‌‌‌,BAL,8,22,1,3,0,0,0,3,2,4,0,0,.136,.231,.136,.367
234KevinK NewmanNewmanSS234‌‌‌,LAA,7,14,0,4,1,0,0,3,2,3,1,0,.286,.375,.357,.732
234JacobJ NottinghamNottinghamC234‌‌‌,SEA,4,3,1,1,0,0,1,3,1,2,0,0,.333,.500,1.333,1.833
234RainerR NunezNunez1B234‌‌‌,TOR,5,9,2,5,0,0,0,3,0,0,0,0,.556,.556,.556,1.112
234DomD NuñezNuñezC234‌‌‌,CLE,6,9,1,3,0,0,1,3,1,3,0,0,.333,.400,.667,1.067
234JaredJ OlivaOlivaRF234‌‌‌,MIL,8,10,1,1,0,0,1,3,1,3,0,0,.100,.182,.400,.582
234MattM OlsonOlson1B234‌‌‌,ATL,8,20,3,4,0,0,1,3,3,4,0,0,.200,.304,.350,.654
234AndyA PagesPagesCF234‌‌‌,LAD,6,16,1,4,0,0,0,3,1,2,0,0,.250,.294,.250,.544
234GrahamG PauleyPauley3B234‌‌‌,MIA,6,19,6,6,1,0,0,3,2,4,2,0,.316,.409,.368,.777
234CeddanneC RafaelaRafaelaSS234‌‌‌,BOS,7,17,5,3,1,0,1,3,2,3,1,0,.176,.263,.412,.675
234JoséJ RamírezRamírez3B234‌‌‌,CLE,8,25,3,9,3,0,1,3,1,3,1,0,.360,.385,.600,.985
234PabloP ReyesReyes2B234‌‌‌,NYY,9,19,4,8,0,0,0,3,6,3,0,0,.421,.538,.421,.959
234BryanB ReynoldsReynoldsLF234‌‌‌,PIT,7,20,2,5,0,0,0,3,2,5,1,0,.250,.318,.250,.568
234GabrielG Rincones Jr.RinconesRF234‌‌‌,PHI,7,12,3,2,0,0,1,3,5,4,0,0,.167,.412,.417,.829
234WillW RobertsonRobertsonLF234‌‌‌,TOR,4,5,2,2,0,0,2,3,0,3,0,0,.400,.400,1.600,2.000
234BrentB RookerRookerLF234‌‌‌,ATH,8,24,2,4,2,0,0,3,0,7,0,0,.167,.154,.250,.404
234BenB RortvedtRortvedtC234‌‌‌,TB,6,16,1,2,0,0,1,3,0,7,0,0,.125,.118,.313,.431
234StoneS RussellRussell3B234‌‌‌,KC,5,5,0,3,2,0,0,3,0,1,0,0,.600,.600,1.000,1.600
234NolanN SchanuelSchanuel1B234‌‌‌,LAA,11,30,5,8,1,0,1,3,2,3,1,1,.267,.313,.400,.713
234DanielD SchneemannSchneemannSS234‌‌‌,CLE,8,19,5,9,2,1,2,3,3,3,0,0,.474,.545,1.000,1.545
234DavisD SchneiderSchneiderLF234‌‌‌,TOR,9,17,3,4,2,0,1,3,6,7,0,0,.235,.435,.529,.964
234MaxM SchuemannSchuemannSS234‌‌‌,ATH,8,23,2,7,3,0,0,3,1,5,0,0,.304,.360,.435,.795
234MarcusM SemienSemien2B234‌‌‌,TEX,11,31,5,7,1,0,2,3,3,5,0,0,.226,.294,.452,.746
234BobB SeymourSeymour1B234‌‌‌,TB,7,17,3,5,1,0,1,3,2,3,1,0,.294,.368,.529,.897
234RonnyR SimonSimon2B234‌‌‌,MIA,6,13,2,4,1,0,0,3,4,1,0,1,.308,.471,.385,.856
234SeiyaS SuzukiSuzukiRF234‌‌‌,CHC,6,16,3,4,0,0,1,3,2,4,1,0,.250,.368,.438,.806
234TreyT SweeneySweeneySS234‌‌‌,DET,10,25,3,7,1,0,1,3,2,7,0,0,.280,.333,.440,.773
234MikeM TauchmanTauchmanRF234‌‌‌,CWS,6,16,4,4,0,0,1,3,2,6,0,0,.250,.368,.438,.806
234RowdyR TellezTellez1B234‌‌‌,SEA,9,27,6,9,2,0,2,3,1,6,0,0,.333,.379,.630,1.009
234EzequielE TovarTovarSS234‌‌‌,COL,10,29,3,9,2,0,2,3,1,9,0,0,.310,.355,.586,.941
234JamesJ TriantosTriantos2B234‌‌‌,CHC,3,6,3,4,1,1,0,3,0,1,1,0,.667,.667,1.167,1.834
234AlexanderA VargasVargasSS234‌‌‌,NYY,7,8,1,4,2,0,1,3,0,2,0,0,.500,.500,1.125,1.625
234JorbitJ VivasVivas2B234‌‌‌,NYY,8,20,2,10,2,0,0,3,0,3,1,1,.500,.500,.600,1.100
234AnthonyA VolpeVolpeSS234‌‌‌,NYY,8,23,4,4,0,0,1,3,2,7,2,0,.174,.240,.304,.544
234ChristianC VázquezVázquezC234‌‌‌,MIN,8,23,1,8,2,0,0,3,1,2,0,0,.348,.375,.435,.810
234EricE WagamanWagaman3B234‌‌‌,MIA,7,23,4,4,0,0,2,3,5,8,1,0,.174,.321,.435,.756
234WillW WagnerWagner2B234‌‌‌,TOR,7,19,3,5,3,0,0,3,0,3,0,0,.263,.300,.421,.721
234TaylorT WallsWallsSS234‌‌‌,TB,5,13,5,5,1,1,0,3,2,3,1,0,.385,.467,.615,1.082
234AustinA WellsWellsC234‌‌‌,NYY,9,27,7,9,1,0,2,3,2,9,0,0,.333,.400,.593,.993
234PeytonP WilsonWilson2B234‌‌‌,KC,9,12,5,4,0,1,2,3,2,3,0,1,.333,.429,1.000,1.429
234JackJ WinklerWinklerSS234‌‌‌,MIA,7,4,2,1,0,0,1,3,2,1,1,0,.250,.500,1.000,1.500
234BobbyB Witt Jr.WittSS234‌‌‌,KC,7,19,3,5,2,0,1,3,1,4,1,0,.263,.333,.526,.859
234AustinA WynnsWynnsC234‌‌‌,CIN,7,9,1,2,0,0,0,3,1,2,0,0,.222,.273,.222,.495
234SebyS ZavalaZavalaC234‌‌‌,BOS,6,12,1,3,1,0,1,3,2,4,0,0,.250,.357,.583,.940
353JordynJ AdamsAdamsRF353‌‌‌,BAL,5,5,0,1,1,0,0,2,0,3,0,0,.200,.200,.400,.600
353AlfredoA AlcantaraAlcantaraSS353‌‌‌,CIN,1,3,0,1,0,0,0,2,0,1,0,0,.333,.333,.333,.666
353BubbaB AlleyneAlleyneLF353‌‌‌,LAD,4,4,1,2,0,0,0,2,0,1,0,1,.500,.500,.500,1.000
353ArielA AlmonteAlmonteRF353‌‌‌,CIN,4,4,1,1,1,0,0,2,0,2,0,0,.250,.250,.500,.750
353GabrielG AriasArias3B353‌‌‌,CLE,8,21,1,6,2,0,1,2,0,5,0,1,.286,.286,.524,.810
353DrewD AvansAvansCF353‌‌‌,ATH,11,25,5,6,2,0,1,2,1,8,2,0,.240,.269,.440,.709
353JoséJ AzocarAzocarLF353‌‌‌,NYM,10,18,4,7,0,0,0,2,1,3,3,0,.389,.421,.389,.810
353NateN BaezBaezC353‌‌‌,MIN,2,2,1,1,0,0,0,2,0,1,0,0,.500,.500,.500,1.000
353PatrickP BaileyBaileyC353‌‌‌,SF,7,17,0,4,1,0,0,2,1,3,1,0,.235,.278,.294,.572
353WillW BanfieldBanfieldC353‌‌‌,CIN,10,14,1,1,0,0,1,2,1,9,0,0,.071,.125,.286,.411
353TresT BarreraBarreraC353‌‌‌,TB,5,8,0,3,0,0,0,2,0,3,0,0,.375,.375,.375,.750
353BrettB BatyBaty3B353‌‌‌,NYM,9,22,2,5,2,0,0,2,3,5,1,0,.227,.320,.318,.638
353CodyC BellingerBellingerCF353‌‌‌,NYY,9,24,6,11,4,0,1,2,3,3,0,0,.458,.519,.750,1.269
353LeonardoL BernalBernalC353‌‌‌,STL,5,7,1,2,0,0,1,2,0,1,0,0,.286,.286,.714,1.000
353StewardS BerroaBerroaRF353‌‌‌,TOR,8,16,3,6,0,0,1,2,1,5,3,1,.375,.412,.563,.975
353MookieM BettsBettsSS353‌‌‌,LAD,5,13,1,2,0,0,1,2,0,0,0,0,.154,.143,.385,.528
353TrentonT BrooksBrooks1B353‌‌‌,SD,9,15,3,4,0,0,0,2,1,3,0,0,.267,.353,.267,.620
353SethS BrownBrownLF353‌‌‌,ATH,9,23,4,4,1,0,0,2,5,8,0,0,.174,.321,.217,.538
353LawrenceL ButlerButlerRF353‌‌‌,ATH,8,22,2,5,1,1,0,2,1,6,0,1,.227,.250,.364,.614
353OswaldoO CabreraCabrera3B353‌‌‌,NYY,8,21,4,9,0,0,1,2,4,4,1,1,.429,.520,.571,1.091
353RicardoR CabreraCabreraSS353‌‌‌,CIN,3,5,0,1,0,0,0,2,0,3,0,0,.200,.200,.200,.400
353RobertoR CamposCamposOF353‌‌‌,DET,4,4,1,2,0,0,0,2,2,0,0,0,.500,.667,.500,1.167
353MarkM CanhaCanha1B353‌‌‌,MIL,7,16,4,2,1,0,1,2,4,1,0,0,.125,.300,.375,.675
353DominicD CanzoneCanzoneRF353‌‌‌,SEA,9,21,4,5,2,0,1,2,0,3,0,0,.238,.273,.476,.749
353LuisL CastroCastro1B353‌‌‌,HOU,9,12,2,2,0,0,1,2,0,2,0,0,.167,.167,.417,.584
353NickN CimilloCimillo1B353‌‌‌,PIT,1,2,1,1,1,0,0,2,0,0,0,0,.500,.500,1.000,1.500
353CarlosC CorreaCorreaSS353‌‌‌,MIN,8,22,4,3,0,0,0,2,6,10,0,0,.136,.310,.136,.446
353BenB CowlesCowles3B353‌‌‌,CHC,4,5,2,2,2,0,0,2,0,2,0,0,.400,.500,.800,1.300
353BlaineB CrimCrim1B353‌‌‌,TEX,7,7,0,4,1,0,0,2,0,2,0,0,.571,.571,.714,1.285
353BoB DavidsonDavidsonLF353‌‌‌,SF,2,3,0,1,1,0,0,2,0,1,0,0,.333,.333,.667,1.000
353J.D.J DavisDavis1B353‌‌‌,LAA,13,27,3,8,3,0,1,2,3,11,0,0,.296,.367,.519,.886
353BryanB De La CruzDe La CruzOF353‌‌‌,ATL,8,21,3,5,1,0,0,2,2,2,1,0,.238,.304,.286,.590
353RaynelR DelgadoDelgado2B353‌‌‌,MIL,7,16,3,5,1,0,1,2,2,6,2,1,.313,.389,.563,.952
353LisbelL DiazDiazCF353‌‌‌,SF,2,2,1,1,0,0,1,2,0,0,0,0,.500,.500,2.000,2.500
353YainerY DiazDiazC353‌‌‌,HOU,7,20,2,3,0,0,1,2,1,7,0,0,.150,.190,.300,.490
353OliverO DunnDunn3B353‌‌‌,MIL,6,17,5,6,3,0,1,2,3,6,0,0,.353,.450,.706,1.156
353JarrenJ DuranDuranCF353‌‌‌,BOS,9,26,3,4,2,0,0,2,1,5,0,0,.154,.185,.231,.416
353AroonA EscobarEscobar2B353‌‌‌,PHI,1,2,2,1,0,0,1,2,0,0,0,0,.500,.500,2.000,2.500
353ThairoT EstradaEstrada2B353‌‌‌,COL,8,20,2,6,0,1,0,2,0,4,1,0,.300,.318,.400,.718
353StuartS FairchildFairchildCF353‌‌‌,CIN,11,17,2,4,2,0,0,2,2,4,1,0,.235,.350,.353,.703
353KyleK FarmerFarmer2B353‌‌‌,COL,6,17,1,6,0,0,0,2,0,2,0,0,.353,.353,.353,.706
353HunterH FeducciaFeducciaC353‌‌‌,LAD,8,13,0,2,1,0,0,2,1,4,0,0,.154,.214,.231,.445
353YanquielY FernandezFernandezRF353‌‌‌,COL,6,11,2,2,0,0,1,2,0,3,0,0,.182,.182,.455,.637
353TylerT FitzgeraldFitzgeraldSS353‌‌‌,SF,10,29,4,7,1,1,0,2,1,13,0,0,.241,.267,.345,.612
353DominicD FletcherFletcherRF353‌‌‌,CWS,9,25,0,2,0,0,0,2,1,6,0,0,.080,.143,.080,.223
353HarryH FordFordC353‌‌‌,SEA,5,8,3,3,1,0,1,2,3,2,2,0,.375,.545,.875,1.420
353MikeM FordFord1B353‌‌‌,MIN,7,13,1,1,0,0,1,2,2,4,0,0,.077,.188,.308,.496
353JakeJ FraleyFraleyRF353‌‌‌,CIN,9,21,6,4,0,0,1,2,4,5,4,0,.190,.346,.333,.679
353TJT FriedlFriedlCF353‌‌‌,CIN,8,23,5,8,1,0,0,2,3,4,0,0,.348,.444,.391,.835
353ColeL GabrielsonGabrielsonCF353‌‌‌,NYY,6,10,5,5,3,0,0,2,0,3,1,0,.500,.500,.800,1.300
353NikoN GoodrumGoodrum3B353‌‌‌,SD,7,9,2,2,1,0,0,2,3,4,0,0,.222,.417,.333,.750
353NolanN GormanGorman2B353‌‌‌,STL,10,32,2,9,3,0,1,2,0,5,0,0,.281,.281,.469,.750
353VladimirV Guerrero Jr.Guerrero1B353‌‌‌,TOR,9,26,3,7,3,0,0,2,1,3,0,0,.269,.296,.385,.681
353LuisL GuillormeGuillorme2B353‌‌‌,HOU,9,17,4,5,0,0,0,2,2,2,0,0,.294,.350,.294,.644
353YuliY GurrielGurriel1B353‌‌‌,SD,6,16,0,4,2,0,0,2,1,4,0,0,.250,.294,.375,.669
353AbrahanA GutierrezGutierrezC353‌‌‌,PIT,7,8,0,2,1,0,0,2,0,4,0,0,.250,.250,.375,.625
353EricE HaaseHaaseC353‌‌‌,MIL,5,15,0,2,0,0,0,2,2,3,1,0,.133,.235,.133,.368
353AdamA HackenbergHackenbergC353‌‌‌,CWS,4,3,2,1,0,0,1,2,1,0,0,0,.333,.500,1.333,1.833
353JayJ HarryHarry2B353‌‌‌,TOR,3,3,1,1,0,0,1,2,0,1,0,0,.333,.333,1.333,1.666
353AustinA HedgesHedgesC353‌‌‌,CLE,7,20,2,3,1,0,1,2,0,6,0,0,.150,.150,.350,.500
353HeribertoH HernandezHernandezRF353‌‌‌,MIA,7,20,1,3,2,0,0,2,1,10,0,0,.150,.190,.250,.440
353RonaldoR HernándezHernándezC353‌‌‌,NYY,2,4,0,0,0,0,0,2,0,1,0,0,.000,.000,.000,.000
353TeoscarT HernándezHernándezLF353‌‌‌,LAD,7,18,3,5,1,0,1,2,1,8,0,0,.278,.381,.500,.881
353JoseJ HerreraHerreraC353‌‌‌,AZ,5,15,1,4,2,0,0,2,1,3,0,0,.267,.313,.400,.713
353LiamL HicksHicksC353‌‌‌,MIA,8,16,1,4,1,0,0,2,5,4,0,0,.250,.500,.313,.813
353DerekD HillHillCF353‌‌‌,MIA,7,24,4,7,0,0,1,2,5,8,1,0,.292,.414,.417,.831
353JacobJ HurtubiseHurtubiseLF353‌‌‌,CIN,12,18,5,4,1,1,0,2,8,4,3,1,.222,.462,.389,.851
353JoseJ IglesiasIglesias2B353‌‌‌,SD,6,15,1,4,1,0,0,2,0,2,0,0,.267,.267,.333,.600
353JonathanJ IndiaIndia2B353‌‌‌,KC,8,20,3,6,1,0,2,2,4,1,0,1,.300,.417,.650,1.067
353AlexA JacksonJacksonC353‌‌‌,NYY,5,9,1,2,0,0,0,2,1,2,0,0,.222,.300,.222,.522
353TravisT JankowskiJankowskiRF353‌‌‌,CWS,5,8,3,1,0,0,0,2,3,2,2,0,.125,.364,.125,.489
353ConnorC KaiserKaiserSS353‌‌‌,AZ,8,12,3,1,1,0,0,2,2,9,0,0,.083,.214,.167,.381
353LukeL KeaschallKeaschall2B353‌‌‌,MIN,7,14,4,4,1,0,1,2,2,0,0,0,.286,.412,.571,.983
353JarredJ KelenicKelenicLF353‌‌‌,ATL,9,21,2,2,0,0,2,2,3,5,0,0,.095,.208,.381,.589
353HyeseongH KimKim2B353‌‌‌,LAD,8,13,3,4,0,0,0,2,1,4,2,0,.308,.357,.308,.665
353ScottS KingeryKingerySS353‌‌‌,LAA,12,16,3,1,0,0,0,2,3,7,0,0,.063,.273,.063,.336
353MarkM KolozsvaryKolozsvaryC353‌‌‌,BOS,8,8,2,2,1,0,0,2,0,4,0,0,.250,.455,.375,.830
353RyanR KreidlerKreidlerSS353‌‌‌,DET,10,16,5,2,0,0,1,2,5,7,0,0,.125,.318,.313,.631
353MattM KroonKroonCF353‌‌‌,PHI,10,12,2,4,1,0,0,2,2,4,1,0,.333,.467,.417,.884
353NickN KurtzKurtz1B353‌‌‌,ATH,6,8,2,3,0,0,1,2,5,1,0,0,.375,.643,.750,1.393
353RafaelR LantiguaLantigua2B353‌‌‌,PHI,7,14,2,2,0,0,0,2,1,2,1,0,.143,.200,.143,.343
353JordanJ LawlarLawlarSS353‌‌‌,AZ,8,20,4,8,3,1,0,2,3,5,2,0,.400,.478,.650,1.128
353FranciscoF LindorLindorSS353‌‌‌,NYM,9,25,2,4,1,0,0,2,5,3,2,0,.160,.300,.200,.500
353NickN LoftinLoftin2B353‌‌‌,KC,7,18,2,6,2,0,0,2,3,4,0,0,.333,.429,.444,.873
353JoeyJ LoperfidoLoperfidoLF353‌‌‌,TOR,7,17,2,2,0,1,0,2,3,6,0,1,.118,.250,.235,.485
353AlejoA LopezLopez2B353‌‌‌,ATH,13,20,3,4,1,0,0,2,1,3,0,0,.200,.238,.250,.488
353MatthewM LugoLugoLF353‌‌‌,LAA,13,30,5,10,3,2,0,2,0,6,1,0,.333,.333,.567,.900
353NathanN LukesLukesLF353‌‌‌,TOR,8,14,4,4,0,0,1,2,4,4,1,0,.286,.444,.500,.944
353Justyn-HenryJ MalloyMalloyLF353‌‌‌,DET,11,24,3,7,1,0,0,2,4,5,0,1,.292,.433,.333,.766
353BrandonB MarshMarshLF353‌‌‌,PHI,9,20,5,6,0,0,0,2,6,4,1,1,.300,.462,.300,.762
353KetelK MarteMarte2B353‌‌‌,AZ,9,28,5,9,1,0,0,2,3,7,0,0,.321,.406,.357,.763
353ErnestoE Martinez Jr.Martinez1B353‌‌‌,MIL,6,5,1,1,0,0,0,2,2,2,1,0,.200,.429,.200,.629
353AngelA MartínezMartínezCF353‌‌‌,CLE,9,23,2,5,1,1,1,2,0,6,0,0,.217,.217,.478,.695
353MarceloM MayerMayerSS353‌‌‌,BOS,8,12,3,4,0,0,0,2,1,4,0,0,.333,.385,.333,.718
353DavidD McCabeMcCabe3B353‌‌‌,ATL,5,6,1,2,0,0,0,2,1,0,0,0,.333,.429,.333,.762
353GrantG McCrayMcCrayCF353‌‌‌,SF,13,20,8,9,2,1,0,2,5,4,3,1,.450,.560,.650,1.210
353JaredJ McKenzieMcKenzieLF353‌‌‌,WSH,1,1,1,1,0,0,1,2,0,0,0,0,1.000,1.000,4.000,5.000
353JacobJ MeltonMeltonCF353‌‌‌,HOU,5,12,2,4,0,0,0,2,0,5,3,0,.333,.333,.333,.666
353CarlosC MendozaMendoza3B353‌‌‌,DET,4,4,1,2,1,0,0,2,0,1,0,0,.500,.500,.750,1.250
353DavidD MershonMershonSS353‌‌‌,LAA,9,13,3,6,0,0,0,2,4,7,0,2,.462,.588,.462,1.050
353CalC MitchellMitchell1B353‌‌‌,CWS,9,17,2,3,0,0,1,2,0,6,0,0,.176,.176,.353,.529
353YoánY MoncadaMoncada3B353‌‌‌,LAA,7,19,2,4,1,0,1,2,2,4,0,0,.211,.286,.421,.707
353ChristianC MooreMoore2B353‌‌‌,LAA,13,25,1,6,0,1,0,2,4,10,1,0,.240,.345,.320,.665
353RobertR MooreMoore2B353‌‌‌,PHI,5,4,2,2,0,0,0,2,1,1,0,0,.500,.600,.500,1.100
353CobyC MoralesMoralesLF353‌‌‌,NYY,3,3,1,1,0,0,1,2,0,1,0,0,.333,.333,1.333,1.666
353Tre'T MorganMorgan1B353‌‌‌,TB,6,12,4,3,0,0,1,2,3,3,0,0,.250,.400,.500,.900
353MaxM MuncyMuncy3B353‌‌‌,LAD,6,12,1,1,1,0,0,2,5,7,0,0,.083,.389,.167,.556
353DaneD MyersMyersRF353‌‌‌,MIA,8,22,1,6,0,0,0,2,6,8,3,1,.273,.429,.273,.702
353CarlosC NarvaezNarvaezC353‌‌‌,BOS,7,12,1,3,0,0,0,2,4,4,0,0,.250,.438,.250,.688
353ChrisC NewellNewellCF353‌‌‌,LAD,5,6,1,0,0,0,0,2,0,2,1,0,.000,.000,.000,.000
353RyanR NicholsonNicholson1B353‌‌‌,LAA,3,4,1,1,0,0,1,2,0,2,0,0,.250,.250,1.000,1.250
353SpencerS NivensNivensLF353‌‌‌,KC,1,1,1,1,0,0,1,2,0,0,0,0,1.000,1.000,4.000,5.000
353LoganL O'HoppeO'HoppeC353‌‌‌,LAA,6,17,0,5,2,0,0,2,1,6,0,0,.294,.333,.412,.745
353NehomarN Ochoa Jr.OchoaRF353‌‌‌,HOU,5,5,0,2,0,0,0,2,0,3,0,0,.400,.500,.400,.900
353SpencerS PackardPackardLF353‌‌‌,SEA,6,9,1,2,0,0,0,2,2,4,0,0,.222,.364,.222,.586
353RichieR PalaciosPalacios2B353‌‌‌,TB,8,21,5,7,2,1,0,2,2,5,0,1,.333,.391,.524,.915
353DamianoD PalmegianiPalmegiani1B353‌‌‌,TOR,4,6,1,2,1,0,1,2,0,1,0,0,.333,.333,1.000,1.333
353EddinsonE PaulinoPaulinoSS353‌‌‌,TOR,3,4,2,1,0,0,1,2,1,0,0,0,.250,.400,1.000,1.400
353YordalinY PenaPenaCF353‌‌‌,STL,2,2,1,1,0,0,1,2,0,1,0,0,.500,.500,2.000,2.500
353EversonE PereiraPereiraCF353‌‌‌,NYY,6,12,4,5,0,0,1,2,0,4,1,0,.417,.429,.667,1.096
353AndrewA PinckneyPinckneyLF353‌‌‌,WSH,12,22,3,4,0,0,1,2,2,10,0,0,.182,.250,.318,.568
353DominicD PitelliPitelliSS353‌‌‌,CIN,6,7,2,2,0,0,2,2,0,2,0,0,.286,.286,1.143,1.429
353YohelY PozoPozoC353‌‌‌,STL,3,6,1,1,0,0,1,2,0,1,0,0,.167,.167,.667,.834
353CooperC PrattPrattSS353‌‌‌,MIL,7,8,1,3,0,0,0,2,1,3,0,0,.375,.444,.375,.819
353CésarC PrietoPrieto2B353‌‌‌,STL,12,14,5,6,3,0,1,2,2,1,1,0,.429,.500,.857,1.357
353NelsonN RadaRadaCF353‌‌‌,LAA,4,9,1,4,0,0,0,2,2,4,0,0,.444,.545,.444,.989
353BryanB RamosRamos3B353‌‌‌,CWS,8,15,2,4,1,1,0,2,3,4,0,0,.267,.389,.467,.856
353AgustinA RamírezRamírezC353‌‌‌,MIA,5,10,4,3,1,0,2,2,2,1,1,0,.300,.417,1.000,1.417
353FelixF ReyesReyes1B353‌‌‌,PHI,1,1,1,1,1,0,0,2,0,0,0,0,1.000,1.000,2.000,3.000
353AustinA RileyRiley3B353‌‌‌,ATL,8,18,2,8,3,0,1,2,2,5,0,0,.444,.524,.778,1.302
353KristianK RobinsonRobinsonLF353‌‌‌,AZ,5,7,3,2,0,0,1,2,2,0,0,0,.286,.444,.714,1.158
353VictorV RoblesRoblesCF353‌‌‌,SEA,7,21,3,5,1,0,1,2,2,6,1,1,.238,.304,.429,.733
353BrayanB RocchioRocchioSS353‌‌‌,CLE,8,21,1,5,1,0,0,2,2,6,1,1,.238,.304,.286,.590
353JoshJ RojasRojas3B353‌‌‌,CWS,7,22,3,8,1,0,0,2,0,4,2,0,.364,.364,.409,.773
353AmedA RosarioRosarioRF353‌‌‌,WSH,6,19,1,7,1,0,0,2,0,1,0,0,.368,.368,.421,.789
353EddieE RosarioRosarioOF353‌‌‌,LAD,6,12,1,2,1,0,1,2,2,3,0,0,.167,.286,.500,.786
353EguyE RosarioRosario3B353‌‌‌,SD,12,28,3,4,2,0,1,2,3,8,1,0,.143,.226,.321,.547
353T.J.T RumfieldRumfield1B353‌‌‌,NYY,7,8,1,1,0,0,1,2,1,3,0,0,.125,.222,.500,.722
353ChandlerC SeagleSeagleC353‌‌‌,ATL,3,3,1,1,0,0,1,2,0,2,0,0,.333,.333,1.333,1.666
