,Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
197,Luke Hughes,2024-25,NJD,L,D,58,6,25,31,-2,16,0.53,6,22,0,9,0,0,0,1,90,6.7,20:42,0.0
198,Reilly Smith,2024-25,"NYR, VGK",L,R,62,10,21,31,+1,22,0.50,7,25,1,4,2,2,0,2,95,10.5,15:33,50.0
199,Alexander Wennberg,2024-25,SJS,L,C,62,8,23,31,-13,10,0.50,5,21,3,10,0,0,2,2,64,12.5,18:20,47.6
200,Vladislav Namestnikov,2024-25,WPG,L,C,63,11,20,31,+19,34,0.49,9,20,2,10,0,1,0,1,78,14.1,14:57,45.2
201,Jordan Martinook,2024-25,CAR,L,L,66,12,19,31,+16,12,0.47,12,30,0,0,0,1,0,3,96,12.5,15:18,46.9
202,Matt Grzelcyk,2024-25,PIT,L,D,68,1,30,31,-7,10,0.46,1,20,0,11,0,0,0,0,77,1.3,20:17,--
203,Trevor Moore,2024-25,LAK,L,L,55,13,17,30,+8,8,0.55,11,27,1,2,1,1,0,1,112,11.6,17:01,0.0
204,James van Riemsdyk,2024-25,CBJ,L,L,58,14,16,30,-4,16,0.52,13,28,1,2,0,0,0,2,70,20.0,12:28,30.0
205,Leo Carlsson,2024-25,ANA,L,C,59,14,16,30,+2,10,0.51,11,24,3,6,0,0,2,5,80,17.5,15:53,40.7
206,Logan Stankoven,2024-25,"DAL, CAR",R,C,62,10,20,30,+4,6,0.48,8,23,2,7,0,0,0,5,154,6.5,15:06,45.7
207,Brett Howden,2024-25,VGK,L,C,63,17,13,30,+10,28,0.48,16,29,0,0,1,1,1,3,106,16.0,14:53,51.2
208,Morgan Frost,2024-25,"PHI, CGY",L,C,63,13,17,30,-15,22,0.48,12,21,1,9,0,0,0,2,110,11.8,15:26,51.2
209,Blake Coleman,2024-25,CGY,L,L,64,12,18,30,-8,28,0.47,9,24,3,4,0,2,0,3,150,8.0,17:42,50.7
210,Pius Suter,2024-25,VAN,L,C,64,17,13,30,+2,10,0.47,14,25,2,4,1,1,0,3,98,17.4,16:37,43.3
211,Bowen Byram,2024-25,BUF,L,D,64,7,23,30,+5,36,0.47,7,28,0,2,0,0,0,2,77,9.1,22:58,--
212,Frederick Gaudreau,2024-25,MIN,R,C,66,15,15,30,+4,6,0.45,11,26,4,4,0,0,0,2,91,16.5,15:28,49.5
213,Eeli Tolvanen,2024-25,SEA,L,R,66,19,11,30,+1,16,0.45,18,26,1,4,0,0,0,3,114,16.7,13:57,44.4
214,Jesperi Kotkaniemi,2024-25,CAR,L,C,66,11,19,30,+10,44,0.45,11,29,0,1,0,0,0,1,98,11.2,14:00,51.5
215,Tyson Foerster,2024-25,PHI,R,R,66,16,14,30,-8,41,0.45,12,25,4,5,0,0,0,1,106,15.1,16:28,0.0
216,Nino Niederreiter,2024-25,WPG,L,R,67,14,16,30,+17,24,0.45,12,22,2,8,0,0,0,2,123,11.4,14:45,41.5
217,Cole Sillinger,2024-25,CBJ,L,C,54,9,20,29,-15,35,0.54,6,24,2,3,1,2,1,2,114,7.9,17:18,46.4
218,Darren Raddysh,2024-25,TBL,R,D,56,4,25,29,+5,12,0.52,3,22,1,7,0,0,0,0,88,4.6,18:15,--
219,Michael Bunting,2024-25,PIT,L,L,58,14,15,29,-18,48,0.50,5,14,9,15,0,0,0,1,110,12.7,15:15,45.5
220,Adam Lowry,2024-25,WPG,L,C,59,14,15,29,+18,28,0.49,14,27,0,0,0,2,1,4,80,17.5,15:27,52.0
221,Taylor Hall,2024-25,"CHI, CAR",L,L,62,11,18,29,-9,22,0.47,10,26,1,3,0,0,0,1,114,9.7,14:59,45.9
222,Mason Lohrei,2024-25,BOS,L,D,62,5,24,29,-22,16,0.47,4,16,1,13,0,0,0,0,75,6.7,19:20,--
223,Mike Matheson,2024-25,MTL,L,D,63,6,23,29,-8,43,0.46,5,18,1,10,0,1,1,1,122,4.9,24:58,--
224,Jake Evans,2024-25,MTL,R,C,65,12,17,29,+1,10,0.45,9,23,0,0,3,6,0,5,60,20.0,15:34,53.4
225,Jonathan Drouin,2024-25,COL,L,L,33,9,19,28,+5,4,0.85,7,22,2,6,0,0,0,2,46,19.6,18:33,33.3
226,Seth Jones,2024-25,"CHI, FLA",R,D,47,7,21,28,-18,20,0.60,2,12,5,16,0,0,0,2,93,7.5,24:27,--
227,Shane Pinto,2024-25,OTT,R,C,53,16,12,28,+8,16,0.53,12,21,1,2,3,5,0,5,106,15.1,17:38,50.3
228,Bobby McMann,2024-25,TOR,L,C,57,17,11,28,+5,18,0.49,14,22,3,6,0,0,0,4,127,13.4,14:34,19.1
229,Noah Cates,2024-25,PHI,L,L,63,14,14,28,+4,10,0.44,13,26,1,2,0,0,0,2,95,14.7,15:33,45.9
230,Ivan Provorov,2024-25,CBJ,L,D,65,7,21,28,+8,20,0.43,5,22,1,3,1,3,0,0,80,8.8,23:30,--
231,Dawson Mercer,2024-25,NJD,R,C,67,15,13,28,+9,12,0.42,11,23,3,4,1,1,0,2,110,13.6,17:49,44.1
232,Noah Dobson,2024-25,NYI,R,D,54,6,21,27,-6,18,0.50,6,18,0,8,0,1,0,0,161,3.7,23:43,--
233,Mattias Ekholm,2024-25,EDM,L,D,60,8,19,27,+10,28,0.45,5,21,3,6,0,0,1,1,134,6.0,22:36,--
234,Brandt Clarke,2024-25,LAK,R,D,60,5,22,27,+7,36,0.45,3,20,2,7,0,0,0,0,102,4.9,16:05,--
235,Maxim Tsyplakov,2024-25,NYI,L,R,60,7,20,27,+4,33,0.45,7,25,0,2,0,0,0,1,83,8.4,15:32,47.4
236,Nick Foligno,2024-25,CHI,L,L,62,12,15,27,-15,44,0.44,10,23,2,4,0,0,0,1,83,14.5,16:11,48.7
237,Alex Pietrangelo,2024-25,VGK,R,D,62,4,23,27,+6,14,0.44,4,24,0,1,0,2,0,1,113,3.5,22:32,--
238,Scott Laughton,2024-25,"PHI, TOR",L,C,63,11,16,27,-20,23,0.43,10,25,0,0,1,2,0,1,108,10.2,14:59,50.0
239,Alex Killorn,2024-25,ANA,L,L,65,14,13,27,+4,26,0.42,14,24,0,3,0,0,1,4,105,13.3,17:23,38.9
240,Evan Rodrigues,2024-25,FLA,R,C,66,14,13,27,0,32,0.41,11,22,3,5,0,0,0,1,134,10.5,15:16,45.4
241,Eric Robinson,2024-25,CAR,L,L,66,13,14,27,+12,10,0.41,13,27,0,0,0,0,0,1,89,14.6,11:57,23.3
242,Travis Sanheim,2024-25,PHI,L,D,67,6,21,27,-10,30,0.40,6,23,0,2,0,2,0,0,115,5.2,24:27,--
243,Patrik Laine,2024-25,MTL,R,L,35,15,11,26,-10,10,0.74,3,10,12,16,0,0,1,4,80,18.8,14:19,47.4
244,Jared Spurgeon,2024-25,MIN,R,D,51,7,19,26,+8,12,0.51,6,18,1,8,0,0,1,3,83,8.4,20:23,--
245,Filip Chytil,2024-25,"NYR, VAN",L,C,55,13,13,26,-6,18,0.47,12,21,1,5,0,0,0,1,131,9.9,15:01,46.6
246,Max Domi,2024-25,TOR,L,C,57,5,21,26,+2,49,0.46,5,19,0,7,0,0,0,1,78,6.4,14:26,50.7
247,Kris Letang,2024-25,PIT,R,D,61,8,18,26,-16,42,0.43,3,15,4,10,1,1,0,0,138,5.8,23:36,--
248,Marco Kasper,2024-25,DET,L,C,61,12,14,26,-7,30,0.43,10,22,2,4,0,0,0,1,106,11.3,15:07,46.0
249,Oliver Ekman-Larsson,2024-25,TOR,L,D,64,4,22,26,+12,48,0.41,2,22,2,4,0,0,0,1,103,3.9,20:59,--
250,Vladimir Tarasenko,2024-25,DET,L,R,64,9,17,26,-14,6,0.41,8,19,1,7,0,0,0,1,117,7.7,14:52,0.0
251,Ilya Mikheyev,2024-25,CHI,L,R,64,15,11,26,+3,16,0.41,14,25,0,0,1,1,0,2,105,14.3,15:16,11.1
252,Keegan Kolesar,2024-25,VGK,R,R,65,12,14,26,+6,41,0.40,12,25,0,0,0,1,0,3,73,16.4,13:28,35.7
253,Filip Hronek,2024-25,VAN,R,D,44,4,21,25,0,24,0.57,4,18,0,7,0,0,0,0,61,6.6,23:50,--
254,Miro Heiskanen,2024-25,DAL,L,D,50,5,20,25,+7,10,0.50,5,18,0,7,0,0,0,0,108,4.6,25:10,--
255,Cam Fowler,2024-25,"ANA, STL",L,D,52,7,18,25,0,14,0.48,5,21,2,4,0,0,0,0,65,10.8,21:50,--
256,Zack Bolduc,2024-25,STL,L,C,56,12,13,25,+14,18,0.45,10,21,2,4,0,0,0,0,82,14.6,12:24,41.7
257,J.T. Compher,2024-25,DET,R,L,60,7,18,25,-6,22,0.42,3,17,4,8,0,0,0,2,77,9.1,16:47,45.1
258,Kiefer Sherwood,2024-25,VAN,R,L,61,14,11,25,0,31,0.41,13,23,0,1,1,1,0,4,109,12.8,14:36,44.4
259,Simon Edvinsson,2024-25,DET,L,D,62,7,18,25,+6,52,0.40,7,24,0,0,0,1,1,3,63,11.1,20:45,--
260,Joel Armia,2024-25,MTL,R,R,64,11,14,25,-2,16,0.39,8,19,0,3,3,3,0,1,94,11.7,14:42,21.4
261,Brendan Gallagher,2024-25,MTL,R,R,65,15,10,25,-13,27,0.38,10,19,5,6,0,0,0,1,119,12.6,13:49,0.0
262,Ondrej Palat,2024-25,NJD,L,L,65,13,12,25,-1,12,0.38,11,21,2,4,0,0,0,3,83,15.7,13:56,20.0
263,Mathieu Olivier,2024-25,CBJ,R,R,65,15,10,25,-5,120,0.38,14,23,0,0,1,2,0,4,90,16.7,14:29,38.2
264,Michael Kesselring,2024-25,UTA,R,D,65,6,19,25,+6,72,0.38,5,22,1,3,0,0,1,1,122,4.9,18:11,--
265,Taylor Raddysh,2024-25,WSH,R,R,66,6,19,25,0,16,0.38,6,24,0,1,0,0,0,1,72,8.3,12:27,29.2
266,Rasmus Sandin,2024-25,WSH,L,D,66,4,21,25,+19,10,0.38,3,22,1,3,0,0,0,0,66,6.1,18:57,--
267,Alex Vlasic,2024-25,CHI,L,D,66,3,22,25,-12,10,0.38,2,13,1,12,0,0,0,0,87,3.5,23:37,--
268,Joel Eriksson Ek,2024-25,MIN,L,C,42,9,15,24,+5,20,0.57,6,16,3,8,0,0,0,1,123,7.3,19:38,46.9
269,Connor Zary,2024-25,CGY,L,C,49,12,12,24,-7,14,0.49,11,15,1,9,0,0,1,2,96,12.5,15:54,37.7
270,Nicolas Roy,2024-25,VGK,R,C,54,9,15,24,-5,41,0.44,8,21,1,3,0,0,0,3,79,11.4,15:07,48.0
271,Brandon Saad,2024-25,"STL, VGK",L,L,56,12,12,24,-10,6,0.43,12,21,0,3,0,0,0,1,103,11.7,14:45,18.8
272,Marcus Johansson,2024-25,MIN,L,L,57,6,18,24,-3,6,0.42,5,20,1,4,0,0,0,1,94,6.4,16:10,29.4
273,Jack Quinn,2024-25,BUF,R,R,57,10,14,24,-20,14,0.42,8,14,2,10,0,0,0,2,98,10.2,15:06,20.0
274,Mackie Samoskevich,2024-25,FLA,R,R,57,12,12,24,+2,8,0.42,9,16,3,8,0,0,0,4,99,12.1,12:20,--
275,Darnell Nurse,2024-25,EDM,L,D,61,5,19,24,+7,44,0.39,4,22,0,1,1,1,1,1,153,3.3,22:10,--
276,Dmitry Orlov,2024-25,CAR,L,D,62,4,20,24,+15,18,0.39,4,23,0,1,0,0,0,1,93,4.3,19:42,--
277,Justin Faulk,2024-25,STL,R,D,62,2,22,24,-11,20,0.39,2,15,0,9,0,0,0,1,100,2.0,22:22,--
278,Damon Severson,2024-25,CBJ,R,D,62,6,18,24,+10,39,0.39,6,24,0,0,0,0,0,1,85,7.1,19:24,--
279,Brock Faber,2024-25,MIN,R,D,62,7,17,24,+1,21,0.39,5,14,2,10,0,0,1,1,86,8.1,25:18,--
280,Andre Burakovsky,2024-25,SEA,L,L,63,6,18,24,-4,12,0.38,6,20,0,4,0,0,0,0,96,6.3,14:33,60.0
281,Mikael Backlund,2024-25,CGY,L,C,64,11,13,24,0,28,0.38,9,17,1,6,1,1,0,3,146,7.5,18:48,48.1
