Player,Team,PPG,APG,RPG,3PM,Games
Amar Kuljuhovic,UND,10.7,1.8,6.8,0.3,1
Guy Ragland Jr.,COR,10.7,2.9,5.3,1.8,1
Mitchell Saxen,SMC,10.6,1.8,7.9,0.0,1
Gregg Glenn III,TULN,10.6,3.2,5.3,0.1,1
Jlynn Counter,MTSU,10.6,3.5,4.1,1.3,1
Nic McClain,EWU,10.6,3.8,3.6,0.7,1
Miles Brewster,BU,10.6,2.3,3.8,1.4,1
Erik Pratt,MILW,10.6,1.8,3.3,1.5,1
Matthew Murrell,MISS,10.6,1.9,3.4,1.3,1
Tate McCubbin,APSU,10.6,0.5,4.7,2.3,1
Malik Dia,MISS,10.6,0.8,5.7,0.8,1
Elijah Stephens,AMER,10.6,3.7,2.7,0.9,1
Tajavis Miller,NDSU,10.6,1.3,4.5,1.1,1
Jalen Myers,NORF,10.6,1.0,5.4,0.6,1
Masen Miller,NDSU,10.6,1.5,2.6,2.8,1
Neftali Alvarez,USM,10.6,3.6,2.7,0.6,1
Jayden Taylor,NCSU,10.6,1.6,2.8,1.3,1
Jaylen Murray,MISS,10.6,3.5,2.2,1.7,1
Phillip Russell,VCU,10.6,2.2,1.7,2.1,1
Ty Berry,NU,10.6,1.3,3.6,2.2,1
Nordin Kapic,UCSD,10.6,1.2,5.2,1.6,1
Marcus Tankersley,ALCN,10.6,1.3,2.5,0.1,1
Kario Oquendo,SMU,10.5,1.0,3.3,1.5,1
Connor Amundsen,DART,10.5,3.1,2.5,1.6,1
Isaiah Griffin,IDST,10.5,0.7,3.9,0.8,1
Aaron Gray,INST,10.5,0.6,6.0,0.8,1
Vukasin Masic,PORT,10.5,3.3,3.2,1.7,1
Aaron Cooley,BRWN,10.5,1.3,6.0,0.9,1
Jovan Blacksher Jr.,CAL,10.5,2.5,2.4,1.9,1
Corey Camper Jr.,UTEP,10.5,2.0,3.6,0.9,1
Raul Arias-Ortega,TRMC,10.5,1.0,2.0,1.0,1
Jevin Muniz,FGCU,10.5,4.2,5.7,1.3,1
Grant Sanders,BREWT,10.5,3.0,6.0,0.0,1
Moustapha Thiam,UCF,10.5,0.7,6.3,0.7,1
Nasir Whitlock,LEH,10.5,2.0,2.6,1.2,1
Solomon Mustafa-Reid,FISK,10.5,1.0,5.5,0.0,1
Zawdie Jackson,NMSU,10.5,3.1,2.3,1.1,1
Cam Brown,WLCA,10.5,0.5,4.0,2.5,1
Walker Gohring,WMN,10.5,0.5,4.0,1.0,1
Bradley Graham,EVERG,10.5,3.5,2.0,0.5,1
Dashawn Hall,VTSJ,10.5,2.0,0.0,0.5,1
Braeson Barrs-Richardson,RAND,10.5,2.5,2.0,1.0,1
Arthur Celestin,LADY,10.5,1.0,3.5,0.0,1
Christian Shumate,MCN,10.5,0.8,6.3,0.5,1
Justin Hill,WICH,10.5,2.9,2.6,1.0,1
Will Soucie,UNA,10.5,1.5,4.0,0.7,1
Jalin Billingsley,EMU,10.5,1.0,5.1,0.4,1
Andrew Carr,UK,10.5,1.7,4.8,0.7,1
Tyler Nickel,VAN,10.5,0.9,2.4,2.4,1
Dailyn Swain,XAV,10.5,2.6,5.4,0.1,1
Elijah Price,FRES,10.5,1.0,8.3,0.1,1
Jeremiah Johnson,GB,10.5,1.2,4.5,0.4,1
Malachi Smith,DAY,10.5,5.3,2.9,0.9,1
Sean Smith,WIU,10.5,3.7,4.8,1.0,1
Tony Duckett,USD,10.4,1.9,2.0,0.9,1
Colby Rogers,MEM,10.4,1.4,2.0,2.2,1
Tyrone Marshall Jr.,WKU,10.4,1.4,6.6,1.4,1
Jayme Mitchell Jr.,JKST,10.4,0.5,3.7,2.0,1
Andrej Jakimovski,COLO,10.4,1.3,5.0,1.6,1
Jarrett Hensley,SIU,10.4,1.4,5.8,1.3,1
Daniel Abreu,DRKE,10.4,1.0,3.3,1.5,1
Jerone Morton,MORE,10.4,3.4,3.2,1.1,1
Connor Essegian,NEB,10.4,1.1,2.8,2.3,1
Zeb Jackson,VCU,10.4,2.0,3.7,1.4,1
Elijah Saunders,UVA,10.4,0.8,5.0,1.1,1
Zaire Hayes,TXSO,10.4,1.4,1.9,1.6,1
Devin McGlockton,VAN,10.4,1.0,7.9,0.8,1
Makai Willis,ULM,10.4,0.8,7.3,0.4,1
Caden Powell,RICE,10.4,0.8,7.2,0.0,1
Blake Peters,PRIN,10.4,0.6,2.8,2.7,1
Peter Bandelj,CP,10.4,2.3,4.3,0.9,1
TJ Bamba,ORE,10.4,2.9,3.5,0.7,1
Tramon Mark,TEX,10.4,1.6,3.6,1.2,1
Tyem Freeman,UIC,10.4,1.8,4.2,1.9,1
Jeremy Elyzee,SELA,10.4,0.9,5.0,0.5,1
Andrew Holifield,LAM,10.4,1.3,5.6,1.4,1
Dre Davis,MISS,10.4,1.3,4.7,0.7,1
Greg Jones,AMER,10.3,1.0,3.9,1.3,1
Khaden Bennett,QUIN,10.3,1.6,4.3,1.2,1
LeMar Northington II,KYCHR,10.3,2.0,3.7,2.3,1
Vianney Salatchoum,FIU,10.3,0.6,5.1,0.1,1
Egor Demin,BYU,10.3,5.4,3.8,1.2,1
Jason Cibull,STNSLS,10.3,1.7,0.3,1.7,1
Alexander Lesburt Jr.,BRWN,10.3,1.8,3.6,2.3,1
Ahamad Bynum,UTEP,10.3,0.9,1.7,2.3,1
Nakavieon White,GASO,10.3,2.4,3.5,1.2,1
Jaeden Marshall,NIA,10.3,1.1,3.0,1.4,1
Quante Berry,TEM,10.3,2.1,4.3,0.9,1
Nick Fiorillo,UVM,10.3,1.7,5.0,1.8,1
Jeremy Roach,BAY,10.3,2.7,1.9,1.4,1
Simas Lukosius,CIN,10.3,2.2,2.9,2.0,1
Alex Merkviladze,LMU,10.3,2.0,6.4,1.5,1
Jailen Bedford,UNLV,10.2,1.2,4.3,1.7,1
Kyan Evans,CSU,10.2,3.1,2.9,1.8,1
Dorian McMillian,JKST,10.2,0.6,4.3,1.5,1
Dalton Banks,ILST,10.2,3.9,3.5,0.7,1
Trey Autry,GW,10.2,1.0,3.7,1.8,1
Brock Wisne,UNCO,10.2,1.7,4.3,0.1,1
Al Green,LT,10.2,0.9,2.3,1.9,1
Ty Harper,YSU,10.2,1.7,3.0,1.3,1
Romelle Mansel,JKST,10.2,2.7,6.9,0.1,1
Bradyn Hubbard,ACU,10.2,0.8,5.7,0.6,1
Davion Everett,SCST,10.2,1.3,4.6,0.2,1
Jefferson De La Cruz Monegro,VAL,10.1,1.6,2.8,0.9,1
Fletcher Abee,UNCA,10.1,1.2,1.8,2.5,1
Robert Carpenter,NMSU,10.1,0.5,5.8,1.6,1
DJ Richards Jr.,MCN,10.1,0.8,2.2,2.6,1
Ante Beljan,LR,10.1,1.9,4.5,0.0,1
Zion Cruz,RID,10.1,1.4,2.8,1.0,1
Tyeree Bryan,SCU,10.1,1.5,4.3,2.0,1
Myles Rice,IU,10.1,2.8,2.8,0.8,1
Carmelo Adkins,UPST,10.1,1.4,4.8,1.4,1
Max Agbonkpolo,MTST,10.1,0.8,4.3,1.3,1
Matas Vokietaitis,FAU,10.1,0.2,5.5,0.0,1
Antwan Burnett,GRAM,10.1,1.6,5.4,1.0,1
Paris Dawson,SEA,10.1,1.8,3.2,1.3,1
Trey Miller,RGV,10.1,4.3,2.6,0.6,1
Michael McNair,BU,10.1,1.5,3.3,2.2,1
Jayden Brown,CCSU,10.1,1.2,4.8,0.9,1
Kentrell Garnett,UL,10.1,2.0,2.5,2.0,1
Keeshawn Barthelemy,ORE,10.1,2.6,2.4,1.8,1
Tyler Schmidt,VAL,10.1,1.6,3.3,1.1,1
Valentino Pinedo,SFPA,10.0,1.3,6.5,0.0,1
Camp Wagner,INST,10.0,0.8,2.9,2.7,1
Sebastian Mack,UCLA,10.0,1.8,2.2,0.7,1
Ben Schwieger,UNI,10.0,1.7,5.1,0.9,1
Matt Becht,MRMK,10.0,1.1,1.7,2.6,1
Jedy Cordilia,MSM,10.0,1.0,7.3,0.1,1
Braedan Lue,KENN,10.0,0.7,5.5,1.0,1
Daeshon Shepherd,LAS,10.0,0.6,4.2,0.6,1
Igor Milicic Jr.,TENN,10.0,2.1,6.9,1.1,1
Steven Jamerson II,USD,10.0,1.0,7.8,0.0,1
Keionte Cornelius,ALCN,10.0,0.3,1.1,2.4,1
Ferlin Joseph,BREWT,10.0,0.5,3.5,0.0,1
Mason Makovec,LYNCHBURG,10.0,0.0,5.0,1.0,1
Rashid Nikiema,SUNY,10.0,3.0,5.0,2.0,1
Chris Fetuga,SWCHRISTU,10.0,2.5,6.0,1.0,1
Brennen Newsom,EOR,10.0,0.0,5.0,0.0,1
Eric Conner,ARLIN,10.0,0.5,3.0,1.0,1
Hassane Diallo,FTVALLEY,10.0,1.0,2.0,0.0,1
Jake Matteson,CALMA,10.0,1.0,5.0,0.5,1
Samet Yigitoglu,SMU,10.0,1.0,6.1,0.0,1
Damontae Thompson,IUC,10.0,1.0,1.0,0.0,1
Chase Dawson,MO,10.0,0.7,2.0,1.3,1
Malachi Hampton,DVE,10.0,0.0,4.0,0.0,1
Will Cordes,JAM,10.0,1.0,0.0,2.0,1
Tarik Islamovic,MEFK,10.0,2.0,7.0,2.0,1
Gabe Bristow,SUNY,10.0,0.0,0.0,2.0,1
Valdy Zephir,CCGA,10.0,0.0,4.0,0.0,1
Cheikh Diagne,MAN,10.0,4.0,3.0,2.0,1
Nick Davidson,MENLO,10.0,2.0,2.5,1.5,1
Ja'Keese Kemp,FRA,10.0,2.0,2.0,2.0,1
Shawn Summers Jr.,GWY,10.0,3.0,3.0,1.0,1
Maison Adeleye,TXPBAS,10.0,1.0,4.0,0.0,1
Payton Meyers,CORB,10.0,0.0,3.0,1.0,1
Simom Akena,WUH,10.0,4.0,5.0,0.0,1
Ahmad Raymond,ECCLE,10.0,4.0,5.0,0.7,1
Jackson Harvey,SMMN,10.0,0.0,11.0,0.0,1
Isaiah Quinteros,FISHE,10.0,3.0,1.0,2.0,1
Carter Koenig,END,10.0,1.0,6.0,2.0,1
Jaylon Calvin,VER,10.0,2.0,8.0,2.0,1
Jake Devaney,SUNYMAR,10.0,2.0,6.0,0.0,1
Bryson Goldsmith,TXA,10.0,0.0,4.0,2.0,1
Rohan	 Singh,YKNY,10.0,5.0,3.0,3.0,1
Aj Baskerville,MONTR,10.0,1.0,7.5,0.5,1
Bennie Amos Iii,HARRI,10.0,2.0,1.0,2.0,1
Hannes Saar,COLOCS,10.0,2.0,4.0,0.0,1
Danny Canul,STTOMTX,10.0,0.0,0.0,2.0,1
Deacon Perry,WLLMTT,10.0,0.0,2.0,0.0,1
Dawson Nordgaard,MTU,10.0,3.0,2.0,0.0,1
Tyler Chapman,LIN,10.0,2.0,0.0,2.0,1
Emmanuel Ferguson,WAL,10.0,0.0,2.0,1.0,1
Joash Beaton,MDEV,10.0,0.0,2.0,0.0,1
Felix Mcghee,WASHADV,10.0,0.0,4.0,1.0,1
Donavan Yap,SJSU,10.0,2.9,2.6,1.6,1
Marvin McGhee III,CSUB,10.0,1.0,3.7,2.0,1
Devon Barnes,UTEP,10.0,2.0,2.1,1.5,1
Juan Cranford Jr.,SFPA,10.0,1.9,4.1,1.6,1
Brandon Maclin,RAD,10.0,2.2,4.3,1.1,1
Chris Austin,PORT,10.0,1.6,3.4,0.7,1
Daniel Egbuniwe,TNTC,10.0,2.3,6.5,1.3,1
Cole Hargrove,DREX,9.9,1.7,7.5,0.2,1
Sean Newman Jr.,LT,9.9,7.9,2.3,1.1,1
Izaiyah Nelson,ARST,9.9,0.6,8.7,0.0,1
Zae Blake,WAG,9.9,1.8,2.4,1.5,1
Patrick McMahon,MTST,9.9,1.1,3.4,0.5,1
DeMarr Langford Jr.,ALB,9.9,1.4,5.3,0.0,1
Tyler Brelsford,MORE,9.9,1.8,3.7,1.1,1
Jamarques Lawrence,URI,9.9,2.5,1.8,1.9,1
K.T. Raimey,RGV,9.9,1.1,2.3,1.7,1
Sasa Ciani,UIC,9.9,1.3,7.6,0.1,1
Jason Fontenet II,UCSB,9.9,2.7,6.0,1.0,1
Nick Ellington,MUR,9.9,0.5,5.4,0.0,1
Max Jones,KSU,9.9,1.8,4.1,1.4,1
Jeremiah Cherry,UNLV,9.9,0.7,5.3,0.0,1
Jordan Pyke,UIW,9.9,1.5,4.9,0.4,1
Tre'Von Spillers,WAKE,9.9,0.8,7.6,0.4,1
Tavion Banks,DRKE,9.9,1.0,4.9,0.1,1
Mekhi Mason,WASH,9.9,1.4,2.1,1.7,1
Kyric Davis,WGA,9.9,1.6,3.5,0.7,1
Christopher Flippin,UMES,9.9,0.6,5.5,0.0,1
Jay Alvarez,RID,9.8,0.9,4.3,1.0,1
Amani Hansberry,WVU,9.8,1.4,6.5,1.1,1
Kaleb Stewart,SDAK,9.8,1.5,1.6,1.7,1
Marcel Bryant,PV,9.8,1.4,5.1,0.5,1
Luke Barrett,SMC,9.8,1.4,6.7,1.1,1
Mitch Mascari,DRKE,9.8,1.3,2.2,2.6,1
Yaphet Moundi,IONA,9.8,0.9,7.4,0.0,1
Jonathan Dunn,COPP,9.8,0.7,4.3,0.1,1
AJ Hoggard,VAN,9.8,4.6,2.7,0.8,1
Owen Dease,AMCC,9.8,1.6,4.2,1.2,1
Carter Bjerke,STMN,9.8,1.1,3.3,2.2,1
B.J. Edwards,SMU,9.8,3.5,4.5,0.8,1
Thomas Dowd,TROY,9.8,1.0,6.8,1.4,1
Colin Smalls,AMER,9.8,1.3,1.7,1.3,1
Daniel Hankins-Sanford,MASS,9.8,0.6,7.4,0.3,1
Day Day Thomas,CIN,9.8,2.6,2.6,1.2,1
Corneilous Williams,UNA,9.8,0.4,9.0,0.0,1
Christian Howard,COLI,9.8,2.0,3.3,0.0,1
Nimari Burnett,MICH,9.7,1.5,3.5,1.9,1
Dylan Addae-Wusu,HALL,9.7,3.1,3.5,1.2,1
John Christofilis,SEA,9.7,0.5,2.2,1.5,1
Tyler Mrus,IDHO,9.7,0.8,3.2,2.4,1
Boubacar Coulibaly,PEPP,9.7,1.1,6.9,0.0,1
Tarris Reed Jr.,CONN,9.7,1.0,7.3,0.0,1
Quincy Ballard,WICH,9.7,0.3,9.0,0.0,1
Elijah Tucker,LONG,9.7,0.7,5.0,0.0,1
Nate Pickens,UCR,9.7,2.0,3.5,1.4,1
Cameron Faas,KC,9.7,0.8,3.8,2.2,1
Jayden Jackson,CARU,9.7,0.0,5.0,1.3,1
Emaryon Byrd,EUR,9.7,1.0,1.7,1.0,1
Collin Wainscott,STA,9.7,1.0,0.3,1.7,1
Bryce Johnson,SHU,9.7,1.2,5.9,0.3,1
Damarco Minor,ORST,9.7,5.2,4.7,0.9,1
Jahlil White,LAS,9.7,1.9,6.2,0.5,1
Nate Martin,MRSH,9.6,2.1,8.3,0.2,1
Steven Crowl,WISC,9.6,2.5,5.4,0.8,1
Dayvion McKnight,XAV,9.6,4.3,2.6,0.6,1
Hakim Byrd,UTU,9.6,2.6,1.8,1.4,1
Joshua O'Garro,TXST,9.6,1.6,7.0,0.7,1
Blue Cain,UGA,9.6,1.5,4.2,1.4,1
Jordan Johnson,SOU,9.6,0.7,2.3,2.3,1
Isaiah Gray,AKR,9.6,2.5,4.6,0.9,1
Nick McMullen,GAST,9.6,1.0,9.5,0.1,1
Tyrone Riley IV,SF,9.6,1.0,5.9,0.9,1
Jordan Mason,UIC,9.6,3.3,3.4,0.5,1
Layden Blocker,DEP,9.6,3.1,2.9,1.0,1
Elijah Strong,BC,9.6,0.9,4.1,0.9,1
Jack Clark,VCU,9.6,1.9,6.9,1.4,1
Deuce Turner,UCSB,9.6,1.4,1.8,1.3,1
Christian Davis,BRAD,9.6,1.8,5.2,1.2,1
Adam Miller,ASU,9.6,1.9,2.2,1.9,1
Cade Haskins,DART,9.6,1.8,3.5,2.6,1
Dillon Mitchell,CIN,9.6,1.6,6.7,0.3,1
Justin Bailey,WOF,9.6,1.7,3.5,1.7,1
Je'Shawn Stevenson,CLE,9.6,1.0,2.5,1.1,1
Dovydas Butka,PEPP,9.6,2.2,6.1,0.4,1
Dakota Leffew,UGA,9.5,1.6,2.1,1.6,1
Julius Rollins,WIU,9.5,1.3,4.3,1.1,1
Duke Miles,OU,9.5,2.1,2.6,1.2,1
Jaehshon Thomas,CLT,9.5,1.3,3.3,1.2,1
Noble Crawford,CHST,9.5,2.0,4.0,1.5,1
Braden Sparks,FAIR,9.5,1.9,2.7,1.5,1
Sam Orme,BEL,9.5,1.1,4.3,1.3,1
Drew Thelwell,IOWA,9.5,3.0,2.2,1.2,1
Owen Lobsinger,WMU,9.5,1.3,6.4,1.5,1
Jonathan Aybar,FIU,9.5,0.9,4.8,0.9,1
Jhamir Brickus,VILL,9.5,4.9,1.8,1.8,1
Elliot Cadeau,UNC,9.5,6.0,2.9,0.8,1
Finley Bizjack,BUT,9.5,2.3,2.8,1.6,1
Jordan Tillmon,PV,9.5,1.6,2.9,1.1,1
Bradley Land,COLOR,9.5,0.5,2.0,0.5,1
Raymond Baka,VTSJ,9.5,1.0,7.0,0.0,1
Brandon Hunt,COLI,9.5,1.8,5.8,1.0,1
Kameron McCall,LAG,9.5,1.0,2.0,1.0,1
Jacob Howard,AQU,9.5,1.0,3.5,2.0,1
Trey Law,LADY,9.5,2.0,2.5,1.0,1
Quantavis Mckinney,BLU,9.5,1.0,6.5,0.5,1
Justin Harper,GEO,9.5,0.5,1.0,2.0,1
Ethan Martin,NWU,9.5,0.0,2.0,2.0,1
Adrian Brown,CHAMP,9.5,0.8,4.5,1.5,1
Solomon Campbell,EVERG,9.5,0.0,2.0,0.5,1
David Day,AQU,9.5,0.5,2.0,1.5,1
George Mccurdy,SWCHRISTU,9.5,0.5,1.5,2.0,1
Nolan Winter,WISC,9.5,1.1,5.9,0.9,1
Djahi Binet,ALCN,9.5,0.4,7.6,0.0,1
Brandon Whitney,MONT,9.5,2.7,2.2,0.5,1
Henri Veesaar,ARIZ,9.5,1.3,5.0,0.5,1
Brayden O'Connor,GMU,9.5,2.9,2.8,0.9,1
Nick Pringle,SC,9.5,1.1,6.3,0.0,1
Nyle Ralph-Beyer,SHU,9.5,0.4,2.3,2.0,1
Carmelo Pacheco,MSM,9.5,1.3,1.7,2.6,1
Matt Allocco,ND,9.5,2.7,4.4,1.8,1
Claudell Harris Jr.,MSST,9.5,1.2,2.8,2.0,1
Andrew Phillips,LAF,9.5,1.0,4.8,1.4,1
CJ Hardy,CSUB,9.5,2.1,2.9,0.8,1
Mylyjael Poteat,VT,9.5,1.1,3.8,0.0,1
Brody Robinson,UTA,9.5,4.4,2.6,1.7,1
Gabe Spinelli,CHST,9.5,3.2,3.1,0.6,1
Adam Hamilton,LAM,9.4,1.2,7.0,0.0,1
Daniel Akitoby,MORG,9.4,0.8,7.3,0.0,1
Hermann Koffi,STO,9.4,1.5,2.6,1.8,1
Jyare Davis,SYR,9.4,1.4,4.9,0.5,1
Eren Banks,GASO,9.4,2.3,2.5,1.6,1
Isaiah Lewis,LR,9.4,3.0,3.6,1.0,1
Jayden Quaintance,ASU,9.4,1.5,7.9,0.3,1
Cam Gillus,LEH,9.4,2.4,4.3,1.5,1
Thomas Haugh,FLA,9.4,2.1,6.0,0.9,1
Pharrel Payne,TA&M,9.4,0.4,4.9,0.0,1
PJ Fuller II,CSUN,9.4,3.1,2.7,1.2,1
Kameron Mayhan,BTHD,9.4,1.2,4.2,1.2,1
Roddy Gayle Jr.,MICH,9.4,2.3,3.5,0.4,1
Alvin Stredic,MVSU,9.4,1.2,5.2,0.0,1
Max Klesmit,WISC,9.4,2.7,2.4,1.6,1
Freddie Dilione V,PSU,9.4,1.7,2.8,0.9,1
Harlond Beverly,WICH,9.4,2.7,3.4,0.4,1
Mac Riniker,CP,9.4,2.5,4.6,0.8,1
Arthur Tate,MVSU,9.4,0.5,2.7,1.1,1
Ben Gregg,GONZ,9.4,1.3,5.2,0.6,1
Shammah Scott,AKR,9.4,2.8,3.5,1.4,1
Dylan Jones,FDU,9.4,0.8,1.9,2.5,1
Leland Walker,FAU,9.3,4.4,2.6,1.0,1
Chris Bell,SYR,9.3,0.5,2.0,1.4,1
Jack Collins,MONM,9.3,2.9,5.8,1.6,1
Jalen Long,CHEY,9.3,1.3,0.7,1.0,1
Amir Gray,PSUS,9.3,0.7,2.0,0.0,1
Colin Porter,LIB,9.3,4.3,2.1,1.6,1
Kaden Cooper,LT,9.3,1.1,7.8,0.9,1
Jalil Beaubrun,APP,9.3,0.4,5.1,0.2,1
Ice Emery,WCU,9.3,2.0,1.9,1.6,1
Andrew Rohde,UVA,9.3,4.3,2.9,1.4,1
Andre Snoddy,STBK,9.3,1.8,8.0,0.6,1
Zvonimir Ivisic,ARK,9.3,0.8,4.6,1.5,1
Kam Williams,TULN,9.3,1.3,4.5,1.9,1
Chaney Johnson,AUB,9.3,1.4,4.8,0.5,1
Tyshawn Archie,TLSA,9.3,1.9,2.0,1.1,1
Asim Jones,FIU,9.3,2.2,2.4,0.5,1
Isaiah Barnes,TLSA,9.3,0.6,4.6,1.4,1
Jalen Miller,ORU,9.3,1.9,2.4,1.4,1
Sebastian Hartmann,EWU,9.3,1.6,4.2,1.1,1
Kolten Griffin,WGA,9.3,2.0,4.2,0.8,1
Harlan Obioha,UNCW,9.3,0.9,5.9,0.0,1
Dan Skillings Jr.,CIN,9.3,1.4,3.8,1.0,1
Jackson Sivills,WOF,9.3,1.1,3.8,1.9,1
Mikkel Tyne,RICH,9.3,1.4,2.3,1.2,1
D'Angelo Lake,CHEY,9.3,1.3,5.0,0.0,1
Cam Hayes,ECU,9.2,4.0,2.8,1.3,1
Corey Floyd Jr.,PROV,9.2,2.0,4.8,0.8,1
KJ Adams Jr.,KU,9.2,2.5,5.0,0.0,1
Kellen Amos,RICE,9.2,2.6,3.6,0.5,1
Julian Rishwain,UNLV,9.2,2.1,3.5,2.3,1
Collin Holloway,SAM,9.2,1.9,5.0,0.9,1
Zack Austin,PITT,9.2,0.7,4.7,1.8,1
Riley Kugel,MSST,9.2,1.6,3.0,1.2,1
Deivon Smith,SJU,9.2,4.0,4.8,1.0,1
Cris Carroll,YSU,9.2,1.1,5.0,1.1,1
Dalen Davis,PRIN,9.2,1.6,2.1,1.7,1
Dajuan Harris Jr.,KU,9.2,5.7,3.0,0.8,1
Trazarien White,TCU,9.2,0.9,2.9,1.2,1
Anthony Robinson II,MIZ,9.2,3.5,3.1,0.6,1
Te'Jon Sawyer,MONT,9.2,1.3,3.9,0.6,1
Miles Rubin,LUC,9.2,1.3,5.4,0.0,1
Owen Larson,SDST,9.2,2.6,4.1,1.9,1
Connor Turnbull,EVAN,9.2,1.5,4.3,0.4,1
Elijah Brooks,HCU,9.1,2.6,3.7,0.1,1
Kendall Munson,JAX,9.1,1.1,5.2,0.0,1
Kaleb Scott,PRES,9.1,0.8,5.6,0.0,1
Nolan Dorsey,CAM,9.1,2.2,6.3,1.5,1
Bo Montgomery,UNCW,9.1,2.1,3.8,1.1,1
Evan Nelson,HARV,9.1,2.9,3.0,1.4,1
Zed Key,DAY,9.1,0.4,3.8,0.0,1
Tuongthach Gatkek,LR,9.1,2.3,6.3,0.0,1
Luke Goode,IU,9.1,0.6,3.1,1.9,1
Terrance Ford Jr.,ARST,9.1,4.9,2.9,1.2,1
Efrem Johnson,UAB,9.1,1.9,2.1,1.3,1
Javan Buchanan,BOIS,9.1,0.6,3.7,0.6,1
Donovan Williams,WMU,9.1,1.1,6.2,0.8,1
Martel Williams,CBU,9.1,0.7,2.1,0.9,1
Elijah Hawkins,TTU,9.1,6.3,3.3,1.6,1
Lance Waddles,OMA,9.1,1.9,3.9,1.3,1
Julius Ellerbe III,COPP,9.0,2.3,5.6,0.9,1
Trey Deveaux,WIU,9.0,1.2,4.7,0.6,1
Judah Brown,USA,9.0,0.4,2.6,2.2,1
Corey Hadnot II,PFW,9.0,1.6,1.8,1.2,1
Trevin Knell,BYU,9.0,1.2,2.4,2.0,1
Jabe Mullins,MTST,9.0,2.4,3.4,1.2,1
DJ Smith,RMU,9.0,3.1,2.2,1.6,1
Aidan Kehoe,NAVY,9.0,1.6,8.9,0.0,1
Milan Mejia,LOLA,9.0,0.5,2.5,2.5,1
Malik Joseph,NBRY,9.0,1.0,4.0,2.0,1
Jaylen Crocker-Johnson,CSU,9.0,0.8,4.3,1.0,1
Jason Garcia,SOUTH,9.0,5.0,2.5,0.5,1
Trevor Nauert,BOY,9.0,2.0,1.0,2.0,1
Trent McGowan,CROWL,9.0,0.0,0.0,3.0,1
Justus Jackson,TNST,9.0,3.5,2.5,1.5,1
Tre Holloman,MSU,9.0,3.8,2.0,1.3,1
Elijah Gray,TEM,9.0,0.6,3.8,0.6,1
Bo Barber,SPRHILL,9.0,4.0,0.0,3.0,1
Jay Milburn,CMPBVIL,9.0,2.0,7.0,1.0,1
McNeal Thompson IV,WAL,9.0,0.0,1.0,1.0,1
Khalil Grayson,WAL,9.0,1.0,4.0,1.0,1
Bryce Wilson,VOORH,9.0,1.0,1.0,1.0,1
BJ Davis,SDSU,9.0,1.2,3.0,1.4,1
Donovan Sanders,MVSU,9.0,2.8,3.0,0.6,1
Qualen Pettus,DALTO,9.0,2.0,2.0,1.0,1
Bryce Harris,SUL,9.0,0.0,4.0,0.0,1
Blaze Lubbers,DAK,9.0,0.0,5.5,1.5,1
Christian Monroe,ERSKINE,9.0,0.0,2.5,0.5,1
Jeremiah Williams,TF,9.0,0.7,4.3,0.3,1
Nadjrick Peat,HWHILO,9.0,0.0,3.0,0.0,1
Armond Williams,DILLARD,9.0,2.0,8.5,0.5,1
Christian Bryant,HARDSIM,9.0,0.0,5.0,0.0,1
Aaron Tims,SOWESL,9.0,0.0,4.0,0.0,1
Austin Bausman,MARYWOOD,9.0,1.0,2.0,2.0,1
Brayden Maldonado,SEA,9.0,1.4,1.9,1.9,1
Gavin Dowling,IUC,9.0,4.0,5.0,1.0,1
Wesley Mcintyre,NVERLYND,9.0,1.0,1.0,2.0,1
Josiah Talton,HNB,9.0,3.0,3.0,3.0,1
Ej Mcquillan,LSUA,9.0,1.0,5.0,0.0,1
Devaki Garr,UNI,9.0,5.0,1.0,3.0,1
Jeremiah Littlepage,UNI,9.0,2.0,5.0,0.0,1
Ikechukwu Nwaobi,YOR,9.0,1.0,1.0,0.0,1
Maksim Vukcevic,MEFK,9.0,0.0,1.0,0.0,1
Chad Duke,SUNY,9.0,2.0,1.0,1.0,1
Aedan Lewis,SW,9.0,1.0,1.0,0.0,1
Jared Robins,SW,9.0,0.0,2.0,3.0,1
Manny Roach,MAN,9.0,1.0,7.0,0.0,1
Elijahjuan Burke,DILLARD,9.0,0.5,1.0,0.0,1
Khalif Allim,DILLARD,9.0,0.0,3.5,0.5,1
Pierce Prendergast,FRA,9.0,0.0,2.0,3.0,1
Bradley Alcrime,LOLA,9.0,0.5,2.0,2.0,1
James Jewell,CMPBVIL,9.0,2.0,3.0,1.0,1
Ben Krystkowiak,CORB,9.0,1.0,1.0,3.0,1
Mario Williams Jr.,WORE,9.0,0.0,4.0,2.0,1
Brady Grier,WORE,9.0,0.0,3.0,1.0,1
Sparsh Kadayan,NOB,9.0,1.0,2.0,1.0,1
Mason Landdeck,SEAPAC,9.0,3.0,2.0,1.0,1
Michael Wilson Jr.,NGR,9.0,1.0,11.0,0.0,1
Shaysten Cornish,TXCL,9.0,3.0,2.0,1.0,1
Noah Gifft,EMB,9.0,0.0,1.0,1.5,1
Xzavier Ivey,VER,9.0,0.0,0.0,3.0,1
Max Polk,FIT,9.0,1.3,2.8,1.5,1
Joshua West,HAWAIIPAC,9.0,1.0,8.0,0.0,1
Jackson Sellars,AVE,9.0,0.0,1.0,1.0,1
Cameron Brown,PEN,9.0,2.5,2.5,0.0,1
